tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	100820632	0	live	DEL15Q25	C15DELq25	Chromosome 15q25 deletion syndrome		15q25	15						614294	
9606	Homo sapiens	100750329	0	live	TET18P		Tetrasomy 18p		18p	18						614290	
9606	Homo sapiens	100750328	0	live	ANIB11		Aneurysm, intracranial berry, 11		8p22	8						614252	
9606	Homo sapiens	100750238	0	live	EJM9		Epilepsy, juvenile myoclonic, susceptiblity to, 9		2q33-q36	2						614280	
9606	Homo sapiens	100739996	0	live	MRXS17		Mental retardation, X-linked, syndromic 17		Xp21.1-p11.23	X						300858	
9606	Homo sapiens	100736251	0	live	HYP10		Hypotrichosis 10		7p22.3-p21.3	7						614238	
9606	Homo sapiens	100736250	0	live	HYPT9		Hypotrichosis 9		10q11.23-q22.3	10						614237	
9606	Homo sapiens	100689491	0	live	DEL8Q21.11	C8DELq21.11	Chromosome 8q21.11 deletion syndrome		8q21.11	8						614230	
9606	Homo sapiens	100689490	0	live	HNFJ3		Hyperuricemic nephropathy, familial juvenile, 3		2p22.1-p21	2						614227	
9606	Homo sapiens	100689216	0	live	NRCLP6		Narcolepsy 6		19p13.2	19						614223	
9606	Homo sapiens	100689215	0	live	PBC4		Biliary cirrhosis, primary, 4		7q32	7						614220	
9606	Homo sapiens	100689214	0	live	HYSP4		Hypospadias 4, X-linked, susceptibilty to		Xp11.22	X						300856	
9606	Homo sapiens	100689213	0	live	GFND1		Glomerulopathy with fibronectin deposits 1		1q32	1						137950	
9606	Homo sapiens	100689212	0	live	PBC5		Biliary cirrhosis, primary, 5		17q12	17						614221	
9606	Homo sapiens	100689211	0	live	HYSP3		Hypospadias 3, autosomal		7q32.2-q36.1	7						146450	
9606	Homo sapiens	100689014	0	live	MRT16		Mental retardation, autosomal recessive 16		9p23-p13.3	9						614208	
9606	Homo sapiens	100682395	0	live	LNCR5		Lung cancer susceptibility 5		3q28	3						614210	
9606	Homo sapiens	100682326	0	live	MYP20		Myopia 20, autosomal dominant		13q12.12	13						614166	
9606	Homo sapiens	100682325	0	live	NDNC9		Nail disorder, nonsyndromic congenital, 9		17q25.1-q25.3	17						614149	
9606	Homo sapiens	100682260	0	live	HPPD		Hypertelorism, preauricular sinus, punctal pits, and deafness		14q31	14						614187	
9606	Homo sapiens	100653393	0	live	CACD3		Choroidal dystrophy, central areolar 3									613144	
9606	Homo sapiens	100653385	0	live	DEL3PTERP25	C3DELpterp25	3p- syndrome		3pter-p25	3						613792	
9606	Homo sapiens	100653384	0	live	IGAN2		IgA nephropathy, susceptibility to, 2		2q36	2						613944	
9606	Homo sapiens	100653383	0	live	PSMNSW		Parasomnia, sleepwalking type		20q12-q13.12	20						613938	
9606	Homo sapiens	100653382	0	live	DEL13Q14	C13DELq14	Chromosome 13q14 deletion syndrome		13q14	13						613884	
9606	Homo sapiens	100653381	0	live	GEFSP8		Generalized epilepsy with febrile seizures plus, type 8		6q16.3-q22.31	6						613828	
9606	Homo sapiens	100653379	0	live	MYMY4	CXDELq38	Moyamoya disease 4		Xq28	X						300845	
9606	Homo sapiens	100653375	0	live	ADIPQTL5		Adiponectin, serum level of, QTL5		16q23.3	16						613836	
9606	Homo sapiens	100653374	0	live	DEL17P13.1	C17DELp13.1	Chromosome 17p13.1 deletion syndrome		17p13.1	17						613776	
9606	Homo sapiens	100653373	0	live	KONDS		Kondoh syndrome		1p36.32-p35.3	1						606242	
9606	Homo sapiens	100653372	0	live	SRXX3		46XX sex reversal 3		Xq26.3	X						300833	
9606	Homo sapiens	100653370	0	live	MYP19		Myopia 19, autosomal dominant		5p15.1-p13.3	5						613969	
9606	Homo sapiens	100653369	0	live	APMR3		Alopecia-mental retardation syndrome 3		18q11.2-q12.2	18						613930	
9606	Homo sapiens	100653367	0	live	OFC13		Orofacial cleft 13		1p33	1						613857	
9606	Homo sapiens	100653366	0	live	PSC		Cholangitis, primary sclerosing		3p21	3						613806	
9606	Homo sapiens	100653365	0	live	BED		Bornholm eye disease		Xq28	X						300843	
9606	Homo sapiens	100529243	0	live	DEL2P12P11.2	C2DELp12p11.2	Chromosome 2p12-p11.2 deletion syndrome		2p12-p11.2	2						613564	
9606	Homo sapiens	100529242	0	live	DEL1Q41Q42	C1DELq41q42	Chromosome 1q41-q42 deletion syndrome		1q41-q42	1						612530	
9606	Homo sapiens	100529231	0	live	MACST		Macrostomia		1p34-p32	1						613545	
9606	Homo sapiens	100529228	0	live	TRIP4Q32.1Q32.2	C4TRIPq32.1q32.2	Chromosome 4q32.1-q32.2 triplication syndrome		4q32.1-q32.2	4						613603	
9606	Homo sapiens	100529227	0	live	STQTL22		Stature QTL 22		16q24	16						613547	
9606	Homo sapiens	100529226	0	live	DUP17Q21.31	C17DUPq21.31	Chromosome 17q21.31 duplication syndrome		17q21.31	17						613533	
9606	Homo sapiens	100529224	0	live	FWS		Forsythe-Wakeling syndrome		1p33-p31.1	1						613606	
9606	Homo sapiens	100529223	0	live	STQTL24		Stature QTL 24		2p16	2						613549	
9606	Homo sapiens	100529222	0	live	STQTL23		Stature QTL 23		1p32	1						613548	
9606	Homo sapiens	100529221	0	live	DEL6Q11Q14	C6DELq11q14	Chromosome 6q11-q14 deletion syndrome		6q11-q14	6						613544	
9606	Homo sapiens	100529151	0	live	IBD11		Inflammatory bowel disease 11		7q22	7						191390	
9606	Homo sapiens	100529149	0	live	DER22T8-22		Supernumerary der(22)t(8-22) syndrome		22q11.2	22						613700	
9606	Homo sapiens	100529148	0	live	MDNS		Mammary-digital-nail syndrome		22q12.3-q13.1	22						613689	
9606	Homo sapiens	100529146	0	live	DER22T11-22		Emanuel syndrome		22q11.2	22						609029	
9606	Homo sapiens	100529119	0	live	SCLL		Chromosome 8p11 myeloproliferative syndrome		8p11	8						613523	
9606	Homo sapiens	100528026	0	live	DEL4Q21	C4DELq21	Chromosome 4q21 deletion syndrome		4q21	4						613509	
9606	Homo sapiens	100528025	0	live	SXGQTL1		Sex hormone-binding blobulin circulating level QTL 1		17p13	17						613498	
9606	Homo sapiens	100528024	0	live	DEL11P13	C11DELp13, WAGR	Wilms tumor, aniridia, genitourinary anomalies and mental retardation syndrome		11p13	11						194072	
9606	Homo sapiens	100526823	0	live	TST2		Tuberculin skin test reactivity QTL		5p15	5						613637	
9606	Homo sapiens	100526791	0	live	DEL19P13.13	C19DELp13.13, C19DUPp13.13, DUP19p13.13	Chromosome 19p13.13 deletion syndrome		19p13.13	19						613638	
9606	Homo sapiens	100526790	0	live	TST1		Tuberculin skin test reactivity, absence of		11p14	11						613636	
9606	Homo sapiens	100526743	0	live	DUP17Q23.1Q23.2	C17DUPq23.1q23.2	Chromosome 17q23.1-q23.2 duplication syndrome		17q23.1-q23.2	17						613618	
9606	Homo sapiens	100526742	0	live	DEL16P12.1P11.2	C16DELp12.1p11.2	Chromosome 16p12.2-p11.2 deletion syndrome		16p12.2-p11.2	16						613604	
9606	Homo sapiens	100526741	0	live	DEL8Q13	C8DELq13	Mesomelia-synostoses syndrome		8q13	8						600383	
9606	Homo sapiens	100505394	0	live	EDSS2		Ectodermal dysplasia-syndactyly syndrome 2		7p21.2-p14.3	7						613576	
9606	Homo sapiens	100505393	0	live	DUP16P13.3	C16DUPq13.3	Chromosome 16p13.3 duplication syndrome		16p13.3	16						613458	
9606	Homo sapiens	100505392	0	live	DEL14Q11Q22	C14DELq11q22	Chromosome 14q11-q22 deletion syndrome		14q11-q22	14						613457	
9606	Homo sapiens	100505391	0	live	DEL6Q24Q25	C6DELq25q25	Chromosome 6q25-q25 deletion syndrome		6q24-q25	6						612863	
9606	Homo sapiens	100505390	0	live	AAA2		Aortic aneurysm, familial abdominal 2		4q31	4						609782	
9606	Homo sapiens	100505389	0	live	DELXP21	CXDELp21	Chromosome Xp21 deletion syndrome		Xp21	X						300679	
9606	Homo sapiens	100502569	0	live	BWQTL2		Birth weight QTL 2		3q25.3	3						613459	
9606	Homo sapiens	100502568	0	live	STQTL21		Stature QTL 21		2q37.1	2						613440	
9606	Homo sapiens	100499532	0	live	ATPLS		antiphospholipid syndrome, familial	lupus anticoagulant, familial	6p21.3	6						107320	
9606	Homo sapiens	100499260	0	live	AMMEC	CXDELq22.3, DELXq22.3	Alport syndrome, mental retardation, midface hypoplasia, and elliptocytosis		Xq22.3	X						300194	
9606	Homo sapiens	100499169	0	live	FGQTL4		Fasting plasma glucose level QTL 4		7p21.2	7						613462	
9606	Homo sapiens	100499168	0	live	FGQTL6	BWQTL3, PGQTL1	Fasting plasma glucose level QTL 6		3q21	3						613460	
9606	Homo sapiens	100499167	0	live	EOE2		Esophagitis, eosinophilic, 2		5q22	5						613412	
9606	Homo sapiens	100499166	0	live	LPRS6		Leprosy, susceptiblity to, 6		13q14.11	13						613407	
9606	Homo sapiens	100499165	0	live	FGQTL1		Fasting plasma glucose level QTL 1		2q24-q32	2						612108	
9606	Homo sapiens	100462725	0	live	NAFLD2		Fatty liver disease, nonalcoholic, susceptibility to, 2		11q23	11						613387	
9606	Homo sapiens	100462724	0	live	OFC9		Orofacial cleft 9		13q33.1-q34	13						610361	
9606	Homo sapiens	100462723	0	live	INTLQ2		Intelligence QTL3		2q24.1-q31.1	2						610295	
9606	Homo sapiens	100462722	0	live	INTLQ3		Intelligence QTL3		6p25.3-p22.3	6						610294	
9606	Homo sapiens	100462721	0	live	INTLQ1		Intelligence QTL1		4p16-q34	4						603783	
9606	Homo sapiens	100415943	0	live	MGR9		Migraine with aura, susceptibility to, 9		11q24	11						609670	
9606	Homo sapiens	100415942	0	live	DEL2P21	C2DELp21	Hypotonia-cystinuria syndrome		2p21	2						606407	
9606	Homo sapiens	100415941	0	live	DEL17Q23.1Q23.2	C17DELq23.1q23.2	Chromosome 17q23.1-q23.2 deletion syndrome		17q23.1-q23.2	17						613355	
9606	Homo sapiens	100415904	0	live	HWE2		Epilepsy, hot water, 2		4q24-q28	4						613340	
9606	Homo sapiens	100415903	0	live	HWE1		Epilepsy, hot water, 1		10q21.3-q22.3	10						613339	
9606	Homo sapiens	100415896	0	live	ASRT8		Asthma-related traits, susceptibility to, 8		9q33	9						613207	
9606	Homo sapiens	100415895	0	live	GLM6		Glioma susceptibility 6		20q13.33	20						613031	
9606	Homo sapiens	100415894	0	live	GLM5		Glioma susceptibility 5		9p21.3	9						613030	
9606	Homo sapiens	100415893	0	live	DUPXQ28	CXq28	Chromosome Xq28 duplication syndrome		Xq28	X						300815	
9606	Homo sapiens	100381210	0	live	CAMPD1		Camptodactyly 1		3q11.2-q13.12	3						114200	
9606	Homo sapiens	100381207	0	live	CIHL		hearing loss, cisplatin-induced, susceptibility to		6p22.3	6						613290	
9606	Homo sapiens	100381206	0	live	HCHGQ3		Hematocrit/hemoglobin quantitative trait locus 3		22q12-q13	22						613284	
9606	Homo sapiens	100381205	0	live	HCHGQ2		Hematocrit/hemoglobin quantitative trait locus 2		9q	9						609320	
9606	Homo sapiens	100381204	0	live	HCHGQ1		Hematocrit/hemoglobin quantitative trait locus 1		6q23	6						609319	
9606	Homo sapiens	100380876	0	live	NAFLD1	FLD1	Fatty liver disease 1, susceptiblity to		22q13	22						613282	
9606	Homo sapiens	100380875	0	live	FECD7	FCD4	Corneal dystrophy, Fuchs endothelial, 7		9p24.1-p22.1	9						613271	
9606	Homo sapiens	100380874	0	live	FECD5	FCD3	Corneal dystrophy, Fuchs endothelial, 5		5q33.1-q35.2	5						613269	
9606	Homo sapiens	100379218	0	live	SPDA3		Spondylarthropathy, susceptibility to, 3		2q36.1-q36.3	2						613238	
9606	Homo sapiens	100379217	0	live	FGQTL3		Fasting plasma glucose level QTL3		11q21-q22	11						613233	
9606	Homo sapiens	100379216	0	live	FGQTL2	BWQTL1	Fasting plasma glucose level QTL2		7p15-p13	7						613219	
9606	Homo sapiens	100379215	0	live	QTV		QT interval, variation in		1q23.3	1						610141	
9606	Homo sapiens	100379203	0	live	DUP17P13.3	C17DUPp13.3	Chromosome 17p13.3 duplication syndrome		17p13.3	17						613215	
9606	Homo sapiens	100379202	0	live	DUP5P13	C5DUPp13	Chromosome 5p13 duplication syndrome		5p13	5						613174	
9606	Homo sapiens	100379200	0	live	SLEB15		Systemic lupus erthematosus, susceptibility to, 15		Xq28	X						300809	
9606	Homo sapiens	100379199	0	live	HRM2		hair, curly	hair curvature, variation in|hair morphology 2	1q21.3	1						139450	
9606	Homo sapiens	100379198	0	live	ECT	BECTS	centralopathic epilepsy		11p13	11						117100	
9606	Homo sapiens	100322878	0	live	SLEB14		Systemic lupus erythematosus, susceptiblity to, 14		1q21-q23	1						613145	
9606	Homo sapiens	100316847	0	live	GLM8		Glioma susceptibility 8		5p15.33	5						613033	
9606	Homo sapiens	100313948	0	live	BRV2		Vertigo, benign recurrent, 2		22q12	22						613106	
9606	Homo sapiens	100312955	0	live	PVOP2		Pelvic organ prolapse, susceptibility to, 2		9q21	9						613088	
9606	Homo sapiens	100312954	0	live	GRD1		Graves disease, susceptiblity to, 1		14q31	14						275000	
9606	Homo sapiens	100312952	0	live	PVOP1		Pelvic organ prolapse, susceptibility to, 1		1q31	1						176780	
9606	Homo sapiens	100312951	0	live	NPCA2		Nasopharyngeal carcinoma, susceptibility to, 2		6p21.3	6						161550	
9606	Homo sapiens	100310786	0	live	ALL2		Leukemia, acute lymphoblastic, susceptibility to, 2		7p12.2	7						613067	
9606	Homo sapiens	100310755	0	live	ATOD7		Dermatitis, atopic, susceptibility to, 7		11q13.5	11						613064	
9606	Homo sapiens	100310754	0	live	DUPXP11.23P11.22	CXDUPp11.23p11.22	Chromosome Xp11.23-p11.22 duplication syndrome		Xp11.23-p11.22	X						300801	
9606	Homo sapiens	100307123	0	live	BCC6		Basal cell carcinoma, susceptibility to, 6		7q32	7						613063	
9606	Homo sapiens	100307122	0	live	BCC5		Basal cell carcinoma, susceptibility to, 5		9p21	9						613062	
9606	Homo sapiens	100307121	0	live	BCC4		Basal cell carcinoma, susceptibility to, 4		12q13	12						613061	
9606	Homo sapiens	100307120	0	live	BCC3		Basal cell carcinoma, susceptibility to, 3		5p15.33	5						613059	
9606	Homo sapiens	100307119	0	live	BCC2		Basal cell carcinoma, susceptibility to, 2		1q42	1						613058	
9606	Homo sapiens	100307118	0	live	BCC1		Basal cell carcinoma, susceptibility to, 1		1p36	1						605462	
9606	Homo sapiens	100306978	0	live	DEL19Q13.11	C19DELq13.11, C19DELq13.11d	Chromosome 19q13.11 deletion syndrome		19q13.11	19						613026	
9606	Homo sapiens	100306939	0	live	NBLST6		Neuroblastoma, susceptibility to, 6		1q21.1	1						613017	
9606	Homo sapiens	100306938	0	live	NBLST5		Neuroblastoma, susceptibility to, 5		2q35	2						613016	
9606	Homo sapiens	100306937	0	live	NBLST4		Neuroblastoma, susceptibility to, 4		6p22	6						613015	
9606	Homo sapiens	100303717	0	live	PBC3		Biliary cirrhosis, primary, 3		1p31.2	1						613008	
9606	Homo sapiens	100303716	0	live	PBC2		Biliary cirrhosis, primary, 2		6p21.3	6						613007	
9606	Homo sapiens	100303715	0	live	IDDM24		Diabetes mellitus, insulin-dependent, 24		10q23.31	10						613006	
9606	Homo sapiens	100302721	0	live	ARHI2		Age-related hearing impairment 2		3p26.1-p25.1	3						612976	
9606	Homo sapiens	100302719	0	live	BMIQ15		Body mass index QTL 15		17q23.2-q25.1	17						612967	
9606	Homo sapiens	100302718	0	live	B6QTL1		Vitamin B6 plasma level QTL 1		1p36.12	1						612957	
9606	Homo sapiens	100302686	0	live	MTBS3		Mycobacterium tuberculosis, susceptibility to, 3		20q13.31-q13.33	20						612929	
9606	Homo sapiens	100302685	0	live	STQTL20		Stature QTL 20		13q14.3	13						612894	
9606	Homo sapiens	100302684	0	live	STQTL19		Stature QTL 19		6p21.31	6						612893	
9606	Homo sapiens	100302683	0	live	STQTL18		Stature QTL 18		6p22.1	6						612892	
9606	Homo sapiens	100302682	0	live	PVNH5		Periventricular nodular heterotopia 5		5q14.3-q15	5						612881	
9606	Homo sapiens	100302681	0	live	PVNH3		Periventricular nodular heterotopia 3		5p15.1	5						608098	
9606	Homo sapiens	100302562	0	live	MENAQ2		Menarche, age at, QTL2		6q21	6						612882	
9606	Homo sapiens	100302561	0	live	RLS7		Restless legs syndrome 7		2p14-p13	2						612853	
9606	Homo sapiens	100302559	0	live	PURAQTL1		Polyunsaturated fatty acids plasma level QTL1		11q12-q13.1	11						612795	
9606	Homo sapiens	100302519	0	live	MENOQ4		Menopause, natural, age at, QTL4		5q35.2	5						612886	
9606	Homo sapiens	100302517	0	live	MENOQ2		Menopause, natural, age at, QTL2		19q13.4	19						612884	
9606	Homo sapiens	100302516	0	live	CTEPH1		Pulmonary hypertension, chronic thromboembolic, without deep vein thrombosis, susceptibility to		6p21.3	6						612862	
9606	Homo sapiens	100302514	0	live	NRCLP5		Narcolepsy 5		14q11.2	14						612851	
9606	Homo sapiens	100302512	0	live	RLS6		Restless legs syndrome, susceptibility to, 6		6p21	6						611185	
9606	Homo sapiens	100302511	0	live	EOE1	EE	Esophagitis, eosinophilic		7q11.2	7						610247	
9606	Homo sapiens	100302510	0	live	XECD		Corneal dystrophy, endothelial, X-linked		Xq25	X						300779	
9606	Homo sapiens	100302059	0	live	IBD27		Inflammatory bowel disease-27		13q13.3	13						612796	
9606	Homo sapiens	100301572	0	live	PRBNS		Pierre Robin syndrome		17q24.3-q25.1	17						261800	
9606	Homo sapiens	100301527	0	live	SYNSTH		Synesthesia		2q24.1	2						612759	
9606	Homo sapiens	100301526	0	live	STQTL17		Stature QTL 17		7p15	7						612737	
9606	Homo sapiens	100301525	0	live	DUH2		Dyschromatosis universalis hereditaria 2		12q21-q23	12						612715	
9606	Homo sapiens	100301523	0	live	STQTL12		Stature QTL 12		4q31	4						612224	
9606	Homo sapiens	100301522	0	live	CELIAC7		Celiac disease, susceptibility to, 7		1q31	1						612005	
9606	Homo sapiens	100294719	0	live	LBMQTL1		Lean body mass QTL 1		8q23	8						612729	
9606	Homo sapiens	100294718	0	live	BMND14		Bone mineral density QTL 14		1p33-p32	1						612728	
9606	Homo sapiens	100294717	0	live	BMND13		Bone mineral density QTL 13		16q23	16						612727	
9606	Homo sapiens	100286836	0	live	OS6		Osteoarthritis susceptibility 6		3p24.3	3						612401	
9606	Homo sapiens	100271923	0	live	FEB10		Febrile convulsions, familial, 10		3q26.2-q26.33	3						612637	
9606	Homo sapiens	100271922	0	live	BFIS4	BFIC4	Convulsions, benign familial infantile, 4		1p36.12-p35.1	1						612627	
9606	Homo sapiens	100271921	0	live	DEL15Q26QTER	C15DELq26qter	Chromosome 15q26-qter deletion syndrome		15q26-qter	15						612626	
9606	Homo sapiens	100271869	0	live	MPVQTL3		Mean platelet volume QTL3		17q11.2	17						612575	
9606	Homo sapiens	100271868	0	live	MPVQTL2		Mean platelet volume QTL2		3p21-p13	3						612574	
9606	Homo sapiens	100271867	0	live	MPVQTL1		Mean platelet volume QTL1		12q24.31	12						612573	
9606	Homo sapiens	100271838	0	live	IBD26		Inflammatory bowel disease-26		12q15	12						612639	
9606	Homo sapiens	100271719	0	live	PSORS11		Psoriasis susceptibility 11		5q31.1-q33.1	5						612599	
9606	Homo sapiens	100271718	0	live	AD16		Alzheimer disease 16		Xq21.3	X						300756	
9606	Homo sapiens	100271697	0	live	IDDM23		Diabetes mellitus, insulin-dependent, 23		4q27	4						612622	
9606	Homo sapiens	100271696	0	live	MS4		Multiple sclerosis, susceptiblity to, 4		1p36	1						612596	
9606	Homo sapiens	100271695	0	live	MS3		Multiple sclerosis, susceptibility to, 3		5p13.2	5						612595	
9606	Homo sapiens	100271694	0	live	MS2		Multiple sclerosis, susceptibility to, 2		10p15.1	10						612594	
9606	Homo sapiens	100271693	0	live	LNCR4		Lung cancer susceptibility 4		6p21.33	6						612593	
9606	Homo sapiens	100271690	0	live	CRCS8		Colorectal cancer, susceptibility to, 8		14q22.2	14						612589	
9606	Homo sapiens	100271689	0	live	ANIB10		Aneurysm, intracranial berry, 10		8q12.1	8						612587	
9606	Homo sapiens	100271688	0	live	ANIB9		Aneurysm, intracranial berry, 9		2q33.1	2						612586	
9606	Homo sapiens	100271687	0	live	LNCR3		Lung cancer susceptibility 3		5p15.33	5						612571	
9606	Homo sapiens	100271686	0	live	DELXP11.3	CXDELp11.3	Chromosome Xp11.3 deletion syndrome		Xp11.3	X						300578	
9606	Homo sapiens	100270803	0	live	DEL6PTER	C6DELpter	Chromosome 6pter deletion syndrome		6pter-p24	6						612582	
9606	Homo sapiens	100270802	0	live	STQTL16		Stature QTL 16		15q22.32	15						612579	
9606	Homo sapiens	100270801	0	live	STQTL15		Stature QTL 15		8q21.13	8						612578	
9606	Homo sapiens	100270800	0	live	SHFLD3	C17DUPp13.3, DUP17p13.3	Split-hand/foot malformation with long bone deficiency 3		17p13.3-p13.1	17						612576	
9606	Homo sapiens	100270798	0	live	IBD24		Inflammatory bowel disease-24		20q13	20						612566	
9606	Homo sapiens	100270797	0	live	STQTL14		Stature QTL 14		20q11.22	20						612228	
9606	Homo sapiens	100270796	0	live	STQTL13		Stature QTL 13		4p15.3	4						612226	
9606	Homo sapiens	100270795	0	live	STQTL11		Stature QTL 11		7q21	7						612223	
9606	Homo sapiens	100270794	0	live	STQTL10		Stature QTL 10		3q23	3						612221	
9606	Homo sapiens	100270644	0	live	CLLS5		Leukemia, chronic lymphocytic susceptiblity to, 5		11q24.1	11						612559	
9606	Homo sapiens	100270643	0	live	CLLS4		Leukemia, chronic lymphocytic susceptibility to, 4		6p25	6						612558	
9606	Homo sapiens	100270642	0	live	CLLS3		Leukemia, chronic lymphocytic, susceptibility to, 3		9q34.1	9						612557	
9606	Homo sapiens	100270639	0	live	IHPS5		Pyloric stenosis, infantile hypertrophic, 5		16q24.3	16						612525	
9606	Homo sapiens	100240747	0	live	DEL18P	C18DELp	Chromosome 18p deletion syndrome		18p	18						146390	
9606	Homo sapiens	100240740	0	live	DEL2P16.1-P15	C2DELp161-p15	Chromosome 2p16.1-p15 deletion syndrome		2p16.1-p15	2						612513	
9606	Homo sapiens	100240739	0	live	DUP18PDEL18Q	DUP18qDEL18p, DUP81qDEL18p	Chromosome 18 pericentric inversion		18q22	18						609334	
9606	Homo sapiens	100240736	0	live	DEL11P15P14	C11DELp15p14	Chromosome 11p15-p14 deletion syndrome		11p15-p14	11						606528	
9606	Homo sapiens	100240733	0	live	IBD23		Inflammatory bowel disease-23		1q32.1	1						612381	
9606	Homo sapiens	100240732	0	live	IBD22		Inflammatory bowel disease-22		17q21.2	17						612380	
9606	Homo sapiens	100240731	0	live	DEL15Q15.3	C15DELq15.3	Deafness and male infertility		15q15.3	15						611102	
9606	Homo sapiens	100240730	0	live	DUP7Q11.23	C7DUPq11.23	Chromosome 7q11.23 duplication syndrome		7q11.23	7						609757	
9606	Homo sapiens	100240702	0	live	PLSA1	PLSA	Primary lateral sclerosis, adult, 1		4p16	4						611637	
9606	Homo sapiens	100233227	0	live	SLI4		Specific language impairment 4		7q35-q36	7						612514	
9606	Homo sapiens	100233226	0	live	MCI2		Myocardial infarction, susceptiblity to, 2		13q12	13						608557	
9606	Homo sapiens	100233159	0	live	WAGRO	DEL11p14p12	WAGRO syndrome		11p13-p12	11						612469	
9606	Homo sapiens	100233157	0	live	BMIQ13		Body mass index QTL13		2q14.1	2						612459	
9606	Homo sapiens	100217387	0	live	AGA3		Alopecia, androgenetic, 3		20p11.22	20						612421	
9606	Homo sapiens	100217371	0	live	DUP1Q21	C1DUPq21	Chromosome 1q21.1 duplication syndrome		1q21.1	1						612475	
9606	Homo sapiens	100217370	0	live	DEL1Q21	C1DELq21	Chromosome 1q21.1 deletion syndrome		1q21.1	1						612474	
9606	Homo sapiens	100216484	0	live	NRCLP4		Narcolepsy 4		22q13	22						612417	
9606	Homo sapiens	100216483	0	live	DEL18Q		Chromosome 18q deletion syndrome		18q	18						601808	
9606	Homo sapiens	100196919	0	live	SS3		Sarcoidosis, susceptibility to, 3		10q22.3	10						612388	
9606	Homo sapiens	100196918	0	live	SLEB13		Systemic lupus erythematosus, susceptibility to, 13		6q23	6						612378	
9606	Homo sapiens	100196917	0	live	MAFD9		Major affective disorder-9, susceptibility to		12p13.3	12						612372	
9606	Homo sapiens	100196915	0	live	ALPQTL3		Alkaline phosphatase, plasma level of, QTL3		6p22	6						612368	
9606	Homo sapiens	100196914	0	live	ALPQTL2		Alkaline phosphatase, plasma level of, QTL 2		1p36	1						612367	
9606	Homo sapiens	100196913	0	live	SCZD14		schizophrenia, susceptibility to, 14		2q32.1	2						612361	
9606	Homo sapiens	100196912	0	live	MAFD8		Major affective disorder-8, susceptibility to		10q21	10						612357	
9606	Homo sapiens	100196911	0	live	POROK6	DSAP4	Porokeratosis, disseminated superficial actinic, 4		18p11.3	18						612353	
9606	Homo sapiens	100196910	0	live	POROK2	PPPD1	Porokeratosis, palmar, plantar, and disseminated 1		12q24.1-q24.2	12						175850	
9606	Homo sapiens	100196909	0	live	ALPQTL1		Alkaline phosphatase, plasma level of, QTL1		9q34.13	9						171720	
9606	Homo sapiens	100192312	0	live	IBD21		Inflammatory bowel disease-21		18p11	18						612354	
9606	Homo sapiens	100192311	0	live	MUSTQTL1		Muscle strength quantitative trait locus 1		14q24.3	14						612083	
9606	Homo sapiens	100192308	0	live	DEL2Q31		Chromosome 2q31.2 deletion syndrome		2q31.2	2						612345	
9606	Homo sapiens	100192307	0	live	MUSQTL1		Musical aptitude QTL 1		4q22	4						612343	
9606	Homo sapiens	100190985	0	live	IS5		scoliosis, idiopathic, susceptibility to, 5		17q25.3	17						612239	
9606	Homo sapiens	100190982	0	live	POROK5	DSAP3	Porokeratosis, disseminated superficial actinic, 3		1p31.3-p31.1	1						612293	
9606	Homo sapiens	100190932	0	live	CMM7		Melanoma, cutaneous malignant, susceptibility to, 7		20q11.2	20						612263	
9606	Homo sapiens	100190930	0	live	IBD16		Inflammatory bowel disease-16		9q32	9						612259	
9606	Homo sapiens	100190928	0	live	SLEB12		Systemic lupus erythematosus, susceptibility to, 12		8p23.1	8						612254	
9606	Homo sapiens	100190791	0	live	ADHD6		Attention deficit-hyperactivity disorder, susceptibility to, 6		13q12.11	13						612312	
9606	Homo sapiens	100190790	0	live	ADHD5		Attention deficit-hyperactivity disorder, susceptibility to, 5		2q21.1	2						612311	
9606	Homo sapiens	100190789	0	live	TSHQTL1		Thyroid-stimulating hormone level QTL 1		5q13	5						612306	
9606	Homo sapiens	100190788	0	live	IBD20		Inflammatory bowel disease-20		10q23-q24	10						612288	
9606	Homo sapiens	100190787	0	live	GEFSP6		Generalized epilepsy with febrile seizures plus, type 6		8p23-p21	8						612279	
9606	Homo sapiens	100190786	0	live	CILD8		Ciliary dyskinesia, primary, 8		15q24-q25	15						612274	
9606	Homo sapiens	100190785	0	live	IS4		Scoliosis, idiopathic, susceptibility to, 4		9q31.2-q34.2	9						612238	
9606	Homo sapiens	100188952	0	live	IBD12		Inflammatory bowel disease 12		3p21.3	3						612241	
9606	Homo sapiens	100188886	0	live	ANIB8		Aneurysm, intracranial berry, 8		14q23	14						612162	
9606	Homo sapiens	100188885	0	live	ANIB7		Aneurysm, intracranial berry, 7		11q24-q25	11						612161	
9606	Homo sapiens	100188884	0	live	BMND11		Bone mineral density QTL 11		6q25	6						612114	
9606	Homo sapiens	100188883	0	live	BMND10		Bone mineral density QTL 10		8q24	8						612113	
9606	Homo sapiens	100188882	0	live	BMND9		Bone mineral density QTL 9		13q14	13						612110	
9606	Homo sapiens	100188881	0	live	MFT2	TEM	Trichoepithelioma, multiple familial, 2		9p21	9						612099	
