Conversion table of Accession No/ FLJ ID/ Clone ID/ Sequence ID/ Another Sequence ID
(Data by Extracting System of Accurate ORFs)

Accesion No	FLJ ID	Clone ID	Sequence ID	Another Sequence ID
AK124011	FLJ42017	SPLEN2033153	C-SPLEN2033153	
AK131319	FLJ16316	SPLEN2033490	C-SPLEN2033490	
AK124012	FLJ42018	SPLEN2033539	C-SPLEN2033539	
AK122774	FLJ16317	SPLEN2034021	C-SPLEN2034021	
AK124013	FLJ42019	SPLEN2034081	C-SPLEN2034081	
AK124014	FLJ42020	SPLEN2034252	C-SPLEN2034252	
AK124015	FLJ42021	SPLEN2034448	C-SPLEN2034448	
AK124016	FLJ42022	SPLEN2034678	C-SPLEN2034678	
AK122775	FLJ16318	SPLEN2034781	C-SPLEN2034781	
AK124017	FLJ42023	SPLEN2035318	C-SPLEN2035318	
AK122776	FLJ16319	SPLEN2036076	C-SPLEN2036076	
AK124018	FLJ42024	SPLEN2036103	C-SPLEN2036103	
AK124019	FLJ42025	SPLEN2036326	C-SPLEN2036326	
AK124020	FLJ42026	SPLEN2036501	C-SPLEN2036501	
AK124021	FLJ42027	SPLEN2036579	C-SPLEN2036579	
AK131320	FLJ16320	SPLEN2036702	C-SPLEN2036702	
AK124022	FLJ42028	SPLEN2036821	C-SPLEN2036821	
AK124023	FLJ42029	SPLEN2036932	C-SPLEN2036932	
AK124024	FLJ42030	SPLEN2036953	C-SPLEN2036953	
AK124025	FLJ42031	SPLEN2037194	C-SPLEN2037194	
AK131321	FLJ16321	SPLEN2037319	C-SPLEN2037319	
AK124026	FLJ42032	SPLEN2037444	C-SPLEN2037444	
AK124027	FLJ42033	SPLEN2037630	C-SPLEN2037630	
AK122777	FLJ16322	SPLEN2037678	C-SPLEN2037678	
AK124028	FLJ42034	SPLEN2038055	C-SPLEN2038055	
AK124029	FLJ42035	SPLEN2038180	C-SPLEN2038180	
AK124030	FLJ42036	SPLEN2038345	C-SPLEN2038345	
AK124031	FLJ42037	SPLEN2038407	C-SPLEN2038407	
AK124032	FLJ42038	SPLEN2038473	C-SPLEN2038473	
AK131322	FLJ16323	SPLEN2039311	C-SPLEN2039311	
AK124033	FLJ42039	SPLEN2039697	C-SPLEN2039697	
AK124034	FLJ42040	SPLEN2039936	C-SPLEN2039936	
AK124035	FLJ42041	SPLEN2040222	C-SPLEN2040222	
AK124036	FLJ42042	SPLEN2040237	C-SPLEN2040237	
AK124037	FLJ42043	SPLEN2040824	C-SPLEN2040824	
AK124038	FLJ42044	SPLEN2041304	C-SPLEN2041304	
AK124039	FLJ42045	SPLEN2041306	C-SPLEN2041306	
AK124040	FLJ42046	SPLEN2041310	C-SPLEN2041310	
AK124041	FLJ42047	SPLEN2041645	C-SPLEN2041645	
AK124042	FLJ42048	SPLEN2041700	C-SPLEN2041700	
AK124043	FLJ42049	SPLEN2041720	C-SPLEN2041720	
AK124044	FLJ42050	SPLEN2041977	C-SPLEN2041977	
AK124045	FLJ42051	SPLEN2042303	C-SPLEN2042303	
AK124046	FLJ42052	SPLEN2042521	C-SPLEN2042521	
AK124047	FLJ42053	SPLEN2042535	C-SPLEN2042535	
AK124048	FLJ42054	SPLEN2042598	C-SPLEN2042598	
AK124049	FLJ42055	SPLEN2042714	C-SPLEN2042714	
AK122778	FLJ16324	SPLEN2042920	C-SPLEN2042920	
AK131323	FLJ16325	STOMA2003158	C-STOMA2003158	
AK124050	FLJ42056	STOMA2003444	C-STOMA2003444	
AK124051	FLJ42057	STOMA2003781	C-STOMA2003781	
AK131324	FLJ16326	STOMA2004893	C-STOMA2004893	
AK131325	FLJ16327	SYNOV1000256	C-SYNOV1000256	
AK124052	FLJ42058	SYNOV1000374	C-SYNOV1000374	
AK124053	FLJ42059	SYNOV2005216	C-SYNOV2005216	
AK124054	FLJ42060	SYNOV2005448	C-SYNOV2005448	
AK124055	FLJ42061	SYNOV2005541	C-SYNOV2005541	
AK124056	FLJ42062	SYNOV2005673	C-SYNOV2005673	
AK124057	FLJ42063	SYNOV2005817	C-SYNOV2005817	
AK124058	FLJ42064	SYNOV2005962	C-SYNOV2005962	
AK124059	FLJ42065	SYNOV2006430	C-SYNOV2006430	
AK131326	FLJ16328	SYNOV2006620	C-SYNOV2006620	
AK124060	FLJ42066	SYNOV2007758	C-SYNOV2007758	
AK124061	FLJ42067	SYNOV2007965	C-SYNOV2007965	
AK124062	FLJ42068	SYNOV2008765	C-SYNOV2008765	
AK122779	FLJ16329	SYNOV2009172	C-SYNOV2009172	
AK124063	FLJ42069	SYNOV2011233	C-SYNOV2011233	
AK124064	FLJ42070	SYNOV2012326	C-SYNOV2012326	
AK122780	FLJ16330	SYNOV2013365	C-SYNOV2013365	
AK131327	FLJ16331	SYNOV2013637	C-SYNOV2013637	
AK124065	FLJ42071	SYNOV2014157	C-SYNOV2014157	
AK124066	FLJ42072	SYNOV2014364	C-SYNOV2014364	
AK124067	FLJ42073	SYNOV2014400	C-SYNOV2014400	
AK124068	FLJ42074	SYNOV2016124	C-SYNOV2016124	
AK122781	FLJ16332	SYNOV2016837	C-SYNOV2016837	
AK124069	FLJ42075	SYNOV2017055	C-SYNOV2017055	
AK124070	FLJ42076	SYNOV2018921	C-SYNOV2018921	
AK124071	FLJ42077	SYNOV2019280	C-SYNOV2019280	
AK124072	FLJ42078	SYNOV2020085	C-SYNOV2020085	
AK124073	FLJ42079	SYNOV2021320	C-SYNOV2021320	
AK124074	FLJ42080	SYNOV4000249	C-SYNOV4000249	
AK124075	FLJ42081	TBAES2000004	C-TBAES2000004	
AK124076	FLJ42082	TCERX2000171	C-TCERX2000171	
AK124077	FLJ42083	TCERX2000613	C-TCERX2000613	
AK124078	FLJ42084	TCOLN2001268	C-TCOLN2001268	
AK124079	FLJ42085	TCOLN2002278	C-TCOLN2002278	
AK124080	FLJ42086	TESOP1000127	C-TESOP1000127	
AK124081	FLJ42087	TESOP2000739	C-TESOP2000739	
AK124082	FLJ42088	TESOP2000801	C-TESOP2000801	
AK124083	FLJ42089	TESOP2001166	C-TESOP2001166	
AK124084	FLJ42090	TESOP2001605	C-TESOP2001605	
AK124085	FLJ42091	TESOP2001901	C-TESOP2001901	
AK122782	FLJ16333	TESOP2002150	C-TESOP2002150	
AK124086	FLJ42092	TESOP2002273	C-TESOP2002273	
AK124087	FLJ42093	TESOP2002451	C-TESOP2002451	
AK124088	FLJ42094	TESOP2002489	C-TESOP2002489	
AK124089	FLJ42095	TESOP2003553	C-TESOP2003553	
AK124090	FLJ42096	TESOP2003753	C-TESOP2003753	
AK124091	FLJ42097	TESOP2005285	C-TESOP2005285	
AK124092	FLJ42098	TESOP2006041	C-TESOP2006041	
AK124093	FLJ42099	TESOP2006110	C-TESOP2006110	
AK124094	FLJ42100	TESOP2006670	C-TESOP2006670	
AK124095	FLJ42101	TESOP2006704	C-TESOP2006704	
AK124096	FLJ42102	TESOP2006746	C-TESOP2006746	
AK131328	FLJ16334	TESOP2006865	C-TESOP2006865	
AK124097	FLJ42103	TESOP2007041	C-TESOP2007041	
AK124098	FLJ42104	TESOP2007052	C-TESOP2007052	
AK131329	FLJ16335	TESOP2007384	C-TESOP2007384	
AK124099	FLJ42105	TESOP2007674	C-TESOP2007674	
AK124100	FLJ42106	TESOP2007725	C-TESOP2007725	
AK124101	FLJ42107	TESOP2007912	C-TESOP2007912	
AK124102	FLJ42108	TESOP2008127	C-TESOP2008127	
AK124103	FLJ42109	TESOP2008563	C-TESOP2008563	
AK124104	FLJ42110	TESOP2009201	C-TESOP2009201	
AK122783	FLJ16336	TESTI1000257	C-TESTI1000257	
AK131330	FLJ16337	TESTI1000266	C-TESTI1000266	
AK124105	FLJ42111	TESTI1000330	C-TESTI1000330	
AK124106	FLJ42112	TESTI1000348	C-TESTI1000348	
AK124107	FLJ42113	TESTI2000443	C-TESTI2000443	
AK124108	FLJ42114	TESTI2002928	C-TESTI2002928	
AK124109	FLJ42115	TESTI2003573	C-TESTI2003573	
AK124110	FLJ42116	TESTI2004215	C-TESTI2004215	
AK122784	FLJ16338	TESTI2004920	C-TESTI2004920	
AK124111	FLJ42117	TESTI2005376	C-TESTI2005376	
AK124112	FLJ42118	TESTI2005610	C-TESTI2005610	
AK124113	FLJ42119	TESTI2005739	C-TESTI2005739	
AK124114	FLJ42120	TESTI2005986	C-TESTI2005986	
AK124115	FLJ42121	TESTI2006041	C-TESTI2006041	
AK124116	FLJ42122	TESTI2006643	C-TESTI2006643	
AK131331	FLJ16339	TESTI2008901	C-TESTI2008901	
AK124117	FLJ42123	TESTI2009474	C-TESTI2009474	
AK124118	FLJ42124	TESTI2009477	C-TESTI2009477	
AK124119	FLJ42125	TESTI2009511	C-TESTI2009511	
AK124120	FLJ42126	TESTI2010400	C-TESTI2010400	
AK122785	FLJ16340	TESTI2011575	C-TESTI2011575	
AK124121	FLJ42127	TESTI2011840	C-TESTI2011840	
AK122786	FLJ16341	TESTI2013381	C-TESTI2013381	
AK124122	FLJ42128	TESTI2013382	C-TESTI2013382	
AK124123	FLJ42129	TESTI2013889	C-TESTI2013889	
AK124124	FLJ42130	TESTI2014716	C-TESTI2014716	
AK131332	FLJ16342	TESTI2015626	C-TESTI2015626	
AK124125	FLJ42131	TESTI2016046	C-TESTI2016046	
AK122787	FLJ16343	TESTI2031529	C-TESTI2031529	
AK131333	FLJ16344	TESTI2032643	C-TESTI2032643	
AK131334	FLJ16345	TESTI2034251	C-TESTI2034251	
AK124126	FLJ42132	TESTI2034997	C-TESTI2034997	
AK124127	FLJ42133	TESTI2035107	C-TESTI2035107	
AK124128	FLJ42134	TESTI2035124	C-TESTI2035124	
AK124129	FLJ42135	TESTI2035309	C-TESTI2035309	
AK122788	FLJ16346	TESTI2035437	C-TESTI2035437	
AK124130	FLJ42136	TESTI2035997	C-TESTI2035997	
AK131335	FLJ16347	TESTI2036288	C-TESTI2036288	
AK124131	FLJ42137	TESTI2036513	C-TESTI2036513	
AK122789	FLJ16348	TESTI2036650	C-TESTI2036650	
AK124132	FLJ42138	TESTI2036684	C-TESTI2036684	
AK122790	FLJ16349	TESTI2037359	C-TESTI2037359	
AK131336	FLJ16350	TESTI2037830	C-TESTI2037830	
AK124133	FLJ42139	TESTI2039025	C-TESTI2039025	
AK131337	FLJ16351	TESTI2039060	C-TESTI2039060	
AK124134	FLJ42140	TESTI2041734	C-TESTI2041734	
AK124135	FLJ42141	TESTI2042450	C-TESTI2042450	
AK124136	FLJ42142	TESTI2045155	C-TESTI2045155	
AK124137	FLJ42143	TESTI2046100	C-TESTI2046100	
AK131338	FLJ16352	TESTI4000155	C-TESTI4000155	
AK131339	FLJ16353	TESTI4000183	C-TESTI4000183	
AK124138	FLJ42144	TESTI4000209	C-TESTI4000209	
AK124139	FLJ42145	TESTI4000228	C-TESTI4000228	
AK131340	FLJ16354	TESTI4000319	C-TESTI4000319	
AK124140	FLJ42146	TESTI4000434	C-TESTI4000434	
AK124141	FLJ42147	TESTI4000530	C-TESTI4000530	
AK124142	FLJ42148	THYMU1000677	C-THYMU1000677	
AK124143	FLJ42149	THYMU1000692	C-THYMU1000692	
AK122791	FLJ16355	THYMU2000660	C-THYMU2000660	
AK124144	FLJ42150	THYMU2001090	C-THYMU2001090	
AK124145	FLJ42151	THYMU2001556	C-THYMU2001556	
AK124146	FLJ42152	THYMU2002229	C-THYMU2002229	
AK124147	FLJ42153	THYMU2003397	C-THYMU2003397	
AK124148	FLJ42154	THYMU2003542	C-THYMU2003542	
AK124149	FLJ42155	THYMU2003632	C-THYMU2003632	
AK122792	FLJ16356	THYMU2003891	C-THYMU2003891	
AK124150	FLJ42156	THYMU2003907	C-THYMU2003907	
AK124151	FLJ42157	THYMU2004008	C-THYMU2004008	
AK124152	FLJ42158	THYMU2004108	C-THYMU2004108	
AK131341	FLJ16357	THYMU2004284	C-THYMU2004284	
AK124153	FLJ42159	THYMU2004693	C-THYMU2004693	
AK124154	FLJ42160	THYMU2005003	C-THYMU2005003	
AK124155	FLJ42161	THYMU2005190	C-THYMU2005190	
AK124156	FLJ42162	THYMU2005303	C-THYMU2005303	
AK124157	FLJ42163	THYMU2005369	C-THYMU2005369	
AK124158	FLJ42164	THYMU2007065	C-THYMU2007065	
AK124159	FLJ42165	THYMU2009516	C-THYMU2009516	
AK124160	FLJ42166	THYMU2019210	C-THYMU2019210	
AK124161	FLJ42167	THYMU2023967	C-THYMU2023967	
AK124162	FLJ42168	THYMU2025707	C-THYMU2025707	
AK122793	FLJ16358	THYMU2026182	C-THYMU2026182	
AK131342	FLJ16359	THYMU2028739	C-THYMU2028739	
AK122794	FLJ16360	THYMU2028942	C-THYMU2028942	
AK124163	FLJ42169	THYMU2028978	C-THYMU2028978	
AK124164	FLJ42170	THYMU2029134	C-THYMU2029134	
AK124165	FLJ42171	THYMU2029578	C-THYMU2029578	
AK124166	FLJ42172	THYMU2029676	C-THYMU2029676	
AK124167	FLJ42173	THYMU2029688	C-THYMU2029688	
AK124168	FLJ42174	THYMU2029788	C-THYMU2029788	
AK124169	FLJ42175	THYMU2030068	C-THYMU2030068	
AK124170	FLJ42176	THYMU2030226	C-THYMU2030226	
AK124171	FLJ42177	THYMU2030264	C-THYMU2030264	
AK131343	FLJ16361	THYMU2030462	C-THYMU2030462	
AK124172	FLJ42178	THYMU2030543	C-THYMU2030543	
AK124173	FLJ42179	THYMU2030796	C-THYMU2030796	
AK122795	FLJ16362	THYMU2030912	C-THYMU2030912	
AK131344	FLJ16363	THYMU2031139	C-THYMU2031139	
AK124174	FLJ42180	THYMU2031258	C-THYMU2031258	
AK124175	FLJ42181	THYMU2031368	C-THYMU2031368	
AK124176	FLJ42182	THYMU2031847	C-THYMU2031847	
AK124177	FLJ42183	THYMU2031890	C-THYMU2031890	
AK124178	FLJ42184	THYMU2031994	C-THYMU2031994	
AK124179	FLJ42185	THYMU2032080	C-THYMU2032080	
AK124180	FLJ42186	THYMU2032155	C-THYMU2032155	
AK124181	FLJ42187	THYMU2032358	C-THYMU2032358	
AK124182	FLJ42188	THYMU2032437	C-THYMU2032437	
AK124183	FLJ42189	THYMU2032601	C-THYMU2032601	
AK124184	FLJ42190	THYMU2032825	C-THYMU2032825	
AK131345	FLJ16364	THYMU2032976	C-THYMU2032976	
AK124185	FLJ42191	THYMU2033053	C-THYMU2033053	
AK124186	FLJ42192	THYMU2033085	C-THYMU2033085	
AK124187	FLJ42193	THYMU2033263	C-THYMU2033263	
AK131346	FLJ16365	THYMU2033401	C-THYMU2033401	
AK124188	FLJ42194	THYMU2033755	C-THYMU2033755	
AK124189	FLJ42195	THYMU2033787	C-THYMU2033787	
AK124190	FLJ42196	THYMU2033816	C-THYMU2033816	
AK122796	FLJ16366	THYMU2034182	C-THYMU2034182	
AK131347	FLJ16367	THYMU2034279	C-THYMU2034279	
AK124191	FLJ42197	THYMU2034314	C-THYMU2034314	
AK124192	FLJ42198	THYMU2034338	C-THYMU2034338	
AK124193	FLJ42199	THYMU2034374	C-THYMU2034374	
AK124194	FLJ42200	THYMU2034647	C-THYMU2034647	
AK124195	FLJ42201	THYMU2034781	C-THYMU2034781	
AK131348	FLJ16368	THYMU2035078	C-THYMU2035078	
AK124196	FLJ42202	THYMU2035321	C-THYMU2035321	
AK124197	FLJ42203	THYMU2035388	C-THYMU2035388	
AK124198	FLJ42204	THYMU2035400	C-THYMU2035400	
AK124199	FLJ42205	THYMU2035554	C-THYMU2035554	
AK124200	FLJ42206	THYMU2035735	C-THYMU2035735	
AK124201	FLJ42207	THYMU2036207	C-THYMU2036207	
AK124202	FLJ42208	THYMU2036215	C-THYMU2036215	
AK124203	FLJ42209	THYMU2036252	C-THYMU2036252	
AK124204	FLJ42210	THYMU2036366	C-THYMU2036366	
AK124205	FLJ42211	THYMU2036461	C-THYMU2036461	
AK124206	FLJ42212	THYMU2036653	C-THYMU2036653	
AK124207	FLJ42213	THYMU2037081	C-THYMU2037081	
AK124208	FLJ42214	THYMU2037208	C-THYMU2037208	
AK124209	FLJ42215	THYMU2037234	C-THYMU2037234	
AK124210	FLJ42216	THYMU2037348	C-THYMU2037348	
AK124211	FLJ42217	THYMU2037406	C-THYMU2037406	
AK124212	FLJ42218	THYMU2037965	C-THYMU2037965	
AK124213	FLJ42219	THYMU2038389	C-THYMU2038389	
AK124214	FLJ42220	THYMU2038615	C-THYMU2038615	
AK124215	FLJ42221	THYMU2039350	C-THYMU2039350	
AK124216	FLJ42222	THYMU2039411	C-THYMU2039411	
AK124217	FLJ42223	THYMU2039989	C-THYMU2039989	
AK122797	FLJ16369	THYMU2040029	C-THYMU2040029	
AK124218	FLJ42224	THYMU2040114	C-THYMU2040114	
AK122798	FLJ16370	THYMU2040412	C-THYMU2040412	
AK124219	FLJ42225	THYMU2040427	C-THYMU2040427	
AK124220	FLJ42226	THYMU2040824	C-THYMU2040824	
AK131349	FLJ16371	THYMU2040925	C-THYMU2040925	
AK124221	FLJ42227	THYMU2041007	C-THYMU2041007	
AK124222	FLJ42228	THYMU2041252	C-THYMU2041252	
AK124223	FLJ42229	THYMU3000028	C-THYMU3000028	
AK124224	FLJ42230	THYMU3000036	C-THYMU3000036	
AK124225	FLJ42231	THYMU3000037	C-THYMU3000037	
AK122799	FLJ16372	THYMU3000082	C-THYMU3000082	
AK124226	FLJ42232	THYMU3000224	C-THYMU3000224	
AK131350	FLJ16373	THYMU3000269	C-THYMU3000269	
AK131351	FLJ16374	THYMU3000360	C-THYMU3000360	
AK124227	FLJ42233	THYMU3000420	C-THYMU3000420	
AK124228	FLJ42234	THYMU3000490	C-THYMU3000490	
AK124229	FLJ42235	THYMU3000504	C-THYMU3000504	
AK124230	FLJ42236	TKIDN2000701	C-TKIDN2000701	
AK124231	FLJ42237	TKIDN2001529	C-TKIDN2001529	
AK124232	FLJ42238	TKIDN2001662	C-TKIDN2001662	
AK124233	FLJ42239	TKIDN2002329	C-TKIDN2002329	
AK124234	FLJ42240	TKIDN2003044	C-TKIDN2003044	
AK122800	FLJ16375	TKIDN2003078	C-TKIDN2003078	
AK124235	FLJ42241	TKIDN2003413	C-TKIDN2003413	
AK124236	FLJ42242	TKIDN2005487	C-TKIDN2005487	
AK124237	FLJ42243	TKIDN2005721	C-TKIDN2005721	
AK124238	FLJ42244	TKIDN2005934	C-TKIDN2005934	
AK124239	FLJ42245	TKIDN2006525	C-TKIDN2006525	
AK124240	FLJ42246	TKIDN2006761	C-TKIDN2006761	
AK124241	FLJ42247	TKIDN2006852	C-TKIDN2006852	
AK124242	FLJ42248	TKIDN2007605	C-TKIDN2007605	
AK124243	FLJ42249	TKIDN2007667	C-TKIDN2007667	
AK124244	FLJ42250	TKIDN2007828	C-TKIDN2007828	
AK124245	FLJ42251	TKIDN2008176	C-TKIDN2008176	
AK131352	FLJ16376	TKIDN2008778	C-TKIDN2008778	
AK124246	FLJ42252	TKIDN2009330	C-TKIDN2009330	
AK124247	FLJ42253	TKIDN2009481	C-TKIDN2009481	
AK124248	FLJ42254	TKIDN2009794	C-TKIDN2009794	
AK124249	FLJ42255	TKIDN2009889	C-TKIDN2009889	
AK124250	FLJ42256	TKIDN2010232	C-TKIDN2010232	
AK124251	FLJ42257	TKIDN2010812	C-TKIDN2010812	
AK124252	FLJ42258	TKIDN2010934	C-TKIDN2010934	
AK124253	FLJ42259	TKIDN2011289	C-TKIDN2011289	
AK124254	FLJ42260	TKIDN2011324	C-TKIDN2011324	
AK124255	FLJ42261	TKIDN2012034	C-TKIDN2012034	
AK131353	FLJ16377	TKIDN2012771	C-TKIDN2012771	
AK124256	FLJ42262	TKIDN2013134	C-TKIDN2013134	
AK124257	FLJ42263	TKIDN2014570	C-TKIDN2014570	
AK124258	FLJ42264	TKIDN2014757	C-TKIDN2014757	
AK124259	FLJ42265	TKIDN2014771	C-TKIDN2014771	
AK124260	FLJ42266	TKIDN2014964	C-TKIDN2014964	
AK124261	FLJ42267	TKIDN2015025	C-TKIDN2015025	
AK124262	FLJ42268	TKIDN2015161	C-TKIDN2015161	
AK124263	FLJ42269	TKIDN2015285	C-TKIDN2015285	
AK124264	FLJ42270	TKIDN2015423	C-TKIDN2015423	
AK124265	FLJ42271	TKIDN2015788	C-TKIDN2015788	
AK124266	FLJ42272	TKIDN2016309	C-TKIDN2016309	
AK122801	FLJ16378	TKIDN2016399	C-TKIDN2016399	
AK124267	FLJ42273	TKIDN2016846	C-TKIDN2016846	
AK131354	FLJ16379	TKIDN2018926	C-TKIDN2018926	
AK124268	FLJ42274	TLIVE2000762	C-TLIVE2000762	
AK124269	FLJ42275	TLIVE2001828	C-TLIVE2001828	
AK124270	FLJ42276	TLIVE2001927	C-TLIVE2001927	
AK124271	FLJ42277	TLIVE2002338	C-TLIVE2002338	
AK124272	FLJ42278	TLIVE2002562	C-TLIVE2002562	
AK124273	FLJ42279	TLIVE2002690	C-TLIVE2002690	
AK122802	FLJ16380	TLIVE2002882	C-TLIVE2002882	
AK124274	FLJ42280	TLIVE2003197	C-TLIVE2003197	
AK124275	FLJ42281	TLIVE2004110	C-TLIVE2004110	
AK124276	FLJ42282	TLIVE2004320	C-TLIVE2004320	
AK124277	FLJ42283	TLIVE2004331	C-TLIVE2004331	
AK124278	FLJ42284	TLIVE2005180	C-TLIVE2005180	
AK124279	FLJ42285	TLIVE2005516	C-TLIVE2005516	
AK124280	FLJ42286	TLIVE2005731	C-TLIVE2005731	
AK124281	FLJ42287	TLIVE2005866	C-TLIVE2005866	
AK124282	FLJ42288	TLIVE2006236	C-TLIVE2006236	
AK122803	FLJ16381	TLIVE2006359	C-TLIVE2006359	
AK124283	FLJ42289	TLIVE2006529	C-TLIVE2006529	
AK122804	FLJ16382	TLIVE2006621	C-TLIVE2006621	
AK122805	FLJ16383	TLIVE2007016	C-TLIVE2007016	
AK124284	FLJ42290	TLIVE2007132	C-TLIVE2007132	
AK124285	FLJ42291	TLIVE2007528	C-TLIVE2007528	
AK131355	FLJ16384	TLIVE2007607	C-TLIVE2007607	
AK124286	FLJ42292	TLIVE2007816	C-TLIVE2007816	
AK124287	FLJ42293	TLIVE2007919	C-TLIVE2007919	
AK124288	FLJ42294	TLIVE2008083	C-TLIVE2008083	
AK124289	FLJ42295	TLIVE2008213	C-TLIVE2008213	
AK124290	FLJ42296	TLIVE2008712	C-TLIVE2008712	
AK124291	FLJ42297	TLIVE2009087	C-TLIVE2009087	
AK124292	FLJ42298	TLIVE2009163	C-TLIVE2009163	
AK122806	FLJ16385	TLIVE2009489	C-TLIVE2009489	
AK124293	FLJ42299	TOVAR2001556	C-TOVAR2001556	
AK124294	FLJ42300	TOVAR2002247	C-TOVAR2002247	
AK124295	FLJ42301	TOVAR2002514	C-TOVAR2002514	
AK124296	FLJ42302	TOVAR2002549	C-TOVAR2002549	
AK131356	FLJ16386	TRACH2000862	C-TRACH2000862	
AK124297	FLJ42304	TRACH2001403	C-TRACH2001403	
AK124298	FLJ42305	TRACH2001443	C-TRACH2001443	
AK124299	FLJ42306	TRACH2001646	C-TRACH2001646	
AK124300	FLJ42307	TRACH2005066	C-TRACH2005066	
AK124301	FLJ42308	TRACH2005796	C-TRACH2005796	
AK124302	FLJ42309	TRACH2006049	C-TRACH2006049	
AK131357	FLJ16387	TRACH2007483	C-TRACH2007483	
AK124303	FLJ42310	TRACH2007733	C-TRACH2007733	
AK124304	FLJ42311	TRACH2008300	C-TRACH2008300	
AK124305	FLJ42312	TRACH2019248	C-TRACH2019248	
AK124306	FLJ42313	TRACH2019425	C-TRACH2019425	
AK124307	FLJ42315	TRACH2019661	C-TRACH2019661	
AK131358	FLJ16390	TRACH2019672	C-TRACH2019672	
AK124308	FLJ42316	TRACH2019673	C-TRACH2019673	
AK131359	FLJ16392	TRACH2020048	C-TRACH2020048	
AK124309	FLJ42317	TRACH2020525	C-TRACH2020525	
AK124310	FLJ42318	TRACH2021398	C-TRACH2021398	
AK124311	FLJ42319	TRACH2021635	C-TRACH2021635	
AK124312	FLJ42320	TRACH2021964	C-TRACH2021964	
AK122807	FLJ16395	TRACH2024139	C-TRACH2024139	
AK124313	FLJ42322	TRACH2024512	C-TRACH2024512	
AK124314	FLJ42323	TRACH2025344	C-TRACH2025344	
AK124315	FLJ42324	TRACH2025379	C-TRACH2025379	
AK122808	FLJ16397	TRACH3000043	C-TRACH3000043	
AK124316	FLJ42325	TRACH3000180	C-TRACH3000180	
AK124317	FLJ42326	TRACH3000342	C-TRACH3000342	
AK131360	FLJ16398	TRACH3000420	C-TRACH3000420	
AK124318	FLJ42327	TRACH3000515	C-TRACH3000515	
AK124319	FLJ42328	TRACH3000530	C-TRACH3000530	
AK124320	FLJ42329	TRACH3000558	C-TRACH3000558	
AK124321	FLJ42330	TSTOM1000135	C-TSTOM1000135	
AK124322	FLJ42331	TSTOM2000588	C-TSTOM2000588	
AK124323	FLJ42332	TSTOM2001996	C-TSTOM2001996	
AK124324	FLJ42333	TUTER1000122	C-TUTER1000122	
AK122809	FLJ16399	TUTER1000137	C-TUTER1000137	
AK131361	FLJ16400	TUTER2000057	C-TUTER2000057	
AK124325	FLJ42334	TUTER2000916	C-TUTER2000916	
AK124326	FLJ42335	TUTER2001286	C-TUTER2001286	
AK124327	FLJ42336	TUTER2001341	C-TUTER2001341	
AK124328	FLJ42337	TUTER2002028	C-TUTER2002028	
AK124329	FLJ42338	TUTER2002158	C-TUTER2002158	
AK124330	FLJ42339	UTERU1000008	C-UTERU1000008	
AK124331	FLJ42340	UTERU1000031	C-UTERU1000031	
AK124332	FLJ42341	UTERU1000148	C-UTERU1000148	
AK124333	FLJ42342	UTERU2000794	C-UTERU2000794	
AK124334	FLJ42343	UTERU2000830	C-UTERU2000830	
AK124335	FLJ42344	UTERU2002410	C-UTERU2002410	
AK124336	FLJ42345	UTERU2002473	C-UTERU2002473	
AK124337	FLJ42346	UTERU2002841	C-UTERU2002841	
AK124338	FLJ42347	UTERU2003399	C-UTERU2003399	
AK124339	FLJ42348	UTERU2003973	C-UTERU2003973	
AK131362	FLJ16401	UTERU2004299	C-UTERU2004299	
AK124340	FLJ42349	UTERU2004688	C-UTERU2004688	
AK124341	FLJ42350	UTERU2005004	C-UTERU2005004	
AK124342	FLJ42351	UTERU2005664	C-UTERU2005664	
AK124343	FLJ42352	UTERU2006115	C-UTERU2006115	
AK122810	FLJ16402	UTERU2006137	C-UTERU2006137	
AK122811	FLJ16403	UTERU2006568	C-UTERU2006568	
AK124344	FLJ42353	UTERU2007520	C-UTERU2007520	
AK131363	FLJ16404	UTERU2008019	C-UTERU2008019	
AK124345	FLJ42354	UTERU2008347	C-UTERU2008347	
AK131364	FLJ16405	UTERU2011220	C-UTERU2011220	
AK124346	FLJ42355	UTERU2014678	C-UTERU2014678	
AK124347	FLJ42356	UTERU2021163	C-UTERU2021163	
AK124348	FLJ42357	UTERU2022773	C-UTERU2022773	
AK124349	FLJ42358	UTERU2023262	C-UTERU2023262	
AK124350	FLJ42359	UTERU2023712	C-UTERU2023712	
AK124351	FLJ42360	UTERU2025041	C-UTERU2025041	
AK124352	FLJ42361	UTERU2025366	C-UTERU2025366	
AK124353	FLJ42362	UTERU2025579	C-UTERU2025579	
AK122812	FLJ16406	UTERU2026142	C-UTERU2026142	
AK124354	FLJ42363	UTERU2026775	C-UTERU2026775	
AK124355	FLJ42364	UTERU2027591	C-UTERU2027591	
AK124356	FLJ42365	UTERU2027616	C-UTERU2027616	
AK124357	FLJ42366	UTERU2027941	C-UTERU2027941	
AK131365	FLJ16407	UTERU2028734	C-UTERU2028734	
AK124358	FLJ42367	UTERU2029503	C-UTERU2029503	
AK124359	FLJ42368	UTERU2029953	C-UTERU2029953	
AK124360	FLJ42369	UTERU2030270	C-UTERU2030270	
AK124361	FLJ42370	UTERU2030280	C-UTERU2030280	
AK124362	FLJ42371	UTERU2031060	C-UTERU2031060	
