HGNC_ID,primary_gene_symbol,collision,NCBI_ID,ENSG_ID,source
HGNC:13433,ROBO3,HGPS,GENE ID:64221,ENSG00000154134,HGNC
HGNC:12877,ZMPSTE24,HGPS,GENE ID:10269,ENSG00000084073,HGNC
HGNC:19865,YTHDF2P1,HGRG8,GENE ID:400209,ENSG00000270503,HGNC
HGNC:31675,YTHDF2,HGRG8,GENE ID:51441,ENSG00000198492,HGNC
HGNC:9607,PTHLH,HHM,GENE ID:5744,ENSG00000087494,HGNC
HGNC:1587,CCNDBP1,HHM,GENE ID:23582,ENSG00000166946,HGNC
HGNC:59,ABCC8,HI,GENE ID:6833,ENSG00000006071,HGNC
HGNC:374,AKAP4,HI,GENE ID:8852,ENSG00000147081,HGNC
HGNC:14866,HHIP,HIP,GENE ID:64399,ENSG00000164161,HGNC
HGNC:11343,ST13,HIP,GENE ID:6767,ENSG00000100380,HGNC
HGNC:10331,RPL29,HIP,GENE ID:6159,ENSG00000162244,HGNC
HGNC:8601,REG3A,HIP,GENE ID:5068,ENSG00000172016,HGNC
HGNC:12696,VIS1,HIS1,GENE ID:7435,,HGNC
HGNC:24953,HEXIM1,HIS1,GENE ID:10614,ENSG00000186834,HGNC
HGNC:5283,HTN1,HIS1,GENE ID:3346,ENSG00000126550,HGNC
HGNC:6222,KCNA4,HK1,GENE ID:3739,ENSG00000182255,HGNC
HGNC:19884,HOOK1,HK1,GENE ID:51361,ENSG00000134709,HGNC
HGNC:6318,KIF2A,HK2,GENE ID:3796,ENSG00000068796,HGNC
HGNC:6224,KCNA5,HK2,GENE ID:3741,ENSG00000130037,HGNC
HGNC:19885,HOOK2,HK2,GENE ID:29911,ENSG00000095066,HGNC
HGNC:6220,KCNA2,HK4,GENE ID:3737,ENSG00000177301,HGNC
HGNC:4195,GCK,HK4,GENE ID:2645,ENSG00000106633,HGNC
HGNC:5005,HMGCL,HL,GENE ID:3155,ENSG00000117305,HGNC
HGNC:6619,LIPC,HL,GENE ID:3990,ENSG00000166035,HGNC
HGNC:20599,ITLN2,HL-2,GENE ID:142683,ENSG00000158764,HGNC
HGNC:2951,DNAH6,HL-2,GENE ID:1768,ENSG00000115423,HGNC
HGNC:4812,HAP1,HLP,GENE ID:9001,ENSG00000173805,HGNC
HGNC:10898,SKIC2,HLP,GENE ID:6499,ENSG00000204351,HGNC
HGNC:4709,GZMB,HLP,GENE ID:3002,ENSG00000100453,HGNC
HGNC:2745,DDX3X,HLP2,GENE ID:1654,ENSG00000215301,HGNC
HGNC:5145,HPCAL1,HLP2,GENE ID:3241,ENSG00000115756,HGNC
HGNC:18294,ALG1,HMAT1,GENE ID:56052,ENSG00000033011,HGNC
HGNC:8822,PEA15,HMAT1,GENE ID:8682,ENSG00000162734,HGNC
HGNC:7127,MLH1,HNPCC,GENE ID:4292,ENSG00000076242,HGNC
HGNC:7325,MSH2,HNPCC,GENE ID:4436,ENSG00000095002,HGNC
HGNC:9911,RBMXP1,HNRNP-G,GENE ID:3186,ENSG00000216835,HGNC
HGNC:17941,NTM,HNT,GENE ID:50863,ENSG00000182667,HGNC
HGNC:10449,RREB1,HNT,GENE ID:6239,ENSG00000124782,HGNC
HGNC:24961,HOPX,HOP,GENE ID:84525,ENSG00000171476,HGNC
HGNC:11387,STIP1,HOP,GENE ID:10963,ENSG00000168439,HGNC
HGNC:14198,ELAC2,HPC2,GENE ID:60528,ENSG00000006744,HGNC
HGNC:21198,HCFC1R1,HPIP,GENE ID:54985,ENSG00000103145,HGNC
HGNC:21199,PBXIP1,HPIP,GENE ID:57326,ENSG00000163346,HGNC
HGNC:11755,TFF1,HPS2,GENE ID:7031,ENSG00000160182,HGNC
HGNC:566,AP3B1,HPS2,GENE ID:8546,ENSG00000132842,HGNC
HGNC:1211,FBXW10,HREP,GENE ID:10517,ENSG00000171931,HGNC
HGNC:14379,FBXW10B,HREP,GENE ID:374286,ENSG00000241322,HGNC
HGNC:29862,NRG4,HRG4,GENE ID:145957,ENSG00000169752,HGNC
HGNC:12565,UNC119,HRG4,GENE ID:9094,ENSG00000109103,HGNC
HGNC:10787,SRSF5,HRS,GENE ID:6430,ENSG00000100650,HGNC
HGNC:4844,HCLS1,HS1,GENE ID:3059,ENSG00000180353,HGNC
HGNC:12854,YWHAQ,HS1,GENE ID:10971,ENSG00000134308,HGNC
HGNC:3192,EEF1A2,HS1,GENE ID:1917,ENSG00000101210,HGNC
HGNC:5211,HSD17B2,HSD17,GENE ID:3294,ENSG00000086696,HGNC
HGNC:5210,HSD17B1,HSD17,GENE ID:3292,ENSG00000108786,HGNC
HGNC:8234,OR2A7,HSDJ0798C17,GENE ID:401427,ENSG00000243896,HGNC
HGNC:8236,OR2A9P,HSDJ0798C17,GENE ID:441295,ENSG00000228960,HGNC
HGNC:29834,SDR42E1,HSPC105,GENE ID:93517,ENSG00000184860,HGNC
HGNC:14524,SPAG9,HSS,GENE ID:9043,ENSG00000008294,HGNC
HGNC:10818,SGSH,HSS,GENE ID:6448,ENSG00000181523,HGNC
HGNC:15894,PANK2,HSS,GENE ID:80025,ENSG00000125779,HGNC
HGNC:4236,GFER,HSS,GENE ID:2671,ENSG00000127554,HGNC
HGNC:7681,NDST2,HSST2,GENE ID:8509,ENSG00000166507,HGNC
HGNC:11459,SULT2B1,HSST2,GENE ID:6820,ENSG00000088002,HGNC
HGNC:11976,TNXB,HXBL,GENE ID:7148,ENSG00000168477,HGNC
HGNC:11975,TNXA,HXBL,GENE ID:7146,ENSG00000248290,HGNC
HGNC:7963,NR1D2,HZF2,GENE ID:9975,ENSG00000174738,HGNC
HGNC:13060,ZNF267,HZF2,GENE ID:10308,ENSG00000185947,HGNC
HGNC:6448,KRT31,Ha-1,GENE ID:3881,ENSG00000094796,HGNC
HGNC:6449,KRT32,Ha-2,GENE ID:3882,ENSG00000108759,HGNC
HGNC:2741,DDX18,Has1,GENE ID:8886,ENSG00000088205,HGNC
HGNC:6458,KRT81,Hb-1,GENE ID:3887,ENSG00000205426,HGNC
HGNC:6463,KRT86,Hb6,GENE ID:3892,ENSG00000170442,HGNC
HGNC:11358,STAM2,Hbp,GENE ID:10254,ENSG00000115145,HGNC
HGNC:24432,SARNP,Hcc-1,GENE ID:84324,ENSG00000205323,HGNC
HGNC:21073,TXNDC5,Hcc-2,GENE ID:81567,ENSG00000239264,HGNC
HGNC:4808,HAND2,Hed,GENE ID:9464,ENSG00000164107,HGNC
HGNC:16990,C11orf58,Hero20,GENE ID:10944,ENSG00000110696,HGNC
HGNC:13388,BEX3,Hero20,GENE ID:27018,ENSG00000166681,HGNC
HGNC:4897,HGS,Hrs,GENE ID:9146,ENSG00000185359,HGNC
HGNC:1745,CDC7,Hsk1,GENE ID:8317,ENSG00000097046,HGNC
HGNC:5329,IAPP,IAP,GENE ID:3375,ENSG00000121351,HGNC
HGNC:1682,CD47,IAP,GENE ID:961,ENSG00000196776,HGNC
HGNC:437,ALPI,IAP,GENE ID:248,ENSG00000163295,HGNC
HGNC:28880,MAGT1,IAP,GENE ID:84061,ENSG00000102158,HGNC
HGNC:2760,DEF6,IBP,GENE ID:50619,ENSG00000023892,HGNC
HGNC:1158,TSPO,IBP,GENE ID:706,ENSG00000100300,HGNC
HGNC:1499,CASP1,ICE,GENE ID:834,ENSG00000137752,HGNC
HGNC:20595,MTUS2,ICIS,GENE ID:23281,ENSG00000132938,HGNC
HGNC:29789,MTUS1,ICIS,GENE ID:57509,ENSG00000129422,HGNC
HGNC:2080,CLNS1A,ICln,GENE ID:1207,ENSG00000074201,HGNC
HGNC:2081,CLNS1AP1,ICln,GENE ID:1204,ENSG00000213335,HGNC
HGNC:2845,DGCR2,IDD,GENE ID:9993,ENSG00000070413,HGNC
HGNC:2219,COL9A3,IDD,GENE ID:1299,ENSG00000092758,HGNC
HGNC:5424,IFNA21,IFN-alphaI,GENE ID:3452,ENSG00000137080,HGNC
HGNC:5422,IFNA17,IFN-alphaI,GENE ID:3451,ENSG00000234829,HGNC
HGNC:6692,LRP1,IGFBP-3R,GENE ID:4035,ENSG00000123384,HGNC
HGNC:25201,TMEM219,IGFBP-3R,GENE ID:124446,ENSG00000149932,HGNC
HGNC:5647,IGHV4-30-2,IGHV4-3,GENE ID:28398,,HGNC
HGNC:5648,IGHV4-30-4,IGHV4-3,GENE ID:28397,,HGNC
HGNC:4204,GCNT2,IGNT,GENE ID:2651,ENSG00000111846,HGNC
HGNC:29883,CD300LF,IGSF13,GENE ID:146722,ENSG00000186074,HGNC
HGNC:15685,B4GAT1,IGnT,GENE ID:11041,ENSG00000174684,HGNC
HGNC:5982,IL17B,IL-20,GENE ID:27190,ENSG00000127743,HGNC
HGNC:6002,IL20,IL-20,GENE ID:50604,ENSG00000162891,HGNC
HGNC:6005,IL21,IL-21,GENE ID:59067,ENSG00000138684,HGNC
HGNC:14900,IL22,IL-21,GENE ID:50616,ENSG00000127318,HGNC
HGNC:5983,IL17C,IL-21,GENE ID:27189,ENSG00000124391,HGNC
HGNC:16948,MYDGF,IL-25,GENE ID:56005,ENSG00000074842,HGNC
HGNC:13765,IL25,IL-25,GENE ID:64806,ENSG00000166090,HGNC
HGNC:19157,IL27,IL-27,GENE ID:246778,ENSG00000197272,HGNC
HGNC:5984,IL17D,IL-27,GENE ID:53342,ENSG00000172458,HGNC
HGNC:16948,MYDGF,IL-27,GENE ID:56005,ENSG00000074842,HGNC
HGNC:15447,TLN2,ILWEQ,GENE ID:83660,ENSG00000171914,HGNC
HGNC:18415,HIP1R,ILWEQ,GENE ID:9026,ENSG00000130787,HGNC
HGNC:11845,TLN1,ILWEQ,GENE ID:7094,ENSG00000137076,HGNC
HGNC:4913,HIP1,ILWEQ,GENE ID:3092,ENSG00000127946,HGNC
HGNC:16435,HM13,IMP1,GENE ID:81502,ENSG00000101294,HGNC
HGNC:28866,IGF2BP1,IMP1,GENE ID:10642,ENSG00000159217,HGNC
HGNC:14598,IMMP2L,IMP2,GENE ID:83943,ENSG00000184903,HGNC
HGNC:30424,SPPL3,IMP2,GENE ID:121665,ENSG00000157837,HGNC
HGNC:30227,SPPL2A,IMP3,GENE ID:84888,ENSG00000138600,HGNC
HGNC:28868,IGF2BP3,IMP3,GENE ID:10643,ENSG00000136231,HGNC
HGNC:30627,SPPL2B,IMP4,GENE ID:56928,ENSG00000005206,HGNC
HGNC:29821,ISYNA1,INOS,GENE ID:51477,ENSG00000105655,HGNC
HGNC:9602,PTGIR,IP,GENE ID:5739,ENSG00000160013,HGNC
HGNC:871,ATP5IF1,IP,GENE ID:93974,ENSG00000130770,HGNC
HGNC:19998,TNPO2,IPO3,GENE ID:30000,ENSG00000105576,HGNC
HGNC:10903,SLAMF1,IPO3,GENE ID:6504,ENSG00000117090,HGNC
HGNC:6400,KPNB1,IPOB,GENE ID:3837,ENSG00000108424,HGNC
HGNC:11180,SOD2,IPOB,GENE ID:6648,ENSG00000291237,HGNC
HGNC:6656,LNPEP,IRAP,GENE ID:4012,ENSG00000113441,HGNC
HGNC:6000,IL1RN,IRAP,GENE ID:3557,ENSG00000136689,HGNC
HGNC:3249,EIF1,ISO1,GENE ID:10209,ENSG00000173812,HGNC
HGNC:14398,SRR,ISO1,GENE ID:63826,ENSG00000167720,HGNC
HGNC:11097,SMARCA1,ISWI,GENE ID:6594,ENSG00000102038,HGNC
HGNC:11101,SMARCA5,ISWI,GENE ID:8467,ENSG00000153147,HGNC
HGNC:16669,IGSF11,Igsf13,GENE ID:152404,ENSG00000144847,HGNC
HGNC:19426,IPO4,Imp4,GENE ID:79711,ENSG00000196497,HGNC
HGNC:12277,TRGJ1,J1,GENE ID:6968,ENSG00000211690,HGNC
HGNC:5719,IGKJ1,J1,GENE ID:28950,ENSG00000211597,HGNC
HGNC:12278,TRGJ2,J2,GENE ID:6969,ENSG00000211687,HGNC
HGNC:5720,IGKJ2,J2,GENE ID:28949,ENSG00000211596,HGNC
HGNC:28908,DNAJC12,JDP1,GENE ID:56521,ENSG00000108176,HGNC
HGNC:28915,BATF3,JDP1,GENE ID:55509,ENSG00000123685,HGNC
HGNC:12280,TRGJP1,JP1,GENE ID:6971,ENSG00000211692,HGNC
HGNC:14201,JPH1,JP1,GENE ID:56704,ENSG00000104369,HGNC
HGNC:14202,JPH2,JP2,GENE ID:57158,ENSG00000149596,HGNC
HGNC:12281,TRGJP2,JP2,GENE ID:6972,ENSG00000211688,HGNC
HGNC:10482,RYKP1,JTK5,GENE ID:6260,ENSG00000263219,HGNC
HGNC:10481,RYK,JTK5,GENE ID:6259,ENSG00000163785,HGNC
HGNC:9861,RAP2A,K-REV,GENE ID:5911,ENSG00000125249,HGNC
HGNC:9857,RAP1B,K-REV,GENE ID:5908,ENSG00000127314,HGNC
HGNC:10707,SECTM1,K12,GENE ID:6398,ENSG00000141574,HGNC
HGNC:6414,KRT12,K12,GENE ID:3859,ENSG00000187242,HGNC
HGNC:6415,KRT13,K13,GENE ID:3860,ENSG00000171401,HGNC
HGNC:6248,KCNG1,K13,GENE ID:3755,ENSG00000026559,HGNC
HGNC:13687,RBPJP4,K7,GENE ID:58163,,HGNC
HGNC:6445,KRT7,K7,GENE ID:3855,ENSG00000135480,HGNC
HGNC:1791,CDKN3,KAP,GENE ID:1033,ENSG00000100526,HGNC
HGNC:13395,NAPSA,KAP,GENE ID:9476,ENSG00000131400,HGNC
HGNC:17060,KIFAP3,KAP-1,GENE ID:22920,ENSG00000075945,HGNC
HGNC:16384,TRIM28,KAP-1,GENE ID:10155,ENSG00000130726,HGNC
HGNC:25073,RBMXL1,KAT3,GENE ID:494115,ENSG00000213516,HGNC
HGNC:33238,KYAT3,KAT3,GENE ID:56267,ENSG00000137944,HGNC
HGNC:11535,TAF1,KAT4,GENE ID:6872,ENSG00000147133,HGNC
HGNC:4433,GOT2,KAT4,GENE ID:2806,ENSG00000125166,HGNC
HGNC:16313,KRTDAP,KDAP,GENE ID:388533,ENSG00000188508,HGNC
HGNC:6264,KCNJ3,KGA,GENE ID:3760,ENSG00000162989,HGNC
HGNC:4331,GLS,KGA,GENE ID:2744,ENSG00000115419,HGNC
HGNC:27263,KANK4,KIAA0172,GENE ID:163782,ENSG00000132854,HGNC
HGNC:19309,KANK1,KIAA0172,GENE ID:23189,ENSG00000107104,HGNC
HGNC:20961,ANKS1A,KIAA0229,GENE ID:23294,ENSG00000064999,HGNC
HGNC:11658,TCP11,KIAA0229,GENE ID:6954,ENSG00000124678,HGNC
HGNC:30279,RALGPS2,KIAA0351,GENE ID:55103,ENSG00000116191,HGNC
HGNC:16851,RALGPS1,KIAA0351,GENE ID:9649,ENSG00000136828,HGNC
HGNC:32427,LRRC37A3,KIAA0563,GENE ID:374819,ENSG00000176809,HGNC
HGNC:29069,LRRC37A,KIAA0563,GENE ID:9884,ENSG00000176681,HGNC
HGNC:19354,SIN3B,KIAA0700,GENE ID:23309,ENSG00000127511,HGNC
HGNC:19353,SIN3A,KIAA0700,GENE ID:25942,ENSG00000169375,HGNC
HGNC:18957,MAGI2,KIAA0705,GENE ID:9863,ENSG00000187391,HGNC
HGNC:24027,ACTRT1,KIAA0705,GENE ID:139741,ENSG00000123165,HGNC
HGNC:14137,JPT2,KIAA1426,GENE ID:90861,ENSG00000206053,HGNC
HGNC:14122,CRAMP1,KIAA1426,GENE ID:57585,ENSG00000007545,HGNC
HGNC:24579,CIB2,KIP2,GENE ID:10518,ENSG00000136425,HGNC
HGNC:1786,CDKN1C,KIP2,GENE ID:1028,ENSG00000129757,HGNC
HGNC:16346,KIR2DL5B,KIR2DL5,GENE ID:553128,,HGNC
HGNC:16345,KIR2DL5A,KIR2DL5,GENE ID:57292,ENSG00000274143,HGNC
HGNC:21023,YIPF3,KLIP1,GENE ID:25844,ENSG00000137207,HGNC
HGNC:21348,CENPU,KLIP1,GENE ID:79682,ENSG00000151725,HGNC
HGNC:25468,ZWILCH,KNTC1AP,GENE ID:55055,ENSG00000174442,HGNC
HGNC:13194,ZW10,KNTC1AP,GENE ID:9183,ENSG00000086827,HGNC
HGNC:24967,MIS12,KNTC2AP,GENE ID:79003,ENSG00000167842,HGNC
HGNC:13195,ZWINT,KNTC2AP,GENE ID:11130,ENSG00000122952,HGNC
HGNC:13103,ZNF37BP,KOX21,GENE ID:100129482,ENSG00000234420,HGNC
HGNC:13102,ZNF37A,KOX21,GENE ID:7587,ENSG00000075407,HGNC
HGNC:13096,ZNF33A,KOX31,GENE ID:7581,ENSG00000189180,HGNC
HGNC:13097,ZNF33B,KOX31,GENE ID:7582,ENSG00000196693,HGNC
HGNC:26063,OXSM,KS,GENE ID:54995,ENSG00000151093,HGNC
HGNC:2195,COL18A1,KS,GENE ID:80781,ENSG00000182871,HGNC
HGNC:10640,CXCL14,KS1,GENE ID:9547,ENSG00000145824,HGNC
HGNC:17409,ZNF382,KS1,GENE ID:84911,ENSG00000161298,HGNC
HGNC:31658,TMEM72,KSP37,GENE ID:643236,ENSG00000187783,HGNC
HGNC:29451,FGFBP2,KSP37,GENE ID:83888,ENSG00000137441,HGNC
HGNC:13395,NAPSA,Kdap,GENE ID:9476,ENSG00000131400,HGNC
HGNC:10301,RPL11,L11,GENE ID:6135,ENSG00000142676,HGNC
HGNC:14137,JPT2,L11,GENE ID:90861,ENSG00000206053,HGNC
HGNC:10302,RPL12,L12,GENE ID:6136,ENSG00000197958,HGNC
HGNC:24534,RSL1D1,L12,GENE ID:26156,ENSG00000171490,HGNC
HGNC:14278,MRPL13,L13,GENE ID:28998,ENSG00000172172,HGNC
HGNC:10303,RPL13,L13,GENE ID:6137,ENSG00000167526,HGNC
HGNC:14278,MRPL13,L13A,GENE ID:28998,ENSG00000172172,HGNC
HGNC:10304,RPL13A,L13A,GENE ID:23521,ENSG00000142541,HGNC
HGNC:25079,CCDC34,L15,GENE ID:91057,ENSG00000109881,HGNC
HGNC:10306,RPL15,L15,GENE ID:6138,ENSG00000174748,HGNC
HGNC:10312,RPL19,L19,GENE ID:6143,ENSG00000108298,HGNC
HGNC:29165,SIK3,L19,GENE ID:23387,ENSG00000160584,HGNC
HGNC:5730,IGKV1-12,L19,GENE ID:28940,ENSG00000243290,HGNC
HGNC:9249,PPFIBP1,L2,GENE ID:8496,ENSG00000110841,HGNC
HGNC:29504,ZACN,L2,GENE ID:353174,ENSG00000186919,HGNC
HGNC:10333,RPL30,L30,GENE ID:6156,ENSG00000156482,HGNC
HGNC:18479,RSL24D1,L30,GENE ID:51187,ENSG00000137876,HGNC
HGNC:26488,KNCN,L5,GENE ID:148930,ENSG00000162456,HGNC
HGNC:10360,RPL5,L5,GENE ID:6125,ENSG00000122406,HGNC
HGNC:28760,MED10,L6,GENE ID:84246,ENSG00000133398,HGNC
HGNC:11853,TM4SF1,L6,GENE ID:4071,ENSG00000169908,HGNC
HGNC:10362,RPL6,L6,GENE ID:6128,ENSG00000089009,HGNC
HGNC:5744,IGKV1-9,L8,GENE ID:28941,ENSG00000241755,HGNC
HGNC:10368,RPL8,L8,GENE ID:6132,ENSG00000161016,HGNC
HGNC:10369,RPL9,L9,GENE ID:6133,ENSG00000163682,HGNC
HGNC:5743,IGKV1-8,L9,GENE ID:28942,ENSG00000240671,HGNC
HGNC:3569,ACSL1,LACS2,GENE ID:2180,ENSG00000151726,HGNC
HGNC:16496,ACSL6,LACS2,GENE ID:23305,ENSG00000164398,HGNC
HGNC:2491,CTAG1B,LAGE2A,GENE ID:1485,ENSG00000184033,HGNC
HGNC:24198,CTAG1A,LAGE2A,GENE ID:246100,ENSG00000268651,HGNC
HGNC:698,ARL4C,LAK,GENE ID:10123,ENSG00000188042,HGNC
HGNC:12362,TSC1,LAM,GENE ID:7248,ENSG00000165699,HGNC
HGNC:12363,TSC2,LAM,GENE ID:7249,ENSG00000103197,HGNC
HGNC:14582,LAMP3,LAMP,GENE ID:27074,ENSG00000078081,HGNC
HGNC:6705,LSAMP,LAMP,GENE ID:4045,ENSG00000185565,HGNC
HGNC:123,ACP2,LAP,GENE ID:53,ENSG00000134575,HGNC
HGNC:17272,CPAP,LAP,GENE ID:55835,ENSG00000151849,HGNC
HGNC:1834,CEBPB,LAP,GENE ID:1051,ENSG00000172216,HGNC
HGNC:18449,LAP3,LAP,GENE ID:51056,ENSG00000002549,HGNC
HGNC:29456,TOR1AIP1,LAP1,GENE ID:26092,ENSG00000143337,HGNC
HGNC:500,ANPEP,LAP1,GENE ID:290,ENSG00000166825,HGNC
HGNC:12033,TRAF3,LAP1,GENE ID:7187,ENSG00000131323,HGNC
HGNC:11875,TMPO,LAP2,GENE ID:7112,ENSG00000120802,HGNC
HGNC:15842,ERBIN,LAP2,GENE ID:55914,ENSG00000112851,HGNC
HGNC:29599,DNAI7,LAS1,GENE ID:55259,ENSG00000118307,HGNC
HGNC:18874,LAT,LAT1,GENE ID:27040,ENSG00000213658,HGNC
HGNC:11063,SLC7A5,LAT1,GENE ID:8140,ENSG00000103257,HGNC
HGNC:9666,PTPRC,LCA,GENE ID:5788,ENSG00000081237,HGNC
HGNC:55247,L1CAM-AS1,LCA10,GENE ID:100996465,ENSG00000273769,HGNC
HGNC:29021,CEP290,LCA10,GENE ID:80184,ENSG00000198707,HGNC
HGNC:6148,ITGAL,LFA-1,GENE ID:3683,ENSG00000005844,HGNC
HGNC:6155,ITGB2,LFA-1,GENE ID:3689,ENSG00000160255,HGNC
HGNC:25248,CRISPLD2,LGL1,GENE ID:83716,ENSG00000103196,HGNC
HGNC:7103,MIP,LIM1,GENE ID:4284,ENSG00000135517,HGNC
HGNC:6593,LHX1,LIM1,GENE ID:3975,ENSG00000273706,HGNC
HGNC:579,APBA2,LIN-10,GENE ID:321,ENSG00000034053,HGNC
HGNC:19184,STK11IP,LIP1,GENE ID:114790,ENSG00000144589,HGNC
HGNC:17272,CPAP,LIP1,GENE ID:55835,ENSG00000151849,HGNC
HGNC:540,ANXA2P3,LIP2,GENE ID:305,ENSG00000216740,HGNC
HGNC:537,ANXA2,LIP2,GENE ID:302,ENSG00000182718,HGNC
HGNC:18538,NUSAP1,LNP,GENE ID:51203,ENSG00000137804,HGNC
HGNC:21610,LNPK,LNP,GENE ID:80856,ENSG00000144320,HGNC
HGNC:9667,PTPRCAP,LPAP,GENE ID:5790,ENSG00000213402,HGNC
HGNC:29609,ACP6,LPAP,GENE ID:51205,ENSG00000162836,HGNC
HGNC:9228,PLPP1,LPP1,GENE ID:8611,ENSG00000067113,HGNC
HGNC:15511,VANGL2,LPP1,GENE ID:57216,ENSG00000162738,HGNC
HGNC:24050,CREBRF,LRF,GENE ID:153222,ENSG00000164463,HGNC
HGNC:18078,ZBTB7A,LRF,GENE ID:51341,ENSG00000178951,HGNC
HGNC:8536,P2RX5,LRH-1,GENE ID:5026,ENSG00000083454,HGNC
HGNC:7984,NR5A2,LRH-1,GENE ID:2494,ENSG00000116833,HGNC
HGNC:6502,RPSA,LRP,GENE ID:3921,ENSG00000168028,HGNC
HGNC:6692,LRP1,LRP,GENE ID:4035,ENSG00000123384,HGNC
HGNC:9664,PTPRA,LRP,GENE ID:5786,ENSG00000132670,HGNC
HGNC:7531,MVP,LRP,GENE ID:9961,ENSG00000013364,HGNC
HGNC:14553,LRP10,LRP9,GENE ID:26020,ENSG00000197324,HGNC
HGNC:11185,SORL1,LRP9,GENE ID:6653,ENSG00000137642,HGNC
HGNC:14189,LST1,LST-1,GENE ID:7940,ENSG00000204482,HGNC
HGNC:10959,SLCO1B1,LST-1,GENE ID:10599,ENSG00000134538,HGNC
HGNC:20917,ALPK1,Lak,GENE ID:80216,ENSG00000073331,HGNC
HGNC:25726,LAS1L,Las1,GENE ID:81887,ENSG00000001497,HGNC
HGNC:2090,CLTA,Lca,GENE ID:1211,ENSG00000122705,HGNC
HGNC:6628,LLGL1,Lgl1,GENE ID:3996,ENSG00000131899,HGNC
HGNC:49,ABCB8,M-ABC1,GENE ID:11194,ENSG00000197150,HGNC
HGNC:71,ABCF2,M-ABC1,GENE ID:10061,ENSG00000033050,HGNC
HGNC:41,ABCB10,M-ABC2,GENE ID:23456,ENSG00000135776,HGNC
HGNC:14114,ABCB10P1,M-ABC2,GENE ID:56476,ENSG00000274099,HGNC
HGNC:1631,CD163,M130,GENE ID:9332,ENSG00000177575,HGNC
HGNC:7618,PPP1R12A,M130,GENE ID:4659,ENSG00000058272,HGNC
HGNC:6155,ITGB2,MAC-1,GENE ID:3689,ENSG00000160255,HGNC
HGNC:6149,ITGAM,MAC-1,GENE ID:3684,ENSG00000169896,HGNC
HGNC:6762,MAD1L1,MAD1,GENE ID:8379,ENSG00000002822,HGNC
HGNC:6761,MXD1,MAD1,GENE ID:4084,ENSG00000059728,HGNC
HGNC:6763,MAD2L1,MAD2,GENE ID:4085,ENSG00000164109,HGNC
HGNC:7534,MXI1,MAD2,GENE ID:4601,ENSG00000119950,HGNC
HGNC:6636,LMNA,MADA,GENE ID:4000,ENSG00000160789,HGNC
HGNC:468,AMPD1,MADA,GENE ID:270,ENSG00000116748,HGNC
HGNC:7993,NRBP1,MADM,GENE ID:29959,ENSG00000115216,HGNC
HGNC:188,ADAM10,MADM,GENE ID:102,ENSG00000137845,HGNC
HGNC:14334,MRTFA,MAL,GENE ID:57591,ENSG00000196588,HGNC
HGNC:16658,MOAP1,MAP-1,GENE ID:64112,ENSG00000165943,HGNC
HGNC:6901,MASP1,MAP-1,GENE ID:5648,ENSG00000127241,HGNC
HGNC:14665,RTL1,MART1,GENE ID:388015,ENSG00000254656,HGNC
HGNC:7124,MLANA,MART1,GENE ID:2315,ENSG00000120215,HGNC
HGNC:18270,HHAT,MART2,GENE ID:55733,ENSG00000054392,HGNC
HGNC:24714,ANKHD1,MASK,GENE ID:54882,ENSG00000131503,HGNC
HGNC:18174,STK26,MASK,GENE ID:51765,ENSG00000134602,HGNC
HGNC:20373,SPG21,MAST,GENE ID:51324,ENSG00000090487,HGNC
HGNC:7181,MNAT1,MAT1,GENE ID:4331,ENSG00000020426,HGNC
HGNC:48724,MSC-AS1,MAT1,GENE ID:100132891,ENSG00000235531,HGNC
HGNC:8822,PEA15,MAT1,GENE ID:8682,ENSG00000162734,HGNC
HGNC:9542,PSMB5,MB1,GENE ID:5693,ENSG00000100804,HGNC
HGNC:1698,CD79A,MB1,GENE ID:973,ENSG00000105369,HGNC
HGNC:9362,PRG2,MBP,GENE ID:5553,ENSG00000186652,HGNC
HGNC:6922,MBL2,MBP,GENE ID:4153,ENSG00000165471,HGNC
HGNC:3350,ENO1,MBP-1,GENE ID:2023,ENSG00000074800,HGNC
HGNC:4920,HIVEP1,MBP-1,GENE ID:3096,ENSG00000095951,HGNC
HGNC:20092,ATF7IP,MCAF,GENE ID:55729,ENSG00000171681,HGNC
HGNC:10618,CCL2,MCAF,GENE ID:6347,ENSG00000108691,HGNC
HGNC:7508,MUC1,MCD,GENE ID:4582,ENSG00000185499,HGNC
HGNC:7150,MLYCD,MCD,GENE ID:23417,ENSG00000103150,HGNC
HGNC:20867,MCHR2,MCH2,GENE ID:84539,ENSG00000152034,HGNC
HGNC:1507,CASP6,MCH2,GENE ID:839,ENSG00000138794,HGNC
HGNC:4556,GPX4,MCSP,GENE ID:2879,ENSG00000167468,HGNC
HGNC:2466,CSPG4,MCSP,GENE ID:1464,ENSG00000173546,HGNC
HGNC:10922,SLC16A1,MCT,GENE ID:6566,ENSG00000155380,HGNC
HGNC:29622,MCAT,MCT,GENE ID:27349,ENSG00000100294,HGNC
HGNC:10922,SLC16A1,MCT1,GENE ID:6566,ENSG00000155380,HGNC
HGNC:29622,MCAT,MCT1,GENE ID:27349,ENSG00000100294,HGNC
HGNC:16270,SLC16A8,MCT3,GENE ID:23539,ENSG00000100156,HGNC
HGNC:10924,SLC16A3,MCT3,GENE ID:9123,ENSG00000141526,HGNC
