,NCBI_ID,gene_symbol,collision,source,HGNC_ID,ENSG_ID,alias_symbol
697,GENE ID:8359,H4C1,H4C11,NCBI,HGNC:4781,ENSG00000278637,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A"
862,GENE ID:337880,KRTAP11-1,HACL1,NCBI,HGNC:18922,ENSG00000182591,"HACL-1,HACL1,KAP11.1"
863,GENE ID:3030,HADHA,HADH,NCBI,HGNC:4801,ENSG00000084754,"ECHA,GBP,HADH,LCEH,LCHAD,MLCL AT,MTPA,TP-ALPHA"
864,GENE ID:328,APEX1,HAP1,NCBI,HGNC:587,ENSG00000100823,"APE,APE1,APEN,APEX,APX,HAP1,REF1"
865,GENE ID:92675,DTD1,HARS2,NCBI,HGNC:16219,ENSG00000125821,"C20orf88,DTD,DUE-B,DUEB,HARS2,pqn-68"
866,GENE ID:8886,DDX18,HAS1,NCBI,HGNC:2741,ENSG00000088205,"Has1,MrDb"
867,GENE ID:283460,HNF1A-AS1,HAS1,NCBI,HGNC:26785,ENSG00000241388,"C12orf27,HAS1,HASTER,NCRNA00262"
868,GENE ID:85344,KRT89P,HBB,NCBI,HGNC:30196,ENSG00000290967,"HBB,KRT123P,KRTHBP2,psihHbB"
869,GENE ID:4041,LRP5,HBM,NCBI,HGNC:6697,ENSG00000162337,"BMND1,EVR1,EVR4,HBM,LR3,LRP-5,LRP-7,LRP7,OPPG,OPS,OPTA1,PCLD4,VBCH2"
870,GENE ID:414777,HCG18,HCG17,NCBI,HGNC:31337,ENSG00000231074,HCG17
871,GENE ID:414778,HCG17,HCG18,NCBI,HGNC:31339,,"HCG18,LINC00046,NCRNA00046"
872,GENE ID:360158,CYCSP5,HCP5,NCBI,HGNC:24416,ENSG00000227735,HCP5
873,GENE ID:131450,CD200R1,HCRTR2,NCBI,HGNC:24235,ENSG00000163606,"CD200R,HCRTR2,MOX2R,OX2R"
874,GENE ID:10559,SLC35A1,HCST,NCBI,HGNC:11021,ENSG00000164414,"CDG2F,CMPST,CST,hCST"
875,GENE ID:9734,HDAC9,HDAC7,NCBI,HGNC:14065,ENSG00000048052,"ARCND4,HD7,HD7b,HD9,HDAC,HDAC7,HDAC7B,HDAC9B,HDAC9FL,HDRP,MITR"
876,GENE ID:51696,HECA,HDC,NCBI,HGNC:21041,ENSG00000112406,"HDC,HDCL,HHDC,dJ225E12.1"
877,GENE ID:4780,NFE2L2,HEBP1,NCBI,HGNC:7782,ENSG00000116044,"HEBP1,IMDDHH,NRF2,Nrf-2"
878,GENE ID:220296,HEPACAM,HEPN1,NCBI,HGNC:26361,ENSG00000165478,"GlialCAM,HEPN1,MLC2A,MLC2B"
879,GENE ID:8209,GATD3,HES1,NCBI,HGNC:1273,ENSG00000160221,"C21orf33,ES1,GATD3A,GATD3B,GT335,HES1,KNPH,KNPI"
880,GENE ID:6654,SOS1,HGF,NCBI,HGNC:11187,ENSG00000115904,"GF1,GGF1,GINGF,HGF,NS4,SOS-1"
881,GENE ID:3569,IL6,HGF,NCBI,HGNC:6018,ENSG00000136244,"BSF-2,BSF2,CDF,HGF,HSF,IFN-beta-2,IFNB2,IL-6"
882,GENE ID:100750246,HIF1A-AS1,HIF1A-AS3,NCBI,HGNC:43014,,"5'aHIF-1A,5'aHIF1alpha,HIF1A-AS3,HIFAL"
883,GENE ID:51361,HOOK1,HK1,NCBI,HGNC:19884,ENSG00000134709,HK1
884,GENE ID:3739,KCNA4,HK1,NCBI,HGNC:6222,ENSG00000182255,"HBK4,HK1,HPCN2,HUKII,KCNA4L,KCNA8,KV1.4,MCIDDS,PCN2"
885,GENE ID:3816,KLK1,HK1,NCBI,HGNC:6357,ENSG00000167748,"KLKR,Klk6,hK1"
886,GENE ID:255061,TAC4,HK1,NCBI,HGNC:16641,ENSG00000176358,"EK,HK-1,HK1,PPT-C"
887,GENE ID:3796,KIF2A,HK2,NCBI,HGNC:6318,ENSG00000068796,"CDCBM3,HK2,KIF2"
888,GENE ID:29911,HOOK2,HK2,NCBI,HGNC:19885,ENSG00000095066,HK2
889,GENE ID:3817,KLK2,HK2,NCBI,HGNC:6363,ENSG00000167751,"KLK2A2,hGK-1,hK2"
890,GENE ID:3741,KCNA5,HK2,NCBI,HGNC:6224,ENSG00000130037,"ATFB7,HCK1,HK2,HPCN1,KV1.5,PCN1"
891,GENE ID:354,KLK3,HK3,NCBI,HGNC:6364,ENSG00000142515,"APS,KLK2A1,PSA,hK3"
892,GENE ID:84376,HOOK3,HK3,NCBI,HGNC:23576,ENSG00000168172,HK3
893,GENE ID:3113,HLA-DPA1,HLA-DPB1,NCBI,HGNC:4938,ENSG00000231389,"DP(W3),DP(W4),DPA1,HLA-DP1A,HLA-DPA,HLA-DPB1,HLADP,HLASB,PLT1"
894,GENE ID:3125,HLA-DRB3,HLA-DPB1,NCBI,HGNC:4951,,"DRB3,HLA-DPB1,HLA-DR1B,HLA-DR3B,HLA-DRB3*"
895,GENE ID:3117,HLA-DQA1,HLA-DQB1,NCBI,HGNC:4942,ENSG00000196735,"CELIAC1,DQ-A1,DQA1,HLA-DQA,HLA-DQA1*,HLA-DQB1"
896,GENE ID:3120,HLA-DQB2,HLA-DQB1,NCBI,HGNC:4945,ENSG00000232629,"DQB2,HLA-DQB1,HLA-DXB"
897,GENE ID:2775,GNAO1,HLA-DQB1,NCBI,HGNC:4389,ENSG00000087258,"DEE17,EIEE17,G-ALPHA-o,GNAO,HG1G,HLA-DQB1,NEDIM"
898,GENE ID:3077,HFE,HLA-H,NCBI,HGNC:4886,ENSG00000010704,"HFE1,HH,HLA-H,MVCD7,TFQTL2"
899,GENE ID:2034,EPAS1,HLF,NCBI,HGNC:3374,ENSG00000116016,"ECYT4,HIF2A,HLF,MOP2,PASD2,bHLHe73"
900,GENE ID:6927,HNF1A,HNF4A,NCBI,HGNC:11621,ENSG00000135100,"HNF-1-alpha,HNF-1A,HNF1,HNF1alpha,HNF4A,IDDM20,LFB1,MODY3,TCF-1,TCF1"
901,GENE ID:649330,HNRNPCL3,HNRNPCL2,NCBI,HGNC:51235,ENSG00000277058,"HNRNPCL2,HNRNPCL4"
902,GENE ID:101060301,HNRNPCL4,HNRNPCL3,NCBI,HGNC:51333,ENSG00000179412,HNRNPCL3
904,GENE ID:3250,HPR,HP,NCBI,HGNC:5156,ENSG00000261701,"A-259H10.2,HP"
905,GENE ID:9843,HEPH,HP,NCBI,HGNC:4866,ENSG00000089472,"CPL,Hp"
906,GENE ID:10395,DLC1,HP,NCBI,HGNC:2897,ENSG00000164741,"ARHGAP7,HP,STARD12,p122-RhoGAP"
907,GENE ID:773,CACNA1A,HPCA,NCBI,HGNC:1388,ENSG00000141837,"APCA,BI,CACNL1A4,CAV2.1,DEE42,EA2,EIEE42,FHM,HPCA,MHP,MHP1,SCA6"
908,GENE ID:55769,ZNF83,HPF1,NCBI,HGNC:13158,ENSG00000167766,"HPF1,ZNF816B"
909,GENE ID:5867,RAB4A,HRES1,NCBI,HGNC:9781,ENSG00000168118,"HRES-1,HRES-1/RAB4,HRES1,RAB4"
910,GENE ID:3084,NRG1,HRG,NCBI,HGNC:7997,ENSG00000157168,"ARIA,GGF,GGF2,HGL,HRG,HRG1,HRGA,MST131,MSTP131,NDF,NRG1-IT2,SMDF"
911,GENE ID:55652,SLC48A1,HRG,NCBI,HGNC:26035,ENSG00000211584,"HRG,HRG-1,HRG1,hHRG-1"
912,GENE ID:9704,DHX34,HRH1,NCBI,HGNC:16719,ENSG00000134815,"DDX34,HRH1"
913,GENE ID:1659,DHX8,HRH1,NCBI,HGNC:2749,ENSG00000067596,"DDX8,Dhr2,HRH1,PRP22,PRPF22"
914,GENE ID:64711,HS3ST6,HS3ST5,NCBI,HGNC:14178,ENSG00000162040,"3-OST-6,3OST6,HAE8,HS3ST5"
915,GENE ID:158160,HSD17B7P2,HSD17B7,NCBI,HGNC:28120,ENSG00000290439,"HSD17B7,Hsd17b_2,bA291L22.1"
916,GENE ID:106480180,RNU1-93P,HTR2B,NCBI,HGNC:48435,ENSG00000201574,"HTR2B,PSMD1,TSARG1"
917,GENE ID:726,CAPN5,HTRA3,NCBI,HGNC:1482,ENSG00000149260,"ADNIV,HTRA3,VRNI,nCL-3"
918,GENE ID:6532,SLC6A4,HTT,NCBI,HGNC:11050,ENSG00000108576,"5-HTT,5-HTTLPR,5HTT,HTT,OCD1,SERT,SERT1,hSERT"
919,GENE ID:6677,SPAM1,HYAL1,NCBI,HGNC:11217,ENSG00000106304,"HEL-S-96n,HYA1,HYAL1,HYAL3,HYAL5,PH-20,PH20,SPAG15"
921,GENE ID:54768,HYDIN,HYDIN2,NCBI,HGNC:19368,ENSG00000157423,"CILD5,HYDIN1,HYDIN2,PPP1R31"
922,GENE ID:100288805,HYDIN2,HYDINP1,NCBI,HGNC:33129,,HYDINP1
923,GENE ID:100529067,SERF2-C15ORF63,HYPK,NCBI,,,"C15orf63,HYPK"
924,GENE ID:3439,IFNA1,IFNA13,NCBI,HGNC:5417,ENSG00000197919,"IFL,IFN,IFN-ALPHA,IFN-alphaD,IFNA13,IFNA@,leIF D"
925,GENE ID:28309,IGHV3OR16-7,IGH,NCBI,HGNC:5642,,"IGH,IGHV,IGHV3/OR16-7,IGHV3OR167"
926,GENE ID:28404,IGHV3-38-3,IGH,NCBI,HGNC:5629,,"IGH,IGHV3-D,IGHV3D"
927,GENE ID:28402,IGHV3-69-1,IGH,NCBI,HGNC:5631,ENSG00000282600,"IGH,IGHM,IGHV,IGHV3-11,IGHV3-H,IGHV3H,IgVH"
928,GENE ID:3697,ITIH1,IGHEP1,NCBI,HGNC:6166,ENSG00000055957,"H1P,IATIH,IGHEP1,ITI-HC1,ITIH,SHAP"
931,GENE ID:96610,BMS1P20,IGL,NCBI,HGNC:49153,,"IGL,IGLV,IGLV1"
932,GENE ID:100423062,IGLL5,IGL,NCBI,HGNC:38476,ENSG00000254709,"IGL,IGLV,VL-MAR"
933,GENE ID:3535,IGL,IGLC6,NCBI,HGNC:5853,,"IGL@,IGLC6"
934,GENE ID:3783,KCNN4,IK,NCBI,HGNC:6293,ENSG00000104783,"DHS2,IK,IK1,IKCA1,KCA4,KCa3.1,SK4,SKCa4,hIK1,hIKCa1,hKCa4,hSK4"
935,GENE ID:112744,IL17F,IL17A,NCBI,HGNC:16404,ENSG00000112116,"CANDF6,IL-17F,IL17A,ML-1,ML1"
936,GENE ID:56005,MYDGF,IL25,NCBI,HGNC:16948,ENSG00000074842,"C19orf10,EUROIMAGE1875335,IL25,IL27,IL27w,R33729_1,SF20"
938,GENE ID:10643,IGF2BP3,IMP3,NCBI,HGNC:28868,ENSG00000136231,"CT98,IMP-3,IMP3,KOC,KOC1,VICKZ3"
939,GENE ID:84888,SPPL2A,IMP3,NCBI,HGNC:30227,ENSG00000138600,"IMD86,IMP3,PSL2"
940,GENE ID:56928,SPPL2B,IMP4,NCBI,HGNC:30627,ENSG00000005206,"IMP-4,IMP4,PSH4,PSL1"
941,GENE ID:79711,IPO4,IMP4,NCBI,HGNC:19426,ENSG00000196497,Imp4
942,GENE ID:727833,IMPDH1P11,IMPDH1,NCBI,HGNC:6054,,"IMPDH1,IMPDHL1"
943,GENE ID:27160,INGX,ING2,NCBI,HGNC:6064,ENSG00000293133,"ING1-like,ING2"
944,GENE ID:54556,ING3,ING2,NCBI,HGNC:14587,ENSG00000071243,"Eaf4,ING2,MEAF4,p47ING3"
945,GENE ID:23203,PMPCA,INPP5E,NCBI,HGNC:18667,ENSG00000165688,"Alpha-MPP,CLA1,CPD3,INPP5E,MAS2,P-55,SCAR2"
946,GENE ID:4952,OCRL,INPP5F,NCBI,HGNC:8108,ENSG00000122126,"DENT2,Dent-2,INPP5F,LOCR,NPHL2,OCRL-1,OCRL1"
947,GENE ID:128153,SPATA17,IQCH,NCBI,HGNC:25184,ENSG00000162814,"CFAP305,FAP305,IQCH,MOT17,MSRG-11,MSRG11"
948,GENE ID:574538,IQSEC3-AS3,IQSEC3-AS1,NCBI,HGNC:58418,ENSG00000249695,IQSEC3-AS1
949,GENE ID:100534599,ISY1-RAB43,ISY1,NCBI,HGNC:42969,ENSG00000261796,ISY1
950,GENE ID:10535,RNASEH2A,JUNB,NCBI,HGNC:18518,ENSG00000104889,"AGS4,JUNB,RNASEHI,RNHIA,RNHL"
951,GENE ID:27094,KCNMB3,KCNMB2,NCBI,HGNC:6287,ENSG00000171121,"BKBETA3,HBETA3,K(VCA)BETA-3,KCNMB2,KCNMBL,SLO-BETA-3,SLOBETA3"
952,GENE ID:100132285,KIR2DS2,KIR2DL1,NCBI,HGNC:6334,,"183ActI,CD158J,CD158b,KIR-2DS2,KIR2DL1,NKAT-5,NKAT5,cl-49"
953,GENE ID:3802,KIR2DL1,KIR2DL3,NCBI,HGNC:6329,ENSG00000125498,"CD158A,KIR-K64,KIR221,KIR2DL3,NKAT,NKAT-1,NKAT1,p58.1"
954,GENE ID:3811,KIR3DL1,KIR2DL5B,NCBI,HGNC:6338,ENSG00000167633,"CD158E1,KIR,KIR2DL5B,KIR3DL1/S1,NKAT-3,NKAT3,NKB1,NKB1B"
955,GENE ID:115653,KIR3DL3,KIR2DL5B,NCBI,HGNC:16312,ENSG00000242019,"CD158Z,KIR2DL5B,KIR3DL7,KIR44,KIRC1"
956,GENE ID:3804,KIR2DL3,KIR2DS5,NCBI,HGNC:6331,ENSG00000243772,"CD158B2,CD158b,GL183,KIR-023GB,KIR-K7b,KIR-K7c,KIR2DL,KIR2DS5,KIRCL23,NKAT,NKAT2,NKAT2A,NKAT2B,p58"
957,GENE ID:147700,KLC3,KLC2,NCBI,HGNC:20717,ENSG00000104892,"KLC2,KLC2L,KLCt,KNS2B"
958,GENE ID:80320,SP6,KLF14,NCBI,HGNC:14530,ENSG00000189120,"AI1K,EPFN,EPIPROFIN,KLF14"
960,GENE ID:55975,KLHL7,KLHL6,NCBI,HGNC:15646,ENSG00000122550,"CISS3,KLHL6,PERCHING,SBBI26"
961,GENE ID:3818,KLKB1,KLK3,NCBI,HGNC:6371,ENSG00000164344,"KLK3,PKK,PKKD,PPK"
963,GENE ID:5653,KLK6,KLK7,NCBI,HGNC:6367,ENSG00000167755,"Bssp,Klk7,PRSS18,PRSS9,SP59,hK6"
964,GENE ID:4893,NRAS,KRAS,NCBI,HGNC:7989,ENSG00000213281,"ALPS4,CMNS,KRAS,N-ras,NCMS,NRAS1,NS6"
965,GENE ID:3853,KRT6A,KRT6C,NCBI,HGNC:6443,ENSG00000205420,"CK-6C,CK-6E,CK6A,CK6C,CK6D,K6A,K6C,K6D,KRT6C,KRT6D,PC3"
966,GENE ID:386678,KRTAP10-11,KRTAP10-9,NCBI,HGNC:20528,ENSG00000243489,"KAP10.11,KAP10.9,KAP18-9,KAP18.11,KRTAP10-9,KRTAP10.9,KRTAP18-11,KRTAP18-9,KRTAP18.11,KRTAP18.9"
967,GENE ID:728279,KRTAP2-2,KRTAP2-1,NCBI,HGNC:18905,ENSG00000214518,"KAP2.1,KAP2.2,KRTAP2-1,KRTAP2.1A,KRTAP2.1B"
968,GENE ID:85294,KRTAP2-4,KRTAP2-3,NCBI,HGNC:18891,ENSG00000213417,"KAP2.1B,KAP2.3,KAP2.4,KRTAP2-3,KRTAP2.3,KRTAP2.4"
969,GENE ID:730755,KRTAP2-3,KRTAP2-4,NCBI,HGNC:18906,ENSG00000212724,"KAP2.3,KAP2.4,KRTAP2-4,KRTAP2.3,KRTAP2.4"
970,GENE ID:3846,KRTAP5-9,KRTAP5-1,NCBI,HGNC:23604,ENSG00000254997,"KRN1,KRTAP5-1,KRTAP5.9"
971,GENE ID:439915,KRTAP5-5,KRTAP5-11,NCBI,HGNC:23601,ENSG00000185940,"KRTAP5-11,KRTAP5.5"
972,GENE ID:57830,KRTAP5-8,KRTAP5-2,NCBI,HGNC:23603,ENSG00000241233,"KRTAP5-2,KRTAP5.8,UHSKerB"
973,GENE ID:440050,KRTAP5-7,KRTAP5-3,NCBI,HGNC:23602,ENSG00000244411,"KRTAP5-3,KRTAP5.7"
974,GENE ID:440051,KRTAP5-11,KRTAP5-5,NCBI,HGNC:23606,ENSG00000204571,"KRTAP5-5,KRTAP5-6,KRTAP5.11"
976,GENE ID:440021,KRTAP5-2,KRTAP5-8,NCBI,HGNC:23597,ENSG00000205867,"KRTAP5-8,KRTAP5.2"
977,GENE ID:387266,KRTAP5-3,KRTAP5-9,NCBI,HGNC:23598,ENSG00000196224,"KRTAP5-9,KRTAP5.3"
978,GENE ID:22866,CNKSR2,KSR2,NCBI,HGNC:19701,ENSG00000149970,"CNK2,KSR2,MAGUIN,MRXSHG"
979,GENE ID:3910,LAMA4,LAMA3,NCBI,HGNC:6484,ENSG00000112769,"CMD1JJ,LAMA3,LAMA4*-1"
980,GENE ID:84823,LMNB2,LAMB2,NCBI,HGNC:6638,ENSG00000176619,"EPM9,LAMB2,LMN2,MCPH27"
981,GENE ID:3915,LAMC1,LAMB2,NCBI,HGNC:6492,ENSG00000135862,LAMB2
982,GENE ID:7852,CXCR4,LAP3,NCBI,HGNC:2561,ENSG00000121966,"CD184,D2S201E,FB22,HM89,HSY3RR,LAP-3,LAP3,LCR1,LESTR,NPY3R,NPYR,NPYRL,NPYY3R,WHIM,WHIMS,WHIMS1"
983,GENE ID:23595,ORC3,LAT,NCBI,HGNC:8489,ENSG00000135336,"LAT,LATHEO,ORC3L"
984,GENE ID:83985,SPNS1,LAT,NCBI,HGNC:30621,ENSG00000169682,"HSpin1,LAT,PP2030,SLC62A1,SLC63A1,SPIN1,SPINL,nrs"
985,GENE ID:23428,SLC7A8,LAT2,NCBI,HGNC:11066,ENSG00000092068,"LAT2,LPI-PC1"
986,GENE ID:221491,SMIM29,LBH,NCBI,HGNC:1340,ENSG00000186577,"C6orf1,LBH"
987,GENE ID:1962,EHHADH,LBP,NCBI,HGNC:3247,ENSG00000113790,"ECHD,FRTS3,L-PBE,LBFP,LBP,MFE1,PBFE"
988,GENE ID:3921,RPSA,LBP,NCBI,HGNC:6502,ENSG00000168028,"37LRP,67LR,ICAS,LAMBR,LAMR1,LBP,LBP/p40,LRP,LRP/LR,NEM/1CHD4,SA,lamR,p40,uS2"
989,GENE ID:9878,TOX4,LCP1,NCBI,HGNC:20161,ENSG00000092203,"C14orf92,KIAA0737,LCP1,MIG7"
990,GENE ID:9079,LDB2,LDB1,NCBI,HGNC:6533,ENSG00000169744,"CLIM1,LDB-2,LDB1"
991,GENE ID:54741,LEPROT,LEPR,NCBI,HGNC:29477,ENSG00000213625,"LEPR,OB-RGRP,OBRGRP,VPS55"
992,GENE ID:3958,LGALS3,LGALS2,NCBI,HGNC:6563,ENSG00000131981,"CBP35,GAL3,GALBP,GALIG,L31,LGALS2,MAC2"
993,GENE ID:653499,LGALS7B,LGALS7,NCBI,HGNC:34447,ENSG00000178934,"GAL7,Gal-7,HKL-14,LGALS7,PI7"
994,GENE ID:654346,LGALS9C,LGALS9B,NCBI,HGNC:33874,ENSG00000171916,"Gal-9B,LGALS9B"
995,GENE ID:1939,EIF2D,LGTN,NCBI,HGNC:6583,ENSG00000143486,"HCA56,LGTN"
997,GENE ID:100216545,KMT2E-AS1,LHFPL3-AS2,NCBI,HGNC:40845,ENSG00000239569,"LHFPL3-AS2,LINC01004,lncPENG"
998,GENE ID:375612,LHFPL3,LHFPL4,NCBI,HGNC:6589,ENSG00000187416,LHFPL4
999,GENE ID:26018,LRIG1,LIG1,NCBI,HGNC:17360,ENSG00000144749,"LIG-1,LIG1"
1000,GENE ID:121227,LRIG3,LIG3,NCBI,HGNC:30991,ENSG00000139263,LIG3
1001,GENE ID:79166,LILRP2,LILRA5,NCBI,HGNC:15497,ENSG00000293273,"CD85m,ILT10,LILRA5"
1002,GENE ID:11025,LILRB3,LILRA6,NCBI,HGNC:6607,ENSG00000204577,"CD85A,HL9,ILT-5,ILT5,LILRA6,LIR-3,LIR3,PIR-B,PIRB"
1003,GENE ID:79168,LILRA6,LILRB3,NCBI,HGNC:15495,ENSG00000244482,"CD85b,ILT-8,ILT5,ILT8,LILRB3,LILRB6"
1004,GENE ID:96626,LIMS3,LIMS4,NCBI,HGNC:30047,ENSG00000256977,"LIMS3L,LIMS4,PINCH-3"
1005,GENE ID:339789,LINC00299,LINC00298,NCBI,HGNC:27940,ENSG00000236790,"C2orf46,LINC00298,LINC01814,NCRNA00299"
1006,GENE ID:100507612,LINC00402,LINC00381,NCBI,HGNC:42732,ENSG00000235532,LINC00381
1007,GENE ID:641467,TSC22D1-AS1,LINC00407,NCBI,HGNC:43684,ENSG00000278156,LINC00407
1008,GENE ID:283483,ARGLU1-DT,LINC00443,NCBI,HGNC:43691,ENSG00000272274,"LINC00443,LINC00551"
1009,GENE ID:102725509,LINC01232,LINC00449,NCBI,HGNC:49755,,"LINC00449,TCONS_00021520"
1010,GENE ID:10846,PDE10A,LINC00473,NCBI,HGNC:8772,ENSG00000112541,"ADSD2,HSPDE10A,IOLOD,LINC00473,PDE10A19"
1011,GENE ID:100874158,LINC00398,LINC00545,NCBI,HGNC:42727,,LINC00545
1012,GENE ID:100874168,LINC00433,LINC00560,NCBI,HGNC:42768,,LINC00560
1013,GENE ID:284276,LINC00908,LINC00683,NCBI,HGNC:27599,ENSG00000266256,"ASRPS,LINC00683,LINC01879"
1014,GENE ID:108570035,LINP1,LINC00707,NCBI,HGNC:53170,,"LINC00707,PARROT"
1016,GENE ID:285577,LINC01019,LINC01017,NCBI,HGNC:27742,ENSG00000248118,LINC01017
1017,GENE ID:100506421,PANTR1,LINC01114,NCBI,HGNC:49513,ENSG00000233639,"LINC01114,LINC01158,linc-Brn1a,linc-POU3F3"
1018,GENE ID:102724050,GPR84-AS1,LINC01154,NCBI,HGNC:56187,,LINC01154
1019,GENE ID:101927590,LINC01166,LINC01167,NCBI,HGNC:49535,ENSG00000232903,LINC01167
1020,GENE ID:101927289,LINC01237,LINC01238,NCBI,HGNC:49793,ENSG00000233806,LINC01238
1021,GENE ID:106144538,KCNK15-AS1,LINC01260,NCBI,HGNC:49901,,LINC01260
1022,GENE ID:104355289,LINC01324,LINC01323,NCBI,HGNC:50530,ENSG00000241767,LINC01323
1023,GENE ID:104310351,LINC01331,LINC01335,NCBI,HGNC:50538,,"LINC01332,LINC01335,TCONS_00009701"
1024,GENE ID:100506392,SLC16A1-AS1,LINC01357,NCBI,HGNC:49445,ENSG00000226419,LINC01357
1025,GENE ID:100131060,JUN-DT,LINC01358,NCBI,HGNC:49450,,"LINC01135,LINC01358"
1026,GENE ID:643529,LINC00865,LINC01374,NCBI,HGNC:45170,ENSG00000232229,LINC01374
1027,GENE ID:121847983,CDK5R2-AS1,LINC01494,NCBI,HGNC:55677,,LINC01494
1028,GENE ID:653483,AFDN-DT,LINC01558,NCBI,HGNC:21236,,"AFDN-AS1,C6orf124,HGC6.4,LINC01558,MLLT4-AS1,XBP1SBM,dJ431P23.3"
1029,GENE ID:107985307,LINC01705,LINC01655,NCBI,HGNC:52493,,"ERLR,LINC01655,LINC02257,TBUR1"
1030,GENE ID:149837,LINC00654,LINC01729,NCBI,HGNC:27154,ENSG00000205181,LINC01729
1031,GENE ID:388685,LINC01138,LINC01731,NCBI,HGNC:49454,ENSG00000274020,"LINC00875,LINC01731"
1032,GENE ID:400955,LINC01122,LINC01793,NCBI,HGNC:49267,ENSG00000233723,LINC01793
1033,GENE ID:100507073,LINC01798,LINC01799,NCBI,HGNC:52588,ENSG00000232046,LINC01799
1035,GENE ID:101926941,SPRY4-AS1,LINC01844,NCBI,HGNC:53465,,"LINC01844,THCAT68"
1036,GENE ID:148231,LINC00905,LINC01855,NCBI,HGNC:26334,ENSG00000167459,LINC01855
1038,GENE ID:119139904,GOSR2-DT,LINC01974,NCBI,HGNC:55346,ENSG00000261886,LINC01974
1039,GENE ID:401103,LINC01994,LINC01995,NCBI,HGNC:52827,ENSG00000241098,"CASCADES,LINC01995"
1040,GENE ID:100131551,LINC00887,LINC02036,NCBI,HGNC:48574,ENSG00000214145,"ACLY-BP,HEIRCC,LINC02036"
1041,GENE ID:645323,MIR9-2HG,LINC02060,NCBI,HGNC:42810,ENSG00000245526,"ECONEXIN,EyeLinc1,LINC00461,LINC02060,NDIME,VISC"
1042,GENE ID:100861519,GDNF-AS1,LINC02110,NCBI,HGNC:43592,,"GDNFOS,LINC02110"
1043,GENE ID:101929628,LINC02842,LINC02155,NCBI,HGNC:54378,ENSG00000254119,LINC02155
1044,GENE ID:100996541,FAM157C,LINC02193,NCBI,HGNC:34081,,LINC02193
1045,GENE ID:100506674,MRPS30-DT,LINC02224,NCBI,HGNC:53420,ENSG00000251141,"BRCAT107,BRCAT54,LINC02224"
1046,GENE ID:102546227,LINC01340,LINC02234,NCBI,HGNC:50550,ENSG00000250331,LINC02234
1047,GENE ID:91948,LINC00923,LINC02254,NCBI,HGNC:28088,ENSG00000251209,LINC02254
1049,GENE ID:120766148,RRAGAP1-AS1,LINC02302,NCBI,HGNC:55445,,LINC02302
1050,GENE ID:102723332,LINC00412,LINC02340,NCBI,HGNC:42745,,LINC02340
1051,GENE ID:105369739,LINC02450,LINC02451,NCBI,HGNC:53382,ENSG00000257114,LINC02451
1052,GENE ID:101929484,LINC01615,LINC02544,NCBI,HGNC:51898,ENSG00000223485,LINC02544
1053,GENE ID:104457406,MIR222HG,LINC02595,NCBI,HGNC:49555,,"LINC02595,Lnc-Ang362"
1054,GENE ID:118732302,CCNY-AS1,LINC02634,NCBI,HGNC:55252,,LINC02634
1055,GENE ID:399886,LINC02687,LINC02696,NCBI,HGNC:54187,ENSG00000255267,LINC02696
1056,GENE ID:100873946,VAV3-AS1,LINC02785,NCBI,HGNC:40608,ENSG00000230489,LINC02785
1057,GENE ID:339468,LINC02796,LINC02797,NCBI,HGNC:27918,,LINC02797
1058,GENE ID:112267873,LINC02814,LINC02815,NCBI,HGNC:54346,,LINC02815
1059,GENE ID:105371831,LINC02089,LINC02876,NCBI,HGNC:52940,ENSG00000226364,"C17orf112,LINC02876"
1060,GENE ID:284757,MIR646HG,LINC02910,NCBI,HGNC:27659,ENSG00000228340,"C20orf197,LINC02910"
1061,GENE ID:100507254,LINC01013,LINC02921,NCBI,HGNC:48987,ENSG00000228495,"AERRIE,LINC02921"
1062,GENE ID:400685,LINC01801,LINC03049,NCBI,HGNC:52592,ENSG00000267767,LINC03049
1063,GENE ID:105370357,LINC00370,LINC03061,NCBI,HGNC:42692,ENSG00000223617,LINC03061
1064,GENE ID:127379718,CDC42EP3-AS1,LINC03063,NCBI,HGNC:56370,,LINC03063
1065,GENE ID:100505474,LINC01539,LINC03069,NCBI,HGNC:51307,ENSG00000267712,LINC03069
1066,GENE ID:105373212,LINC02768,LINC03081,NCBI,HGNC:54288,,LINC03081
1068,GENE ID:10648,SCGB1D1,LIPA,NCBI,HGNC:18395,ENSG00000168515,"LIPA,LPHA,LPNA"
1069,GENE ID:10647,SCGB1D2,LIPB,NCBI,HGNC:18396,ENSG00000124935,"LIPB,LPHB,LPNB"
1070,GENE ID:3990,LIPC,LIPH,NCBI,HGNC:6619,ENSG00000166035,"HDLCQ12,HL,HTGL,LIPH"
1071,GENE ID:8048,CSRP3,LMO4,NCBI,HGNC:2472,ENSG00000129170,"CLP,CMD1M,CMH12,CRP3,LMO4,MLP"
1072,GENE ID:729420,LMO7DN,LMO7DN-IT1,NCBI,HGNC:44370,ENSG00000178734,"C13orf45,LMO7DN-IT1"
1073,GENE ID:80856,LNPK,LNP1,NCBI,HGNC:21610,ENSG00000144320,"KIAA1715,LNP,LNP1,NEDEHCC,Ul,ulnaless"
