,NCBI_ID,gene_symbol,alias_symbol,gene_type,HGNC_ID,ENSG_ID,collision,source
24000,GENE ID:8367,H4C5,H4C14,protein-coding,HGNC:4790,ENSG00000276966,H4C14,NCBI
23924,GENE ID:8363,H4C11,H4C14,protein-coding,HGNC:4785,ENSG00000197238,H4C14,NCBI
24019,GENE ID:8368,H4C13,H4C14,protein-coding,HGNC:4791,ENSG00000275126,H4C14,NCBI
23853,GENE ID:8359,H4C1,H4C15,protein-coding,HGNC:4781,ENSG00000278637,H4C15,NCBI
55233,GENE ID:121504,H4C16,H4C15,protein-coding,HGNC:20510,ENSG00000197837,H4C15,NCBI
23967,GENE ID:8365,H4C8,H4C15,protein-coding,HGNC:4788,ENSG00000158406,H4C15,NCBI
23984,GENE ID:8366,H4C2,H4C15,protein-coding,HGNC:4789,ENSG00000278705,H4C15,NCBI
24001,GENE ID:8367,H4C5,H4C15,protein-coding,HGNC:4790,ENSG00000276966,H4C15,NCBI
23520,GENE ID:8294,H4C9,H4C15,protein-coding,HGNC:4793,ENSG00000276180,H4C15,NCBI
23925,GENE ID:8363,H4C11,H4C15,protein-coding,HGNC:4785,ENSG00000197238,H4C15,NCBI
23906,GENE ID:8362,H4C12,H4C15,protein-coding,HGNC:4784,ENSG00000273542,H4C15,NCBI
24020,GENE ID:8368,H4C13,H4C15,protein-coding,HGNC:4791,ENSG00000275126,H4C15,NCBI
23871,GENE ID:8360,H4C4,H4C15,protein-coding,HGNC:4782,ENSG00000277157,H4C15,NCBI
24042,GENE ID:8370,H4C14,H4C15,protein-coding,HGNC:4794,ENSG00000270882,H4C15,NCBI
23890,GENE ID:8361,H4C6,H4C15,protein-coding,HGNC:4783,ENSG00000274618,H4C15,NCBI
23947,GENE ID:8364,H4C3,H4C15,protein-coding,HGNC:4787,ENSG00000197061,H4C15,NCBI
23907,GENE ID:8362,H4C12,H4C16,protein-coding,HGNC:4784,ENSG00000273542,H4C16,NCBI
23521,GENE ID:8294,H4C9,H4C16,protein-coding,HGNC:4793,ENSG00000276180,H4C16,NCBI
24002,GENE ID:8367,H4C5,H4C16,protein-coding,HGNC:4790,ENSG00000276966,H4C16,NCBI
24021,GENE ID:8368,H4C13,H4C16,protein-coding,HGNC:4791,ENSG00000275126,H4C16,NCBI
23926,GENE ID:8363,H4C11,H4C16,protein-coding,HGNC:4785,ENSG00000197238,H4C16,NCBI
23872,GENE ID:8360,H4C4,H4C16,protein-coding,HGNC:4782,ENSG00000277157,H4C16,NCBI
23854,GENE ID:8359,H4C1,H4C16,protein-coding,HGNC:4781,ENSG00000278637,H4C16,NCBI
69300,GENE ID:554313,H4C15,H4C16,protein-coding,HGNC:29607,ENSG00000270276,H4C16,NCBI
23985,GENE ID:8366,H4C2,H4C16,protein-coding,HGNC:4789,ENSG00000278705,H4C16,NCBI
23968,GENE ID:8365,H4C8,H4C16,protein-coding,HGNC:4788,ENSG00000158406,H4C16,NCBI
24043,GENE ID:8370,H4C14,H4C16,protein-coding,HGNC:4794,ENSG00000270882,H4C16,NCBI
23948,GENE ID:8364,H4C3,H4C16,protein-coding,HGNC:4787,ENSG00000197061,H4C16,NCBI
23891,GENE ID:8361,H4C6,H4C16,protein-coding,HGNC:4783,ENSG00000274618,H4C16,NCBI
23949,GENE ID:8364,H4C3,H4C2,protein-coding,HGNC:4787,ENSG00000197061,H4C2,NCBI
23908,GENE ID:8362,H4C12,H4C2,protein-coding,HGNC:4784,ENSG00000273542,H4C2,NCBI
23927,GENE ID:8363,H4C11,H4C2,protein-coding,HGNC:4785,ENSG00000197238,H4C2,NCBI
55234,GENE ID:121504,H4C16,H4C2,protein-coding,HGNC:20510,ENSG00000197837,H4C2,NCBI
69301,GENE ID:554313,H4C15,H4C2,protein-coding,HGNC:29607,ENSG00000270276,H4C2,NCBI
23522,GENE ID:8294,H4C9,H4C2,protein-coding,HGNC:4793,ENSG00000276180,H4C2,NCBI
23969,GENE ID:8365,H4C8,H4C2,protein-coding,HGNC:4788,ENSG00000158406,H4C2,NCBI
23855,GENE ID:8359,H4C1,H4C2,protein-coding,HGNC:4781,ENSG00000278637,H4C2,NCBI
23892,GENE ID:8361,H4C6,H4C2,protein-coding,HGNC:4783,ENSG00000274618,H4C2,NCBI
24003,GENE ID:8367,H4C5,H4C2,protein-coding,HGNC:4790,ENSG00000276966,H4C2,NCBI
23873,GENE ID:8360,H4C4,H4C2,protein-coding,HGNC:4782,ENSG00000277157,H4C2,NCBI
24022,GENE ID:8368,H4C13,H4C2,protein-coding,HGNC:4791,ENSG00000275126,H4C2,NCBI
24044,GENE ID:8370,H4C14,H4C2,protein-coding,HGNC:4794,ENSG00000270882,H4C2,NCBI
55235,GENE ID:121504,H4C16,H4C3,protein-coding,HGNC:20510,ENSG00000197837,H4C3,NCBI
23909,GENE ID:8362,H4C12,H4C3,protein-coding,HGNC:4784,ENSG00000273542,H4C3,NCBI
23970,GENE ID:8365,H4C8,H4C3,protein-coding,HGNC:4788,ENSG00000158406,H4C3,NCBI
23874,GENE ID:8360,H4C4,H4C3,protein-coding,HGNC:4782,ENSG00000277157,H4C3,NCBI
23856,GENE ID:8359,H4C1,H4C3,protein-coding,HGNC:4781,ENSG00000278637,H4C3,NCBI
23928,GENE ID:8363,H4C11,H4C3,protein-coding,HGNC:4785,ENSG00000197238,H4C3,NCBI
24023,GENE ID:8368,H4C13,H4C3,protein-coding,HGNC:4791,ENSG00000275126,H4C3,NCBI
23986,GENE ID:8366,H4C2,H4C3,protein-coding,HGNC:4789,ENSG00000278705,H4C3,NCBI
69302,GENE ID:554313,H4C15,H4C3,protein-coding,HGNC:29607,ENSG00000270276,H4C3,NCBI
24045,GENE ID:8370,H4C14,H4C3,protein-coding,HGNC:4794,ENSG00000270882,H4C3,NCBI
23523,GENE ID:8294,H4C9,H4C3,protein-coding,HGNC:4793,ENSG00000276180,H4C3,NCBI
23893,GENE ID:8361,H4C6,H4C3,protein-coding,HGNC:4783,ENSG00000274618,H4C3,NCBI
24004,GENE ID:8367,H4C5,H4C3,protein-coding,HGNC:4790,ENSG00000276966,H4C3,NCBI
23950,GENE ID:8364,H4C3,H4C4,protein-coding,HGNC:4787,ENSG00000197061,H4C4,NCBI
23971,GENE ID:8365,H4C8,H4C4,protein-coding,HGNC:4788,ENSG00000158406,H4C4,NCBI
23929,GENE ID:8363,H4C11,H4C4,protein-coding,HGNC:4785,ENSG00000197238,H4C4,NCBI
23910,GENE ID:8362,H4C12,H4C4,protein-coding,HGNC:4784,ENSG00000273542,H4C4,NCBI
24005,GENE ID:8367,H4C5,H4C4,protein-coding,HGNC:4790,ENSG00000276966,H4C4,NCBI
23857,GENE ID:8359,H4C1,H4C4,protein-coding,HGNC:4781,ENSG00000278637,H4C4,NCBI
23524,GENE ID:8294,H4C9,H4C4,protein-coding,HGNC:4793,ENSG00000276180,H4C4,NCBI
23987,GENE ID:8366,H4C2,H4C4,protein-coding,HGNC:4789,ENSG00000278705,H4C4,NCBI
23894,GENE ID:8361,H4C6,H4C4,protein-coding,HGNC:4783,ENSG00000274618,H4C4,NCBI
69303,GENE ID:554313,H4C15,H4C4,protein-coding,HGNC:29607,ENSG00000270276,H4C4,NCBI
24046,GENE ID:8370,H4C14,H4C4,protein-coding,HGNC:4794,ENSG00000270882,H4C4,NCBI
55236,GENE ID:121504,H4C16,H4C4,protein-coding,HGNC:20510,ENSG00000197837,H4C4,NCBI
24024,GENE ID:8368,H4C13,H4C4,protein-coding,HGNC:4791,ENSG00000275126,H4C4,NCBI
24025,GENE ID:8368,H4C13,H4C5,protein-coding,HGNC:4791,ENSG00000275126,H4C5,NCBI
55237,GENE ID:121504,H4C16,H4C5,protein-coding,HGNC:20510,ENSG00000197837,H4C5,NCBI
23911,GENE ID:8362,H4C12,H4C5,protein-coding,HGNC:4784,ENSG00000273542,H4C5,NCBI
23895,GENE ID:8361,H4C6,H4C5,protein-coding,HGNC:4783,ENSG00000274618,H4C5,NCBI
23875,GENE ID:8360,H4C4,H4C5,protein-coding,HGNC:4782,ENSG00000277157,H4C5,NCBI
23930,GENE ID:8363,H4C11,H4C5,protein-coding,HGNC:4785,ENSG00000197238,H4C5,NCBI
23525,GENE ID:8294,H4C9,H4C5,protein-coding,HGNC:4793,ENSG00000276180,H4C5,NCBI
23988,GENE ID:8366,H4C2,H4C5,protein-coding,HGNC:4789,ENSG00000278705,H4C5,NCBI
69304,GENE ID:554313,H4C15,H4C5,protein-coding,HGNC:29607,ENSG00000270276,H4C5,NCBI
24047,GENE ID:8370,H4C14,H4C5,protein-coding,HGNC:4794,ENSG00000270882,H4C5,NCBI
23858,GENE ID:8359,H4C1,H4C5,protein-coding,HGNC:4781,ENSG00000278637,H4C5,NCBI
23951,GENE ID:8364,H4C3,H4C5,protein-coding,HGNC:4787,ENSG00000197061,H4C5,NCBI
23972,GENE ID:8365,H4C8,H4C5,protein-coding,HGNC:4788,ENSG00000158406,H4C5,NCBI
69305,GENE ID:554313,H4C15,H4C6,protein-coding,HGNC:29607,ENSG00000270276,H4C6,NCBI
55238,GENE ID:121504,H4C16,H4C6,protein-coding,HGNC:20510,ENSG00000197837,H4C6,NCBI
23989,GENE ID:8366,H4C2,H4C6,protein-coding,HGNC:4789,ENSG00000278705,H4C6,NCBI
23931,GENE ID:8363,H4C11,H4C6,protein-coding,HGNC:4785,ENSG00000197238,H4C6,NCBI
23912,GENE ID:8362,H4C12,H4C6,protein-coding,HGNC:4784,ENSG00000273542,H4C6,NCBI
23876,GENE ID:8360,H4C4,H4C6,protein-coding,HGNC:4782,ENSG00000277157,H4C6,NCBI
23859,GENE ID:8359,H4C1,H4C6,protein-coding,HGNC:4781,ENSG00000278637,H4C6,NCBI
23526,GENE ID:8294,H4C9,H4C6,protein-coding,HGNC:4793,ENSG00000276180,H4C6,NCBI
23973,GENE ID:8365,H4C8,H4C6,protein-coding,HGNC:4788,ENSG00000158406,H4C6,NCBI
24048,GENE ID:8370,H4C14,H4C6,protein-coding,HGNC:4794,ENSG00000270882,H4C6,NCBI
24026,GENE ID:8368,H4C13,H4C6,protein-coding,HGNC:4791,ENSG00000275126,H4C6,NCBI
24006,GENE ID:8367,H4C5,H4C6,protein-coding,HGNC:4790,ENSG00000276966,H4C6,NCBI
23952,GENE ID:8364,H4C3,H4C6,protein-coding,HGNC:4787,ENSG00000197061,H4C6,NCBI
55239,GENE ID:121504,H4C16,H4C8,protein-coding,HGNC:20510,ENSG00000197837,H4C8,NCBI
23990,GENE ID:8366,H4C2,H4C8,protein-coding,HGNC:4789,ENSG00000278705,H4C8,NCBI
24049,GENE ID:8370,H4C14,H4C8,protein-coding,HGNC:4794,ENSG00000270882,H4C8,NCBI
23953,GENE ID:8364,H4C3,H4C8,protein-coding,HGNC:4787,ENSG00000197061,H4C8,NCBI
23527,GENE ID:8294,H4C9,H4C8,protein-coding,HGNC:4793,ENSG00000276180,H4C8,NCBI
23860,GENE ID:8359,H4C1,H4C8,protein-coding,HGNC:4781,ENSG00000278637,H4C8,NCBI
24027,GENE ID:8368,H4C13,H4C8,protein-coding,HGNC:4791,ENSG00000275126,H4C8,NCBI
23896,GENE ID:8361,H4C6,H4C8,protein-coding,HGNC:4783,ENSG00000274618,H4C8,NCBI
23913,GENE ID:8362,H4C12,H4C8,protein-coding,HGNC:4784,ENSG00000273542,H4C8,NCBI
69306,GENE ID:554313,H4C15,H4C8,protein-coding,HGNC:29607,ENSG00000270276,H4C8,NCBI
23877,GENE ID:8360,H4C4,H4C8,protein-coding,HGNC:4782,ENSG00000277157,H4C8,NCBI
24007,GENE ID:8367,H4C5,H4C8,protein-coding,HGNC:4790,ENSG00000276966,H4C8,NCBI
23932,GENE ID:8363,H4C11,H4C8,protein-coding,HGNC:4785,ENSG00000197238,H4C8,NCBI
24050,GENE ID:8370,H4C14,H4C9,protein-coding,HGNC:4794,ENSG00000270882,H4C9,NCBI
23991,GENE ID:8366,H4C2,H4C9,protein-coding,HGNC:4789,ENSG00000278705,H4C9,NCBI
23974,GENE ID:8365,H4C8,H4C9,protein-coding,HGNC:4788,ENSG00000158406,H4C9,NCBI
23933,GENE ID:8363,H4C11,H4C9,protein-coding,HGNC:4785,ENSG00000197238,H4C9,NCBI
24008,GENE ID:8367,H4C5,H4C9,protein-coding,HGNC:4790,ENSG00000276966,H4C9,NCBI
24028,GENE ID:8368,H4C13,H4C9,protein-coding,HGNC:4791,ENSG00000275126,H4C9,NCBI
23954,GENE ID:8364,H4C3,H4C9,protein-coding,HGNC:4787,ENSG00000197061,H4C9,NCBI
55240,GENE ID:121504,H4C16,H4C9,protein-coding,HGNC:20510,ENSG00000197837,H4C9,NCBI
23861,GENE ID:8359,H4C1,H4C9,protein-coding,HGNC:4781,ENSG00000278637,H4C9,NCBI
23878,GENE ID:8360,H4C4,H4C9,protein-coding,HGNC:4782,ENSG00000277157,H4C9,NCBI
23914,GENE ID:8362,H4C12,H4C9,protein-coding,HGNC:4784,ENSG00000273542,H4C9,NCBI
23897,GENE ID:8361,H4C6,H4C9,protein-coding,HGNC:4783,ENSG00000274618,H4C9,NCBI
69307,GENE ID:554313,H4C15,H4C9,protein-coding,HGNC:29607,ENSG00000270276,H4C9,NCBI
62714,GENE ID:337880,KRTAP11-1,HACL1,protein-coding,HGNC:18922,ENSG00000182591,HACL1,NCBI
8857,GENE ID:3030,HADHA,HADH,protein-coding,HGNC:4801,ENSG00000084754,HADH,NCBI
940,GENE ID:328,APEX1,HAP1,protein-coding,HGNC:587,ENSG00000100823,HAP1,NCBI
53758,GENE ID:92675,DTD1,HARS2,protein-coding,HGNC:16219,ENSG00000125821,HARS2,NCBI
25625,GENE ID:8886,DDX18,Has1,protein-coding,HGNC:2741,ENSG00000088205,HAS1,NCBI
61447,GENE ID:283460,HNF1A-AS1,HAS1,ncRNA,HGNC:26785,ENSG00000241388,HAS1,NCBI
52779,GENE ID:85344,KRT89P,HBB,pseudo,HGNC:30196,ENSG00000290967,HBB,NCBI
11895,GENE ID:4041,LRP5,HBM,protein-coding,HGNC:6697,ENSG00000162337,HBM,NCBI
67875,GENE ID:414777,HCG18,HCG17,ncRNA,HGNC:31337,ENSG00000231074,HCG17,NCBI
67876,GENE ID:414778,HCG17,HCG18,ncRNA,HGNC:31339,,HCG18,NCBI
64192,GENE ID:360158,CYCSP5,HCP5,pseudo,HGNC:24416,ENSG00000227735,HCP5,NCBI
56277,GENE ID:131450,CD200R1,HCRTR2,protein-coding,HGNC:24235,ENSG00000163606,HCRTR2,NCBI
30345,GENE ID:10559,SLC35A1,hCST,protein-coding,HGNC:11021,ENSG00000164414,HCST,NCBI
27917,GENE ID:9734,HDAC9,HDAC7,protein-coding,HGNC:14065,ENSG00000048052,HDAC7,NCBI
41312,GENE ID:51696,HECA,HDC,protein-coding,HGNC:21041,ENSG00000112406,HDC,NCBI
13663,GENE ID:4780,NFE2L2,HEBP1,protein-coding,HGNC:7782,ENSG00000116044,HEBP1,NCBI
60022,GENE ID:220296,HEPACAM,HEPN1,protein-coding,HGNC:26361,ENSG00000165478,HEPN1,NCBI
23335,GENE ID:8209,GATD3,HES1,protein-coding,HGNC:1273,ENSG00000160221,HES1,NCBI
19607,GENE ID:6654,SOS1,HGF,protein-coding,HGNC:11187,ENSG00000115904,HGF,NCBI
10330,GENE ID:3569,IL6,HGF,protein-coding,HGNC:6018,ENSG00000136244,HGF,NCBI
83289,GENE ID:100750246,HIF1A-AS1,HIF1A-AS3,ncRNA,HGNC:43014,,HIF1A-AS3,NCBI
40648,GENE ID:51361,HOOK1,HK1,protein-coding,HGNC:19884,ENSG00000134709,HK1,NCBI
60751,GENE ID:255061,TAC4,HK1,protein-coding,HGNC:16641,ENSG00000176358,HK1,NCBI
11234,GENE ID:3816,KLK1,hK1,protein-coding,HGNC:6357,ENSG00000167748,HK1,NCBI
10884,GENE ID:3739,KCNA4,HK1,protein-coding,HGNC:6222,ENSG00000182255,HK1,NCBI
11237,GENE ID:3817,KLK2,hK2,protein-coding,HGNC:6363,ENSG00000167751,HK2,NCBI
10894,GENE ID:3741,KCNA5,HK2,protein-coding,HGNC:6224,ENSG00000130037,HK2,NCBI
11139,GENE ID:3796,KIF2A,HK2,protein-coding,HGNC:6318,ENSG00000068796,HK2,NCBI
39045,GENE ID:29911,HOOK2,HK2,protein-coding,HGNC:19885,ENSG00000095066,HK2,NCBI
51875,GENE ID:84376,HOOK3,HK3,protein-coding,HGNC:23576,ENSG00000168172,HK3,NCBI
1031,GENE ID:354,KLK3,hK3,protein-coding,HGNC:6364,ENSG00000142515,HK3,NCBI
9139,GENE ID:3113,HLA-DPA1,HLA-DPB1,protein-coding,HGNC:4938,ENSG00000231389,HLA-DPB1,NCBI
9182,GENE ID:3125,HLA-DRB3,HLA-DPB1,protein-coding,HGNC:4951,,HLA-DPB1,NCBI
9167,GENE ID:3120,HLA-DQB2,HLA-DQB1,protein-coding,HGNC:4945,ENSG00000232629,HLA-DQB1,NCBI
7968,GENE ID:2775,GNAO1,HLA-DQB1,protein-coding,HGNC:4389,ENSG00000087258,HLA-DQB1,NCBI
9156,GENE ID:3117,HLA-DQA1,HLA-DQB1,protein-coding,HGNC:4942,ENSG00000196735,HLA-DQB1,NCBI
9004,GENE ID:3077,HFE,HLA-H,protein-coding,HGNC:4886,ENSG00000010704,HLA-H,NCBI
5965,GENE ID:2034,EPAS1,HLF,protein-coding,HGNC:3374,ENSG00000116016,HLF,NCBI
20427,GENE ID:6927,HNF1A,HNF4A,protein-coding,HGNC:11621,ENSG00000135100,HNF4A,NCBI
71262,GENE ID:649330,HNRNPCL3,HNRNPCL2,protein-coding,HGNC:51235,ENSG00000277058,HNRNPCL2,NCBI
85283,GENE ID:101060301,HNRNPCL4,HNRNPCL3,protein-coding,HGNC:51333,ENSG00000179412,HNRNPCL3,NCBI
71263,GENE ID:649330,HNRNPCL3,HNRNPCL4,protein-coding,HGNC:51235,ENSG00000277058,HNRNPCL4,NCBI
29807,GENE ID:10395,DLC1,HP,protein-coding,HGNC:2897,ENSG00000164741,HP,NCBI
9524,GENE ID:3250,HPR,HP,protein-coding,HGNC:5156,ENSG00000261701,HP,NCBI
28201,GENE ID:9843,HEPH,Hp,protein-coding,HGNC:4866,ENSG00000089472,HP,NCBI
2206,GENE ID:773,CACNA1A,HPCA,protein-coding,HGNC:1388,ENSG00000141837,HPCA,NCBI
44316,GENE ID:55769,ZNF83,HPF1,protein-coding,HGNC:13158,ENSG00000167766,HPF1,NCBI
16942,GENE ID:5867,RAB4A,HRES1,protein-coding,HGNC:9781,ENSG00000168118,HRES1,NCBI
44040,GENE ID:55652,SLC48A1,HRG,protein-coding,HGNC:26035,ENSG00000211584,HRG,NCBI
9034,GENE ID:3084,NRG1,HRG,protein-coding,HGNC:7997,ENSG00000157168,HRG,NCBI
4965,GENE ID:1659,DHX8,HRH1,protein-coding,HGNC:2749,ENSG00000067596,HRH1,NCBI
27847,GENE ID:9704,DHX34,HRH1,protein-coding,HGNC:16719,ENSG00000134815,HRH1,NCBI
47818,GENE ID:64711,HS3ST6,HS3ST5,protein-coding,HGNC:14178,ENSG00000162040,HS3ST5,NCBI
58489,GENE ID:158160,HSD17B7P2,HSD17B7,pseudo,HGNC:28120,ENSG00000290439,HSD17B7,NCBI
96542,GENE ID:106480180,RNU1-93P,HTR2B,pseudo,HGNC:48435,ENSG00000201574,HTR2B,NCBI
2081,GENE ID:726,CAPN5,HTRA3,protein-coding,HGNC:1482,ENSG00000149260,HTRA3,NCBI
19115,GENE ID:6532,SLC6A4,HTT,protein-coding,HGNC:11050,ENSG00000108576,HTT,NCBI
19670,GENE ID:6677,SPAM1,HYAL1,protein-coding,HGNC:11217,ENSG00000106304,HYAL1,NCBI
19671,GENE ID:6677,SPAM1,HYAL3,protein-coding,HGNC:11217,ENSG00000106304,HYAL3,NCBI
42440,GENE ID:54768,HYDIN,HYDIN2,protein-coding,HGNC:19368,ENSG00000157423,HYDIN2,NCBI
78339,GENE ID:100288805,HYDIN2,HYDINP1,pseudo,HGNC:33129,,HYDINP1,NCBI
82500,GENE ID:100529067,SERF2-C15ORF63,HYPK,ncRNA,,,HYPK,NCBI
9993,GENE ID:3439,IFNA1,IFNA13,protein-coding,HGNC:5417,ENSG00000197919,IFNA13,NCBI
37552,GENE ID:28404,IGHV3-38-3,IGH,other,HGNC:5629,,IGH,NCBI
37545,GENE ID:28402,IGHV3-69-1,IGH,pseudo,HGNC:5631,ENSG00000282600,IGH,NCBI
37393,GENE ID:28309,IGHV3OR16-7,IGH,pseudo,HGNC:5642,,IGH,NCBI
10742,GENE ID:3697,ITIH1,IGHEP1,protein-coding,HGNC:6166,ENSG00000055957,IGHEP1,NCBI
37546,GENE ID:28402,IGHV3-69-1,IGHM,pseudo,HGNC:5631,ENSG00000282600,IGHM,NCBI
37548,GENE ID:28402,IGHV3-69-1,IGHV3-11,pseudo,HGNC:5631,ENSG00000282600,IGHV3-11,NCBI
81297,GENE ID:100423062,IGLL5,IGL,protein-coding,HGNC:38476,ENSG00000254709,IGL,NCBI
54077,GENE ID:96610,BMS1P20,IGL,pseudo,HGNC:49153,,IGL,NCBI
10210,GENE ID:3535,IGL,IGLC6,protein-coding,HGNC:5853,,IGLC6,NCBI
11091,GENE ID:3783,KCNN4,IK,protein-coding,HGNC:6293,ENSG00000104783,IK,NCBI
54145,GENE ID:112744,IL17F,IL17A,protein-coding,HGNC:16404,ENSG00000112116,IL17A,NCBI
44752,GENE ID:56005,MYDGF,IL25,protein-coding,HGNC:16948,ENSG00000074842,IL25,NCBI
44753,GENE ID:56005,MYDGF,IL27,protein-coding,HGNC:16948,ENSG00000074842,IL27,NCBI
52502,GENE ID:84888,SPPL2A,IMP3,protein-coding,HGNC:30227,ENSG00000138600,IMP3,NCBI
30641,GENE ID:10643,IGF2BP3,IMP3,protein-coding,HGNC:28868,ENSG00000136231,IMP3,NCBI
49139,GENE ID:79711,IPO4,Imp4,protein-coding,HGNC:19426,ENSG00000196497,IMP4,NCBI
45323,GENE ID:56928,SPPL2B,IMP4,protein-coding,HGNC:30627,ENSG00000005206,IMP4,NCBI
72302,GENE ID:727833,IMPDH1P11,IMPDH1,pseudo,HGNC:6054,,IMPDH1,NCBI
36950,GENE ID:27160,INGX,ING2,pseudo,HGNC:6064,ENSG00000293133,ING2,NCBI
42135,GENE ID:54556,ING3,ING2,protein-coding,HGNC:14587,ENSG00000071243,ING2,NCBI
33521,GENE ID:23203,PMPCA,INPP5E,protein-coding,HGNC:18667,ENSG00000165688,INPP5E,NCBI
14136,GENE ID:4952,OCRL,INPP5F,protein-coding,HGNC:8108,ENSG00000122126,INPP5F,NCBI
55916,GENE ID:128153,SPATA17,IQCH,protein-coding,HGNC:25184,ENSG00000162814,IQCH,NCBI
69584,GENE ID:574538,IQSEC3-AS3,IQSEC3-AS1,ncRNA,HGNC:58418,ENSG00000249695,IQSEC3-AS1,NCBI
82717,GENE ID:100534599,ISY1-RAB43,ISY1,protein-coding,HGNC:42969,ENSG00000261796,ISY1,NCBI
30258,GENE ID:10535,RNASEH2A,JUNB,protein-coding,HGNC:18518,ENSG00000104889,JUNB,NCBI
36844,GENE ID:27094,KCNMB3,KCNMB2,protein-coding,HGNC:6287,ENSG00000171121,KCNMB2,NCBI
75580,GENE ID:100132285,KIR2DS2,KIR2DL1,protein-coding,HGNC:6334,,KIR2DL1,NCBI
11162,GENE ID:3802,KIR2DL1,KIR2DL3,protein-coding,HGNC:6329,ENSG00000125498,KIR2DL3,NCBI
54658,GENE ID:115653,KIR3DL3,KIR2DL5B,protein-coding,HGNC:16312,ENSG00000242019,KIR2DL5B,NCBI
11207,GENE ID:3811,KIR3DL1,KIR2DL5B,protein-coding,HGNC:6338,ENSG00000167633,KIR2DL5B,NCBI
11179,GENE ID:3804,KIR2DL3,KIR2DS5,protein-coding,HGNC:6331,ENSG00000243772,KIR2DS5,NCBI
57600,GENE ID:147700,KLC3,KLC2,protein-coding,HGNC:20717,ENSG00000104892,KLC2,NCBI
50006,GENE ID:80320,SP6,KLF14,protein-coding,HGNC:14530,ENSG00000189120,KLF14,NCBI
24381,GENE ID:8507,ENC1,KLHL35,protein-coding,HGNC:3345,ENSG00000171617,KLHL35,NCBI
44737,GENE ID:55975,KLHL7,KLHL6,protein-coding,HGNC:15646,ENSG00000122550,KLHL6,NCBI
11238,GENE ID:3818,KLKB1,KLK3,protein-coding,HGNC:6371,ENSG00000164344,KLK3,NCBI
11233,GENE ID:3816,KLK1,Klk6,protein-coding,HGNC:6357,ENSG00000167748,KLK6,NCBI
16307,GENE ID:5653,KLK6,Klk7,protein-coding,HGNC:6367,ENSG00000167755,KLK7,NCBI
13982,GENE ID:4893,NRAS,KRAS,protein-coding,HGNC:7989,ENSG00000213281,KRAS,NCBI
11384,GENE ID:3853,KRT6A,KRT6C,protein-coding,HGNC:6443,ENSG00000205420,KRT6C,NCBI
64631,GENE ID:386678,KRTAP10-11,KRTAP10-9,protein-coding,HGNC:20528,ENSG00000243489,KRTAP10-9,NCBI
72461,GENE ID:728279,KRTAP2-2,KRTAP2-1,protein-coding,HGNC:18905,ENSG00000214518,KRTAP2-1,NCBI
52745,GENE ID:85294,KRTAP2-4,KRTAP2-3,protein-coding,HGNC:18891,ENSG00000213417,KRTAP2-3,NCBI
73294,GENE ID:730755,KRTAP2-3,KRTAP2-4,protein-coding,HGNC:18906,ENSG00000212724,KRTAP2-4,NCBI
11340,GENE ID:3846,KRTAP5-9,KRTAP5-1,protein-coding,HGNC:23604,ENSG00000254997,KRTAP5-1,NCBI
67907,GENE ID:439915,KRTAP5-5,KRTAP5-11,protein-coding,HGNC:23601,ENSG00000185940,KRTAP5-11,NCBI
46603,GENE ID:57830,KRTAP5-8,KRTAP5-2,protein-coding,HGNC:23603,ENSG00000241233,KRTAP5-2,NCBI
67946,GENE ID:440050,KRTAP5-7,KRTAP5-3,protein-coding,HGNC:23602,ENSG00000244411,KRTAP5-3,NCBI
67948,GENE ID:440051,KRTAP5-11,KRTAP5-5,protein-coding,HGNC:23606,ENSG00000204571,KRTAP5-5,NCBI
67949,GENE ID:440051,KRTAP5-11,KRTAP5-6,protein-coding,HGNC:23606,ENSG00000204571,KRTAP5-6,NCBI
67934,GENE ID:440021,KRTAP5-2,KRTAP5-8,protein-coding,HGNC:23597,ENSG00000205867,KRTAP5-8,NCBI
64811,GENE ID:387266,KRTAP5-3,KRTAP5-9,protein-coding,HGNC:23598,ENSG00000196224,KRTAP5-9,NCBI
32780,GENE ID:22866,CNKSR2,KSR2,protein-coding,HGNC:19701,ENSG00000149970,KSR2,NCBI
11555,GENE ID:3910,LAMA4,LAMA3,protein-coding,HGNC:6484,ENSG00000112769,LAMA3,NCBI
52392,GENE ID:84823,LMNB2,LAMB2,protein-coding,HGNC:6638,ENSG00000176619,LAMB2,NCBI
11570,GENE ID:3915,LAMC1,LAMB2,protein-coding,HGNC:6492,ENSG00000135862,LAMB2,NCBI
22802,GENE ID:7852,CXCR4,LAP3,protein-coding,HGNC:2561,ENSG00000121966,LAP3,NCBI
34470,GENE ID:23595,ORC3,LAT,protein-coding,HGNC:8489,ENSG00000135336,LAT,NCBI
51382,GENE ID:83985,SPNS1,LAT,protein-coding,HGNC:30621,ENSG00000169682,LAT,NCBI
34048,GENE ID:23428,SLC7A8,LAT2,protein-coding,HGNC:11066,ENSG00000092068,LAT2,NCBI
60194,GENE ID:221491,SMIM29,LBH,protein-coding,HGNC:1340,ENSG00000186577,LBH,NCBI
5776,GENE ID:1962,EHHADH,LBP,protein-coding,HGNC:3247,ENSG00000113790,LBP,NCBI
11594,GENE ID:3921,RPSA,LBP,protein-coding,HGNC:6502,ENSG00000168028,LBP,NCBI
