NCBI_ID,primary_gene_symbol,collision,gene_type,HGNC_ID,ENSG_ID,source
GENE ID:325,APCS,SAP,protein-coding,HGNC:584,ENSG00000132703,NCBI
GENE ID:2005,ELK4,SAP1,protein-coding,HGNC:3326,ENSG00000158711,NCBI
GENE ID:5794,PTPRH,SAP1,protein-coding,HGNC:9672,ENSG00000080031,NCBI
GENE ID:1673,DEFB4A,SAP1,protein-coding,HGNC:2767,ENSG00000171711,NCBI
GENE ID:5660,PSAP,SAP1,protein-coding,HGNC:9498,ENSG00000197746,NCBI
GENE ID:9701,PPP6R2,SAP190,protein-coding,HGNC:19253,ENSG00000100239,NCBI
GENE ID:22870,PPP6R1,SAP190,protein-coding,HGNC:29195,ENSG00000105063,NCBI
GENE ID:55291,PPP6R3,SAP190,protein-coding,HGNC:1173,ENSG00000110075,NCBI
GENE ID:2004,ELK3,SAP2,protein-coding,HGNC:3325,ENSG00000111145,NCBI
GENE ID:85444,LRRCC1,SAP2,protein-coding,HGNC:29373,ENSG00000133739,NCBI
GENE ID:5660,PSAP,SAP2,protein-coding,HGNC:9498,ENSG00000197746,NCBI
GENE ID:51203,NUSAP1,SAPL,protein-coding,HGNC:18538,ENSG00000137804,NCBI
GENE ID:55291,PPP6R3,SAPL,protein-coding,HGNC:1173,ENSG00000110075,NCBI
GENE ID:6345,SRL,SAR,protein-coding,HGNC:11295,ENSG00000185739,NCBI
GENE ID:1757,SARDH,SAR,protein-coding,HGNC:10536,ENSG00000123453,NCBI
GENE ID:8856,NR1I2,SAR,protein-coding,HGNC:7968,ENSG00000144852,NCBI
GENE ID:56681,SAR1A,SAR1,protein-coding,HGNC:10534,ENSG00000079332,NCBI
GENE ID:8826,IQGAP1,SAR1,protein-coding,HGNC:6110,ENSG00000140575,NCBI
GENE ID:9372,ZFYVE9,SARA,protein-coding,HGNC:6775,ENSG00000157077,NCBI
GENE ID:54938,SARS2,SARS,protein-coding,HGNC:17697,ENSG00000104835,NCBI
GENE ID:6301,SARS1,SARS,protein-coding,HGNC:10537,ENSG00000031698,NCBI
GENE ID:54187,NANS,SAS,protein-coding,HGNC:19237,ENSG00000095380,NCBI
GENE ID:6302,TSPAN31,SAS,protein-coding,HGNC:10539,ENSG00000135452,NCBI
GENE ID:22983,MAST1,SAST,protein-coding,HGNC:19034,ENSG00000105613,NCBI
GENE ID:55301,OLAH,SAST,protein-coding,HGNC:25625,ENSG00000152463,NCBI
GENE ID:10861,SLC26A1,SAT1,protein-coding,HGNC:10993,ENSG00000145217,NCBI
GENE ID:81539,SLC38A1,SAT1,protein-coding,HGNC:13447,ENSG00000111371,NCBI
GENE ID:6843,VAMP1,SAX1,protein-coding,HGNC:12642,ENSG00000139190,NCBI
GENE ID:390010,NKX1-2,SAX1,protein-coding,HGNC:31652,ENSG00000229544,NCBI
GENE ID:54729,NKX1-1,SAX2,protein-coding,HGNC:24975,ENSG00000235608,NCBI
GENE ID:10749,KIF1C,SAX2,protein-coding,HGNC:6317,ENSG00000129250,NCBI
GENE ID:6091,ROBO1,SAX3,protein-coding,HGNC:10249,ENSG00000169855,NCBI
GENE ID:6092,ROBO2,SAX3,protein-coding,HGNC:10250,ENSG00000185008,NCBI
GENE ID:83891,SNX25,SBBI31,protein-coding,HGNC:21883,ENSG00000109762,NCBI
GENE ID:28966,SNX24,SBBI31,protein-coding,HGNC:21533,ENSG00000064652,NCBI
GENE ID:54535,CCHCR1,SBP,protein-coding,HGNC:13930,ENSG00000204536,NCBI
GENE ID:6462,SHBG,SBP,protein-coding,HGNC:10839,ENSG00000129214,NCBI
GENE ID:51534,VTA1,SBP1,protein-coding,HGNC:20954,ENSG00000009844,NCBI
GENE ID:1954,MEGF8,SBP1,protein-coding,HGNC:3233,ENSG00000105429,NCBI
GENE ID:8404,SPARCL1,SC1,protein-coding,HGNC:11220,ENSG00000152583,NCBI
GENE ID:6941,TCF19,SC1,protein-coding,HGNC:11629,ENSG00000137310,NCBI
GENE ID:6311,ATXN2,SCA2,protein-coding,HGNC:10555,ENSG00000204842,NCBI
GENE ID:4061,LY6E,SCA2,protein-coding,HGNC:6727,ENSG00000160932,NCBI
GENE ID:7084,TK2,SCA31,protein-coding,HGNC:11831,ENSG00000166548,NCBI
GENE ID:146227,BEAN1,SCA31,protein-coding,HGNC:24160,ENSG00000166546,NCBI
GENE ID:25894,PLEKHG4,SCA4,protein-coding,HGNC:24501,ENSG00000196155,NCBI
GENE ID:463,ZFHX3,SCA4,protein-coding,HGNC:777,ENSG00000140836,NCBI
GENE ID:6315,ATXN8OS,SCA8,ncRNA,HGNC:10561,ENSG00000230223,NCBI
GENE ID:56652,TWNK,SCA8,protein-coding,HGNC:1160,ENSG00000107815,NCBI
GENE ID:8936,WASF1,SCAR1,protein-coding,HGNC:12732,ENSG00000112290,NCBI
GENE ID:23064,SETX,SCAR1,protein-coding,HGNC:445,ENSG00000107290,NCBI
GENE ID:23203,PMPCA,SCAR2,protein-coding,HGNC:18667,ENSG00000165688,NCBI
GENE ID:10163,WASF2,SCAR2,protein-coding,HGNC:12733,ENSG00000158195,NCBI
GENE ID:5885,RAD21,SCC1,protein-coding,HGNC:9811,ENSG00000164754,NCBI
GENE ID:5795,PTPRJ,SCC1,protein-coding,HGNC:9673,ENSG00000149177,NCBI
GENE ID:6317,SERPINB3,SCCA1,protein-coding,HGNC:10569,ENSG00000057149,NCBI
GENE ID:6318,SERPINB4,SCCA1,protein-coding,HGNC:10570,ENSG00000206073,NCBI
GENE ID:1145,CHRNE,SCCMS,protein-coding,HGNC:1966,ENSG00000108556,NCBI
GENE ID:1144,CHRND,SCCMS,protein-coding,HGNC:1965,ENSG00000135902,NCBI
GENE ID:1134,CHRNA1,SCCMS,protein-coding,HGNC:1955,ENSG00000138435,NCBI
GENE ID:1140,CHRNB1,SCCMS,protein-coding,HGNC:1961,ENSG00000170175,NCBI
GENE ID:3028,HSD17B10,SCHAD,protein-coding,HGNC:4800,ENSG00000072506,NCBI
GENE ID:3033,HADH,SCHAD,protein-coding,HGNC:4799,ENSG00000138796,NCBI
GENE ID:5116,PCNT,SCKL4,protein-coding,HGNC:16068,ENSG00000160299,NCBI
GENE ID:55835,CPAP,SCKL4,protein-coding,HGNC:17272,ENSG00000151849,NCBI
GENE ID:51540,SCLY,SCL,protein-coding,HGNC:18161,ENSG00000132330,NCBI
GENE ID:3855,KRT7,SCL,protein-coding,HGNC:6445,ENSG00000135480,NCBI
GENE ID:6886,TAL1,SCL,protein-coding,HGNC:11556,ENSG00000162367,NCBI
GENE ID:1991,ELANE,SCN1,protein-coding,HGNC:3309,ENSG00000197561,NCBI
GENE ID:6323,SCN1A,SCN1,protein-coding,HGNC:10585,ENSG00000144285,NCBI
GENE ID:51,ACOX1,SCOX,protein-coding,HGNC:119,ENSG00000161533,NCBI
GENE ID:6342,SCP2,SCOX,protein-coding,HGNC:10606,ENSG00000116171,NCBI
GENE ID:114131,UCN3,SCP,protein-coding,HGNC:17781,ENSG00000178473,NCBI
GENE ID:2571,GAD1,SCP,protein-coding,HGNC:4092,ENSG00000128683,NCBI
GENE ID:55974,SLC50A1,SCP,protein-coding,HGNC:30657,ENSG00000169241,NCBI
GENE ID:6342,SCP2,SCP-2,protein-coding,HGNC:10606,ENSG00000116171,NCBI
GENE ID:10388,SYCP2,SCP-2,protein-coding,HGNC:11490,ENSG00000196074,NCBI
GENE ID:6847,SYCP1,SCP1,protein-coding,HGNC:11487,ENSG00000198765,NCBI
GENE ID:58190,CTDSP1,SCP1,protein-coding,HGNC:21614,ENSG00000144579,NCBI
GENE ID:10106,CTDSP2,SCP2,protein-coding,HGNC:17077,ENSG00000175215,NCBI
GENE ID:10388,SYCP2,SCP2,protein-coding,HGNC:11490,ENSG00000196074,NCBI
GENE ID:50511,SYCP3,SCP3,protein-coding,HGNC:18130,ENSG00000139351,NCBI
GENE ID:10217,CTDSPL,SCP3,protein-coding,HGNC:16890,ENSG00000144677,NCBI
GENE ID:348249,CCL15-CCL14,SCYA15,ncRNA,HGNC:44436,,NCBI
GENE ID:6359,CCL15,SCYA15,protein-coding,HGNC:10613,ENSG00000275718,NCBI
GENE ID:6351,CCL4,SCYA2,protein-coding,HGNC:10630,ENSG00000275302,NCBI
GENE ID:6347,CCL2,SCYA2,protein-coding,HGNC:10618,ENSG00000108691,NCBI
GENE ID:6349,CCL3L1,SCYA3L,protein-coding,HGNC:10628,,NCBI
GENE ID:414062,CCL3L3,SCYA3L,protein-coding,HGNC:30554,ENSG00000276085,NCBI
GENE ID:414062,CCL3L3,SCYA3L1,protein-coding,HGNC:30554,ENSG00000276085,NCBI
GENE ID:6349,CCL3L1,SCYA3L1,protein-coding,HGNC:10628,,NCBI
GENE ID:388372,CCL4L1,SCYA4L,protein-coding,HGNC:10631,,NCBI
GENE ID:9560,CCL4L2,SCYA4L,protein-coding,HGNC:24066,ENSG00000276070,NCBI
GENE ID:5999,RGS4,SCZD9,protein-coding,HGNC:10000,ENSG00000117152,NCBI
GENE ID:27185,DISC1,SCZD9,protein-coding,HGNC:2888,ENSG00000162946,NCBI
GENE ID:5905,RANGAP1,SD,protein-coding,HGNC:9854,ENSG00000100401,NCBI
GENE ID:26503,SLC17A5,SD,protein-coding,HGNC:10933,ENSG00000119899,NCBI
GENE ID:10993,SDS,SDH,protein-coding,HGNC:10691,ENSG00000135094,NCBI
GENE ID:6652,SORD,SDH,protein-coding,HGNC:11184,ENSG00000140263,NCBI
GENE ID:6390,SDHB,SDH,protein-coding,HGNC:10681,ENSG00000117118,NCBI
GENE ID:1757,SARDH,SDH,protein-coding,HGNC:10536,ENSG00000123453,NCBI
GENE ID:6390,SDHB,SDH1,protein-coding,HGNC:10681,ENSG00000117118,NCBI
GENE ID:6389,SDHA,SDH1,protein-coding,HGNC:10680,ENSG00000073578,NCBI
GENE ID:6389,SDHA,SDH2,protein-coding,HGNC:10680,ENSG00000073578,NCBI
GENE ID:6390,SDHB,SDH2,protein-coding,HGNC:10681,ENSG00000117118,NCBI
GENE ID:642502,SDHCP5,SDH3,pseudo,HGNC:57039,,NCBI
GENE ID:6391,SDHC,SDH3,protein-coding,HGNC:10682,ENSG00000143252,NCBI
GENE ID:51429,SNX9,SDP1,protein-coding,HGNC:14973,ENSG00000130340,NCBI
GENE ID:51282,SCAND1,SDP1,protein-coding,HGNC:10566,ENSG00000171222,NCBI
GENE ID:27020,NPTN,SDR1,protein-coding,HGNC:17867,ENSG00000156642,NCBI
GENE ID:9249,DHRS3,SDR1,protein-coding,HGNC:17693,ENSG00000162496,NCBI
GENE ID:10202,DHRS2,SDR25C1,protein-coding,HGNC:18349,ENSG00000100867,NCBI
GENE ID:10901,DHRS4,SDR25C1,protein-coding,HGNC:16985,ENSG00000157326,NCBI
GENE ID:6576,SLC25A1,SEA,protein-coding,HGNC:10979,ENSG00000100075,NCBI
GENE ID:4486,MST1R,SEA,protein-coding,HGNC:7381,ENSG00000164078,NCBI
GENE ID:284306,ZNF547,SEDLP1,protein-coding,HGNC:26432,ENSG00000152433,NCBI
GENE ID:10597,TRAPPC2B,SEDLP1,protein-coding,HGNC:10710,ENSG00000256060,NCBI
GENE ID:7024,TFCP2,SEF,protein-coding,HGNC:11748,ENSG00000135457,NCBI
GENE ID:54756,IL17RD,SEF,protein-coding,HGNC:17616,ENSG00000144730,NCBI
GENE ID:57556,SEMA6A,SEMA,protein-coding,HGNC:10738,ENSG00000092421,NCBI
GENE ID:54910,SEMA4C,SEMAF,protein-coding,HGNC:10731,ENSG00000168758,NCBI
GENE ID:9037,SEMA5A,SEMAF,protein-coding,HGNC:10736,ENSG00000112902,NCBI
GENE ID:8482,SEMA7A,SEMAL,protein-coding,HGNC:10741,ENSG00000138623,NCBI
GENE ID:10371,SEMA3A,SEMAL,protein-coding,HGNC:10723,ENSG00000075213,NCBI
GENE ID:6406,SEMG1,SEMG,protein-coding,HGNC:10742,ENSG00000124233,NCBI
GENE ID:10934,MORF4,SEN1,pseudo,HGNC:15773,,NCBI
GENE ID:79258,MMEL1,SEP,protein-coding,HGNC:14668,ENSG00000142606,NCBI
GENE ID:5364,PLXNB1,SEP,protein-coding,HGNC:9103,ENSG00000164050,NCBI
GENE ID:1731,SEPTIN1,SEP1,protein-coding,HGNC:2879,ENSG00000180096,NCBI
GENE ID:54464,XRN1,SEP1,protein-coding,HGNC:30654,ENSG00000114127,NCBI
GENE ID:23157,SEPTIN6,SEP2,protein-coding,HGNC:15848,ENSG00000125354,NCBI
GENE ID:23176,SEPTIN8,SEP2,protein-coding,HGNC:16511,ENSG00000164402,NCBI
GENE ID:23157,SEPTIN6,SEPT2,protein-coding,HGNC:15848,ENSG00000125354,NCBI
GENE ID:4735,SEPTIN2,SEPT2,protein-coding,HGNC:7729,ENSG00000168385,NCBI
GENE ID:6301,SARS1,SERRS,protein-coding,HGNC:10537,ENSG00000031698,NCBI
GENE ID:6301,SARS1,SERS,protein-coding,HGNC:10537,ENSG00000031698,NCBI
GENE ID:54938,SARS2,SERS,protein-coding,HGNC:17697,ENSG00000104835,NCBI
GENE ID:1066,CES1,SES1,protein-coding,HGNC:1863,ENSG00000198848,NCBI
GENE ID:144717,PHETA1,SES1,protein-coding,HGNC:26509,ENSG00000198324,NCBI
GENE ID:9805,SCRN1,SES1,protein-coding,HGNC:22192,ENSG00000136193,NCBI
GENE ID:83667,SESN2,SES2,protein-coding,HGNC:20746,ENSG00000130766,NCBI
GENE ID:57108,KMT5AP1,SET7,pseudo,HGNC:30088,,NCBI
GENE ID:80854,SETD7,SET7,protein-coding,HGNC:30412,ENSG00000145391,NCBI
GENE ID:3082,HGF,SF,protein-coding,HGNC:4893,ENSG00000019991,NCBI
GENE ID:4254,KITLG,SF,protein-coding,HGNC:6343,ENSG00000049130,NCBI
GENE ID:51606,ATP6V1H,SFD,protein-coding,HGNC:18303,ENSG00000047249,NCBI
GENE ID:7078,TIMP3,SFD,protein-coding,HGNC:11822,ENSG00000100234,NCBI
GENE ID:653509,SFTPA1,SFTP1,protein-coding,HGNC:10798,ENSG00000122852,NCBI
GENE ID:729238,SFTPA2,SFTP1,protein-coding,HGNC:10799,ENSG00000185303,NCBI
GENE ID:6801,STRN,SG2NA,protein-coding,HGNC:11424,ENSG00000115808,NCBI
GENE ID:29966,STRN3,SG2NA,protein-coding,HGNC:15720,ENSG00000196792,NCBI
GENE ID:1053,CEBPE,SGD1,protein-coding,HGNC:1836,ENSG00000092067,NCBI
GENE ID:64434,NOM1,SGD1,protein-coding,HGNC:13244,ENSG00000146909,NCBI
GENE ID:6407,SEMG2,SGII,protein-coding,HGNC:10743,ENSG00000124157,NCBI
GENE ID:56676,ASCL3,SGN1,protein-coding,HGNC:740,ENSG00000176009,NCBI
GENE ID:2873,GPS1,SGN1,protein-coding,HGNC:4549,ENSG00000169727,NCBI
GENE ID:2200,FBN1,SGS,protein-coding,HGNC:3603,ENSG00000166147,NCBI
GENE ID:6497,SKI,SGS,protein-coding,HGNC:10896,ENSG00000157933,NCBI
GENE ID:11319,ECD,SGT1,protein-coding,HGNC:17029,ENSG00000122882,NCBI
GENE ID:6449,SGTA,SGT1,protein-coding,HGNC:10819,ENSG00000104969,NCBI
GENE ID:10910,SUGT1,SGT1,protein-coding,HGNC:16987,ENSG00000165416,NCBI
GENE ID:8496,PPFIBP1,SGT2,protein-coding,HGNC:9249,ENSG00000110841,NCBI
GENE ID:54557,SGTB,SGT2,protein-coding,HGNC:23567,ENSG00000197860,NCBI
GENE ID:51463,GPR89B,SH120,protein-coding,HGNC:13840,ENSG00000188092,NCBI
GENE ID:653519,GPR89A,SH120,protein-coding,HGNC:31984,ENSG00000117262,NCBI
GENE ID:136227,COL26A1,SH2B,protein-coding,HGNC:18038,ENSG00000160963,NCBI
GENE ID:25970,SH2B1,SH2B,protein-coding,HGNC:30417,ENSG00000178188,NCBI
GENE ID:57477,SHROOM4,SHAP,protein-coding,HGNC:29215,ENSG00000158352,NCBI
GENE ID:3699,ITIH3,SHAP,protein-coding,HGNC:6168,ENSG00000162267,NCBI
GENE ID:3698,ITIH2,SHAP,protein-coding,HGNC:6167,ENSG00000151655,NCBI
GENE ID:3697,ITIH1,SHAP,protein-coding,HGNC:6166,ENSG00000055957,NCBI
GENE ID:4948,OCA2,SHEP1,protein-coding,HGNC:8101,ENSG00000104044,NCBI
GENE ID:8924,HERC2,SHEP1,protein-coding,HGNC:4868,ENSG00000128731,NCBI
GENE ID:10044,SH2D3C,SHEP1,protein-coding,HGNC:16884,ENSG00000095370,NCBI
GENE ID:7979,SEM1,SHFM1,protein-coding,HGNC:10845,ENSG00000127922,NCBI
GENE ID:1749,DLX5,SHFM1,protein-coding,HGNC:2918,ENSG00000105880,NCBI
GENE ID:6472,SHMT2,SHMT,protein-coding,HGNC:10852,ENSG00000182199,NCBI
GENE ID:6470,SHMT1,SHMT,protein-coding,HGNC:10850,ENSG00000176974,NCBI
GENE ID:8431,NR0B2,SHP1,protein-coding,HGNC:7961,ENSG00000131910,NCBI
GENE ID:5777,PTPN6,SHP1,protein-coding,HGNC:9658,ENSG00000111679,NCBI
GENE ID:114192,SIGLEC20P,SIGLECP1,pseudo,HGNC:15609,,NCBI
GENE ID:114184,SIGLEC18P,SIGLECP1,pseudo,HGNC:15491,,NCBI
GENE ID:284367,SIGLEC17P,SIGLECP2,pseudo,HGNC:15604,ENSG00000291114,NCBI
GENE ID:27036,SIGLEC7,SIGLECP2,protein-coding,HGNC:10876,ENSG00000168995,NCBI
GENE ID:6921,ELOC,SIII,protein-coding,HGNC:11617,ENSG00000154582,NCBI
GENE ID:6924,ELOA,SIII,protein-coding,HGNC:11620,ENSG00000011007,NCBI
GENE ID:6923,ELOB,SIII,protein-coding,HGNC:11619,ENSG00000103363,NCBI
GENE ID:6490,PMEL,SIL,protein-coding,HGNC:10880,ENSG00000185664,NCBI
GENE ID:6491,STIL,SIL,protein-coding,HGNC:10879,ENSG00000123473,NCBI
GENE ID:201595,STT3B,SIMP,protein-coding,HGNC:30611,ENSG00000163527,NCBI
GENE ID:2191,FAP,SIMP,protein-coding,HGNC:3590,ENSG00000078098,NCBI
GENE ID:55718,POLR3E,SIN,protein-coding,HGNC:30347,ENSG00000058600,NCBI
GENE ID:10278,EFS,SIN,protein-coding,HGNC:16898,ENSG00000100842,NCBI
GENE ID:100526737,RBM14-RBM4,SIP,protein-coding,HGNC:38840,ENSG00000248643,NCBI
GENE ID:128229,TSACC,SIP,protein-coding,HGNC:30636,ENSG00000163467,NCBI
GENE ID:94241,TP53INP1,SIP,protein-coding,HGNC:18022,ENSG00000164938,NCBI
GENE ID:25959,KANK2,SIP,protein-coding,HGNC:29300,ENSG00000197256,NCBI
GENE ID:10432,RBM14,SIP,protein-coding,HGNC:14219,ENSG00000239306,NCBI
GENE ID:27101,CACYBP,SIP,protein-coding,HGNC:30423,ENSG00000116161,NCBI
GENE ID:9351,NHERF2,SIP-1,protein-coding,HGNC:11076,ENSG00000065054,NCBI
GENE ID:9839,ZEB2,SIP-1,protein-coding,HGNC:14881,ENSG00000169554,NCBI
GENE ID:9839,ZEB2,SIP1,protein-coding,HGNC:14881,ENSG00000169554,NCBI
GENE ID:9351,NHERF2,SIP1,protein-coding,HGNC:11076,ENSG00000065054,NCBI
GENE ID:8487,GEMIN2,SIP1,protein-coding,HGNC:10884,ENSG00000092208,NCBI
GENE ID:9169,SCAF11,SIP1,protein-coding,HGNC:10784,ENSG00000139218,NCBI
GENE ID:23411,SIRT1,SIR2,protein-coding,HGNC:14929,ENSG00000096717,NCBI
GENE ID:22933,SIRT2,SIR2,protein-coding,HGNC:10886,ENSG00000068903,NCBI
GENE ID:340595,RTL4,SIRH1,protein-coding,HGNC:25214,ENSG00000187823,NCBI
GENE ID:23089,PEG10,SIRH1,protein-coding,HGNC:14005,ENSG00000242265,NCBI
GENE ID:9061,PAPSS1,SK1,protein-coding,HGNC:8603,ENSG00000138801,NCBI
GENE ID:3780,KCNN1,SK1,protein-coding,HGNC:6290,ENSG00000105642,NCBI
GENE ID:9060,PAPSS2,SK2,protein-coding,HGNC:8604,ENSG00000198682,NCBI
GENE ID:3781,KCNN2,SK2,protein-coding,HGNC:6291,ENSG00000080709,NCBI
GENE ID:9525,VPS4B,SKD1,protein-coding,HGNC:10895,ENSG00000119541,NCBI
GENE ID:27183,VPS4A,SKD1,protein-coding,HGNC:13488,ENSG00000132612,NCBI
GENE ID:4905,NSF,SKD2,protein-coding,HGNC:8016,ENSG00000073969,NCBI
GENE ID:27183,VPS4A,SKD2,protein-coding,HGNC:13488,ENSG00000132612,NCBI
GENE ID:80309,SPHKAP,SKIP,protein-coding,HGNC:30619,ENSG00000153820,NCBI
GENE ID:22938,SNW1,SKIP,protein-coding,HGNC:16696,ENSG00000100603,NCBI
GENE ID:23207,PLEKHM2,SKIP,protein-coding,HGNC:29131,ENSG00000116786,NCBI
GENE ID:51763,INPP5K,SKIP,protein-coding,HGNC:33882,ENSG00000132376,NCBI
GENE ID:22938,SNW1,SKIP1,protein-coding,HGNC:16696,ENSG00000100603,NCBI
GENE ID:10221,TRIB1,SKIP1,protein-coding,HGNC:16891,ENSG00000173334,NCBI
GENE ID:9015,TAF1A,SL1,protein-coding,HGNC:11532,ENSG00000143498,NCBI
GENE ID:9014,TAF1B,SL1,protein-coding,HGNC:11533,ENSG00000115750,NCBI
GENE ID:9013,TAF1C,SL1,protein-coding,HGNC:11534,ENSG00000103168,NCBI
GENE ID:26049,FAM169A,SLAP,protein-coding,HGNC:29138,ENSG00000198780,NCBI
GENE ID:7871,SLMAP,SLAP,protein-coding,HGNC:16643,ENSG00000163681,NCBI
GENE ID:6503,SLA,SLAP,protein-coding,HGNC:10902,ENSG00000155926,NCBI
GENE ID:9906,SLC35E2A,SLC35E2,pseudo,HGNC:20863,,NCBI
GENE ID:728661,SLC35E2B,SLC35E2,protein-coding,HGNC:33941,ENSG00000189339,NCBI
GENE ID:56172,ANKH,SLC62A1,protein-coding,HGNC:15492,ENSG00000154122,NCBI
GENE ID:83985,SPNS1,SLC62A1,protein-coding,HGNC:30621,ENSG00000169682,NCBI
GENE ID:3687,ITGAX,SLEB6,protein-coding,HGNC:6152,ENSG00000140678,NCBI
GENE ID:3684,ITGAM,SLEB6,protein-coding,HGNC:6149,ENSG00000169896,NCBI
GENE ID:64236,PDLIM2,SLIM,protein-coding,HGNC:13992,ENSG00000120913,NCBI
GENE ID:2273,FHL1,SLIM,protein-coding,HGNC:3702,ENSG00000022267,NCBI
GENE ID:84958,SYTL1,SLP1,protein-coding,HGNC:15584,ENSG00000142765,NCBI
GENE ID:51430,SUCO,SLP1,protein-coding,HGNC:1240,ENSG00000094975,NCBI
GENE ID:8698,S1PR4,SLP4,protein-coding,HGNC:3170,ENSG00000125910,NCBI
GENE ID:94121,SYTL4,SLP4,protein-coding,HGNC:15588,ENSG00000102362,NCBI
GENE ID:84539,MCHR2,SLT,protein-coding,HGNC:20867,ENSG00000152034,NCBI
GENE ID:10517,FBXW10,SM25H2,protein-coding,HGNC:1211,ENSG00000171931,NCBI
GENE ID:374286,FBXW10B,SM25H2,protein-coding,HGNC:14379,ENSG00000241322,NCBI
GENE ID:6606,SMN1,SMA3,protein-coding,HGNC:11117,ENSG00000172062,NCBI
GENE ID:653188,GUSBP3,SMA3,pseudo,HGNC:37301,ENSG00000290560,NCBI
GENE ID:11039,GUSBP14,SMA3,pseudo,HGNC:54496,ENSG00000300022,NCBI
GENE ID:375513,GUSBP4,SMA3-L,pseudo,HGNC:18220,,NCBI
GENE ID:387036,GUSBP2,SMA3-L,pseudo,HGNC:18792,ENSG00000290474,NCBI
GENE ID:6606,SMN1,SMA4,protein-coding,HGNC:11117,ENSG00000172062,NCBI
GENE ID:11039,GUSBP14,SMA4,pseudo,HGNC:54496,ENSG00000300022,NCBI
GENE ID:375513,GUSBP4,SMAC3L,pseudo,HGNC:18220,,NCBI
GENE ID:387036,GUSBP2,SMAC3L,pseudo,HGNC:18792,ENSG00000290474,NCBI
GENE ID:10902,BRD8,SMAP,protein-coding,HGNC:19874,ENSG00000112983,NCBI
GENE ID:22920,KIFAP3,SMAP,protein-coding,HGNC:17060,ENSG00000075945,NCBI
GENE ID:10944,C11orf58,SMAP,protein-coding,HGNC:16990,ENSG00000110696,NCBI
GENE ID:55898,UNC45A,SMAP-1,protein-coding,HGNC:30594,ENSG00000140553,NCBI
GENE ID:60682,SMAP1,SMAP-1,protein-coding,HGNC:19651,ENSG00000112305,NCBI
GENE ID:10902,BRD8,SMAP2,protein-coding,HGNC:19874,ENSG00000112983,NCBI
GENE ID:64094,SMOC2,SMAP2,protein-coding,HGNC:20323,ENSG00000112562,NCBI
GENE ID:1264,CNN1,SMCC,protein-coding,HGNC:2155,ENSG00000130176,NCBI
GENE ID:6876,TAGLN,SMCC,protein-coding,HGNC:11553,ENSG00000149591,NCBI
GENE ID:22993,HMGXB3,SMF,protein-coding,HGNC:28982,ENSG00000113716,NCBI
GENE ID:6636,SNRPF,SMF,protein-coding,HGNC:11162,ENSG00000139343,NCBI
GENE ID:6637,SNRPG,SMG,protein-coding,HGNC:11163,ENSG00000143977,NCBI
GENE ID:23034,SAMD4A,SMG,protein-coding,HGNC:23023,ENSG00000020577,NCBI
GENE ID:160418,TMTC3,SMILE,protein-coding,HGNC:26899,ENSG00000139324,NCBI
GENE ID:58487,CREBZF,SMILE,protein-coding,HGNC:24905,ENSG00000137504,NCBI
GENE ID:115584,SLC5A11,SMIT2,protein-coding,HGNC:23091,ENSG00000158865,NCBI
GENE ID:6526,SLC5A3,SMIT2,protein-coding,HGNC:11038,ENSG00000198743,NCBI
GENE ID:6638,SNRPN,SMN,protein-coding,HGNC:11164,ENSG00000128739,NCBI
GENE ID:6606,SMN1,SMN,protein-coding,HGNC:11117,ENSG00000172062,NCBI
GENE ID:3925,STMN1,SMN,protein-coding,HGNC:6510,ENSG00000117632,NCBI
GENE ID:139198554,SMN2-AS1,SMN-AS1,ncRNA,HGNC:53121,,NCBI
GENE ID:130453475,SMN1-AS1,SMN-AS1,ncRNA,HGNC:58151,ENSG00000285204,NCBI
GENE ID:26206,SPAG8,SMP1,protein-coding,HGNC:14105,ENSG00000137098,NCBI
GENE ID:23585,TMEM50A,SMP1,protein-coding,HGNC:30590,ENSG00000183726,NCBI
GENE ID:10232,MSLN,SMRP,protein-coding,HGNC:7371,ENSG00000102854,NCBI
GENE ID:10057,ABCC5,SMRP,protein-coding,HGNC:56,ENSG00000114770,NCBI
GENE ID:6612,SUMO3,SMT3A,protein-coding,HGNC:11124,ENSG00000184900,NCBI
GENE ID:6613,SUMO2,SMT3B,protein-coding,HGNC:11125,ENSG00000188612,NCBI
GENE ID:4583,MUC2,SMUC,protein-coding,HGNC:7512,ENSG00000198788,NCBI
GENE ID:333929,SNAI3,SMUC,protein-coding,HGNC:18411,ENSG00000185669,NCBI
GENE ID:6614,SIGLEC1,SN,protein-coding,HGNC:11127,ENSG00000088827,NCBI
GENE ID:7857,SCG2,SN,protein-coding,HGNC:10575,ENSG00000171951,NCBI
GENE ID:9476,NAPSA,SNAPA,protein-coding,HGNC:13395,ENSG00000131400,NCBI
GENE ID:8775,NAPA,SNAPA,protein-coding,HGNC:7641,ENSG00000105402,NCBI
GENE ID:6595,SMARCA2,SNF2,protein-coding,HGNC:11098,ENSG00000080503,NCBI
GENE ID:6597,SMARCA4,SNF2,protein-coding,HGNC:11100,ENSG00000127616,NCBI
GENE ID:6594,SMARCA1,SNF2LB,protein-coding,HGNC:11097,ENSG00000102038,NCBI
GENE ID:6597,SMARCA4,SNF2LB,protein-coding,HGNC:11100,ENSG00000127616,NCBI
GENE ID:128866,CHMP4B,SNF7,protein-coding,HGNC:16171,ENSG00000101421,NCBI
