ENSG_ID,NCBI_ID,HGNC_ID,alias_symbol,primary_gene_symbol
ENSG00000237825,GENE ID:5863,HGNC:9769,"HKE1.5,KE1.5,RAB2L",RGL2
ENSG00000237827,,HGNC:35981,,RPS15AP29
ENSG00000237828,,HGNC:8551,PA2G4P,PA2G4P1
ENSG00000237829,GENE ID:6992,HGNC:9285,"CFAP255,HCG-V,HCGV,TCTE5,TCTEX5",PPP1R11
ENSG00000237833,,HGNC:55136,,ETS2P1
ENSG00000237834,GENE ID:4340,HGNC:7197,"BTN6,BTNL11",MOG
ENSG00000237836,,HGNC:44110,,PHKA2-AS1
ENSG00000237840,,HGNC:45011,,FAM21FP
ENSG00000237841,,HGNC:18950,"KAP19A,KRTAP19P1",KRTAP19-9P
ENSG00000237842,,HGNC:54527,,SMU1P1
ENSG00000237849,,HGNC:34078,NFYAP,NFYAP1
ENSG00000237850,GENE ID:645202,HGNC:55710,GOLGA6L24P,GOLGA6L24
ENSG00000237853,GENE ID:645030,HGNC:40402,RP5-833A20.1,NFIA-AS1
ENSG00000237854,,HGNC:44355,CALA,LINC00674
ENSG00000237859,,HGNC:37908,,EEF1A1P31
ENSG00000237860,,HGNC:54530,,SLC6A14P2
ENSG00000237863,,HGNC:55650,,IRS4-AS1
ENSG00000237864,,HGNC:33698,"C21ORF136,FLJ16545,NCRNA00322",LINC00322
ENSG00000237865,,HGNC:21632,"EM:AB014080.4,SUCLA2P",SUCLA2P1
ENSG00000237871,,HGNC:19394,HLA-Z1,HLA-Z
ENSG00000237872,GENE ID:645682,HGNC:33310,"OCT4-PG4,POU5FLC1",POU5F1P4
ENSG00000237873,,HGNC:55016,,DLGAP5P2
ENSG00000237876,,HGNC:423,ALDRL4,AKR1B1P4
ENSG00000237877,,HGNC:51109,,LINC01473
ENSG00000237879,,HGNC:42727,,LINC00398
ENSG00000237880,,HGNC:52704,,LINC01885
ENSG00000237881,GENE ID:10665,HGNC:13922,"C6ORF10,TSBP",TSBP1
ENSG00000237882,,HGNC:9266,PPIP3,PPIAP13
ENSG00000237883,,HGNC:43441,,DGUOK-AS1
ENSG00000237886,,HGNC:51192,"LINC01573,MIR4674HG,TCONS_L2_00029132",NALT1
ENSG00000237887,,HGNC:25345,DKFZP547I014,RPL23AP32
ENSG00000237888,,HGNC:35944,"P17,PERMIT",RPL29P31
ENSG00000237889,GENE ID:7919,HGNC:13917,"BAT1,D6S81E,UAP56",DDX39B
ENSG00000237891,,HGNC:55086,,UBE2V1P16
ENSG00000237892,,HGNC:41355,,KLF7-IT1
ENSG00000237897,,HGNC:56592,,MATR3P3
ENSG00000237898,,HGNC:18361,"DJ25J6.6,DJ25J6.7,HCG16",HCG15
ENSG00000237900,GENE ID:221527,HGNC:19066,"C6ORF46,D6S59E,G10,NG35",ZBTB12
ENSG00000237902,,HGNC:38101,,TSPY21P
ENSG00000237905,,HGNC:21241,"HCG4P10,HCGIV-10,HCGIV.9",HCG4
ENSG00000237906,,HGNC:49202,,MUPP
ENSG00000237910,,HGNC:52020,,MTCO1P18
ENSG00000237911,,HGNC:30428,SRPSMCR,SRP68P3
ENSG00000237913,,HGNC:37969,,FTLP19
ENSG00000237914,GENE ID:101929010,HGNC:51229,,SIRPG-AS1
ENSG00000237916,,HGNC:36989,,RPL37P12
ENSG00000237917,,HGNC:18500,"ADPRTL1P,PARP4P,PARP4PY1",PARP4P1
ENSG00000237918,GENE ID:401251,HGNC:13938,"C6ORF26,NG23",SAPCD1
ENSG00000237919,,HGNC:40843,,LRRC7-AS1
ENSG00000237923,GENE ID:105375014,HGNC:39766,XXBAC-BPG27H4.8,LINC02570
ENSG00000237924,,HGNC:36526,,RPL21P112
ENSG00000237928,GENE ID:100996570,HGNC:40401,,NFIA-AS2
ENSG00000237929,,HGNC:16549,DJ1018D12.4,RPL31P3
ENSG00000237930,,HGNC:35477,,RPL31P14
ENSG00000237931,,HGNC:49799,,CLIC4P3
ENSG00000237937,GENE ID:101929011,HGNC:54217,LASER,LINC02702
ENSG00000237939,,HGNC:54666,,IDI1P1
ENSG00000237941,GENE ID:55539,HGNC:13335,"BWRT,HSA404617",KCNQ1DN
ENSG00000237943,GENE ID:439949,HGNC:44689,ENST00000414894.1,PRKCQ-AS1
ENSG00000237945,GENE ID:100506334,HGNC:44305,"LNC-ITSN1-2,TCONS_00028768",LINC00649
ENSG00000237948,,HGNC:52176,,MTATP6P20
ENSG00000237949,,HGNC:45031,,LINC00844
ENSG00000237950,GENE ID:101929609,HGNC:55649,AL357079.1,LINC02918
ENSG00000237951,,HGNC:20865,,PPIL1P1
ENSG00000237952,,HGNC:41968,,RPL7AP73
ENSG00000237953,,HGNC:36610,,RPS13P5
ENSG00000237956,,HGNC:31659,"BA748L13.4,C10ORF135",TRIAP1P1
ENSG00000237957,"GENE ID:100507170,GENE ID:728072",HGNC:33286,CT47.5,CT47A5
ENSG00000237959,,HGNC:36175,,RPL36AP10
ENSG00000237962,GENE ID:394263,HGNC:21661,"BCX31G15.2,C6ORF205",MUC21
ENSG00000237963,,HGNC:54977,,PRXL2CP1
ENSG00000237964,,HGNC:54559,,RAD52P1
ENSG00000237970,,HGNC:44973,,TMEM161BP1
ENSG00000237972,,HGNC:12418,,TUBG1P
ENSG00000237973,,HGNC:52014,,MTCO1P12
ENSG00000237976,,HGNC:40503,GBAT2,RFX5-AS1
ENSG00000237977,,HGNC:49036,,EIF4HP2
ENSG00000237978,,HGNC:51409,RP11-385J1.2,KCNMB2-AS1
ENSG00000237979,,HGNC:54762,,DNAJB12P1
ENSG00000237980,,HGNC:54293,,LINC02773
ENSG00000237982,,HGNC:56410,,CDC42P7
ENSG00000237984,,HGNC:9589,"PSIPTEN,PTEN-RS,PTEN2,PTENPG1,PTH2",PTENP1
ENSG00000237986,,HGNC:44703,,CELF2-AS2
ENSG00000237988,GENE ID:442197,HGNC:8258,"HS6M1-14,OR2I1,OR2I2,OR2I3P,OR2I4P",OR2I1P
ENSG00000237989,GENE ID:101928399,HGNC:52469,,LINC01679
ENSG00000237990,,HGNC:39985,,CNTN4-AS1
ENSG00000237991,,HGNC:36695,,RPL35P1
ENSG00000237992,GENE ID:105373460,HGNC:52611,,LINC01808
ENSG00000237997,,HGNC:38419,,RCC2P2
ENSG00000237999,,HGNC:51499,,ACTG1P19
ENSG00000238000,,HGNC:20632,PSME2P,PSME2P1
ENSG00000238001,,HGNC:49816,,SNRPCP1
ENSG00000238002,,HGNC:45023,,NPAP1P6
ENSG00000238003,,HGNC:52342,,RPL10P4
ENSG00000238005,GENE ID:101927851,HGNC:54478,,LNCATV
ENSG00000238008,,HGNC:49362,,COX6CP10
ENSG00000238017,,HGNC:39824,C6ORF26-AS1,SAPCD1-AS1
ENSG00000238018,,HGNC:40563,,SPTBN1-AS2
ENSG00000238020,GENE ID:106478970,HGNC:41032,,HTR3E-AS1
ENSG00000238021,,HGNC:44937,ARMC4P1,ODAD2P1
ENSG00000238022,,HGNC:40344,,LMX1A-AS1
ENSG00000238024,,HGNC:33461,"BAT1P2,BPG309N1.15",DDX39BP2
ENSG00000238025,,HGNC:39443,,ZDHHC4P1
ENSG00000238026,,HGNC:56587,,TMEM38BP1
ENSG00000238027,GENE ID:104533120,HGNC:39761,,TRIM31-AS1
ENSG00000238029,,HGNC:54697,,RALBP1P2
ENSG00000238032,,HGNC:54954,,S100A11P5
ENSG00000238037,,HGNC:49240,,OOSP1P1
ENSG00000238038,,HGNC:41937,,ATP6V0E1P3
ENSG00000238040,,HGNC:39819,,SALL4P2
ENSG00000238041,,HGNC:55044,,TMEM230P2
ENSG00000238045,,HGNC:56029,AC009133.12,MVP-DT
ENSG00000238046,,HGNC:42284,,MTND5P22
ENSG00000238047,,HGNC:42079,,MTND1P30
ENSG00000238048,,HGNC:724,"ART1P,ARTC2AP,RT6",ART2P
ENSG00000238051,,HGNC:38021,,ISCUP1
ENSG00000238053,,HGNC:33456,OTTHUMG00000086707,ZDHHC20P1
ENSG00000238055,,HGNC:36252,,RPL36AP24
ENSG00000238056,"GENE ID:100507547,GENE ID:80863",HGNC:13943,"C6ORF31,DSPD1,IFITMD7,NG5,SYNDIG4",PRRT1
ENSG00000238057,GENE ID:100303491,HGNC:37149,"ZEB2-AS,ZEB2AS,ZEB2NAT",ZEB2-AS1
ENSG00000238058,,HGNC:55648,,CAMSAP1-DT
ENSG00000238059,,HGNC:49340,,HSPE1P21
ENSG00000238062,GENE ID:348761,HGNC:28013,,SPATA3-AS1
ENSG00000238063,,HGNC:52473,,LINC01685
ENSG00000238064,GENE ID:414765,HGNC:20196,DJ1033B10.16,HCG25
ENSG00000238065,,HGNC:54680,,LRRC57P1
ENSG00000238067,,HGNC:23908,,XKRYP1
ENSG00000238069,,HGNC:36578,,RPLP0P7
ENSG00000238070,,HGNC:13983,"DJ88J8.3,HSSARA-P,SAR1P1,SARAP,SARAP1",SAR1AP1
ENSG00000238071,GENE ID:106478957,HGNC:39771,,DDX39B-AS1
ENSG00000238072,,HGNC:22770,"CDC26P,TCAG_1970866",CDC26P1
ENSG00000238073,,HGNC:23893,,RBMY2HP
ENSG00000238074,"GENE ID:124905613,GENE ID:124905614,GENE ID:124905618,GENE ID:124905627,GENE ID:124909305,GENE ID:124909317,GENE ID:124909329,GENE ID:124909332,GENE ID:128966591,GENE ID:7258,GENE ID:728132",HGNC:37472,TSPY9P,TSPY9
ENSG00000238075,,HGNC:50310,,RPSAP32
ENSG00000238076,,HGNC:21379,"DJ290I10.4,MRPL48L1",MRPL48P1
ENSG00000238077,,HGNC:49165,,NMNAT1P3
ENSG00000238078,GENE ID:101929730,HGNC:50578,,LINC01352
ENSG00000238082,,HGNC:8047,,NUDCP2
ENSG00000238083,"GENE ID:474170,GENE ID:9884",HGNC:32404,FLJ45049,LRRC37A2
ENSG00000238086,,HGNC:42015,KIAA0649P1,PPP1R26P1
ENSG00000238087,,HGNC:32209,,FMO8P
ENSG00000238088,,HGNC:23879,"OFD1P7,OFD1PY7,OFDYP7",OFD1P7Y
ENSG00000238092,,HGNC:1828,CGM13,CEACAMP6
ENSG00000238097,GENE ID:101929337,HGNC:52877,,LINC02037
ENSG00000238098,,HGNC:32972,,ABCA17P
ENSG00000238099,GENE ID:645434,HGNC:52052,TCONS_00011139,LINC01625
ENSG00000238100,,HGNC:23500,DJ1033B10.15,HCG24
ENSG00000238101,,HGNC:16376,,FAM8A5P
ENSG00000238103,,HGNC:30335,"RPL9L1,RPL9P1",RPL9P7
ENSG00000238104,GENE ID:5514,HGNC:9284,"CAT53,FB19,P99,PNUTS",PPP1R10
ENSG00000238105,,HGNC:25315,"DKFZP434M0331,GOLGA2B,GOLGA2L1",GOLGA2P5
ENSG00000238107,GENE ID:124904403,HGNC:27628,,LINC02806
ENSG00000238109,,HGNC:54671,,RNF14P3
ENSG00000238111,,HGNC:35731,,RPS13P4
ENSG00000238113,"GENE ID:103352539,GENE ID:442421",HGNC:50702,,LINC01410
ENSG00000238114,GENE ID:4050,HGNC:6711,"P33,TNFC,TNFSF3",LTB
ENSG00000238116,,HGNC:55032,,RAD21P1
ENSG00000238118,,HGNC:48934,,SLC25A24P2
ENSG00000238120,GENE ID:100506737,HGNC:51520,"CTA-941F9.9,TCONS_00029353",LINC01589
ENSG00000238121,GENE ID:100188949,HGNC:42761,,LINC00426
ENSG00000238123,,HGNC:40932,,MID1IP1-AS1
ENSG00000238125,,HGNC:19325,,SLC9A3P2
ENSG00000238126,,HGNC:31341,"EM:AF129756.18,UQCRHP5",UQCRHP1
ENSG00000238130,GENE ID:4049,HGNC:6709,"LT,TNFB,TNFSF1",LTA
ENSG00000238131,,HGNC:54391,,LINC02854
ENSG00000238132,,HGNC:39251,CASC4P1,GOLM2P1
ENSG00000238133,GENE ID:339751,HGNC:27935,MLK7-AS1,MAP3K20-AS1
ENSG00000238134,GENE ID:10919,HGNC:14129,"BAT8,C6ORF30,EM:AF134726.3,G9A,KMT1C,NG36/G9A",EHMT2
ENSG00000238135,,HGNC:38454,,USP9YP10
ENSG00000238137,,HGNC:39431,,ARPC3P2
ENSG00000238141,"GENE ID:100874093,GENE ID:103091865",HGNC:40614,,BRWD1-AS1
ENSG00000238143,,HGNC:55945,,TRPC6P4
ENSG00000238145,,HGNC:54875,,TUBAP8
ENSG00000238148,GENE ID:253018,HGNC:27366,"BCX101P6.9,BPG299F13.9,BQB115I13.2,FLJ40123",HCG27
ENSG00000238151,,HGNC:15794,"BA348I14.3,MLLT10L",MLLT10P1
ENSG00000238152,,HGNC:19561,,OR7E140P
ENSG00000238154,,HGNC:37740,,USP9YP4
ENSG00000238160,GENE ID:102723741,HGNC:41290,,LINC02863
ENSG00000238161,,HGNC:15303,OST716,OR7E117P
ENSG00000238164,,HGNC:26966,ENST00000416860.2,TNFRSF14-AS1
ENSG00000238168,,HGNC:54543,,IFITM3P5
ENSG00000238169,GENE ID:102723318,HGNC:49047,,LINC01053
ENSG00000238170,,HGNC:39753,,C4A-AS1
ENSG00000238172,,HGNC:36757,,RPS2P35
ENSG00000238173,,HGNC:35803,,RPL39P6
ENSG00000238178,,HGNC:56739,LNC-AP1S2-2,MAGEB17-AS1
ENSG00000238180,,HGNC:36529,,RPL21P34
ENSG00000238181,,HGNC:44994,,AHCYP2
ENSG00000238183,,HGNC:36734,,RPS27P5
ENSG00000238184,GENE ID:101927682,HGNC:49384,,CD81-AS1
ENSG00000238188,,HGNC:55130,,SPRING1P2
ENSG00000238189,,HGNC:42397,,ENOX1-AS2
ENSG00000238190,,HGNC:39097,,HMGB1P15
ENSG00000238191,,HGNC:38416,"KIAA0664L1,KIAA0664P1",CLUHP1
ENSG00000238193,,HGNC:54887,,HADHBP1
ENSG00000238194,,HGNC:40727,,PHACTR3-AS1
ENSG00000238196,GENE ID:4855,HGNC:7884,INT3,NOTCH4
ENSG00000238197,GENE ID:100506215,HGNC:39603,GCFC1-AS1,PAXBP1-AS1
ENSG00000238198,GENE ID:100996251,HGNC:54312,,LRIG2-DT
ENSG00000238199,,HGNC:44891,,UBE2V2P3
ENSG00000238200,,HGNC:51243,,MGAT2P2
ENSG00000238203,GENE ID:80737,HGNC:13939,"C6ORF27,G7C,NG37",VWA7
ENSG00000238205,GENE ID:347411,HGNC:44205,SLC54A3,MPC1L
ENSG00000238210,GENE ID:101928677,HGNC:53449,,ETDA
ENSG00000238211,,HGNC:31340,"AB023060.6,POLR2LP",POLR2LP1
ENSG00000238212,GENE ID:107984977,HGNC:52947,,LINC02096
ENSG00000238213,,HGNC:39848,,TARDBPP2
ENSG00000238216,GENE ID:105375013,HGNC:31334,"AB023051.1,NCRNA00149",HCG20
ENSG00000238217,GENE ID:101927641,HGNC:52696,,LINC01877
ENSG00000238225,,HGNC:44517,,CRIP1P2
ENSG00000238226,GENE ID:106480429,HGNC:39762,,HLA-DQB1-AS1
ENSG00000238227,GENE ID:90120,HGNC:31009,"BA83N9.1,C9ORF69",TMEM250
ENSG00000238228,,HGNC:8457,,OR7E7P
ENSG00000238230,GENE ID:101927248,HGNC:42719,,LINC00391
ENSG00000238235,,HGNC:23903,TSPYP1,TSPY11P
ENSG00000238236,,HGNC:51960,,MTCYBP14
ENSG00000238238,GENE ID:401250,HGNC:20668,,MCCD1
ENSG00000238241,,HGNC:39812,GPR183P1,CCR12P
ENSG00000238242,,HGNC:54298,,LINC02778
ENSG00000238243,GENE ID:343171,HGNC:15021,"OR2W3P,OR2W8P,OST718",OR2W3
ENSG00000238244,,HGNC:4069,ATG8D,GABARAPL3
ENSG00000238245,,HGNC:38496,,MYO5BP2
ENSG00000238247,,HGNC:54912,,RDXP3
ENSG00000238249,,HGNC:39381,,HMGN2P17
ENSG00000238250,,HGNC:41380,,ST6GAL2-IT1
ENSG00000238251,,HGNC:54588,,NSA2P7
ENSG00000238255,,HGNC:21634,EM:AB023049.2,RPL7P4
ENSG00000238256,,HGNC:42300,,MTND5P20
ENSG00000238259,,HGNC:23269,PHF5GP,PHF5AP5
ENSG00000238262,,HGNC:41437,NTM-IT3,NTM-IT
ENSG00000238263,,HGNC:35714,,RPL21P88
ENSG00000238265,GENE ID:378828,HGNC:23126,"C21ORF117,NCRNA00317,PRED89",LINC00317
ENSG00000238267,,HGNC:56411,,CENPPP1
ENSG00000238269,GENE ID:389860,HGNC:31805,CT16.5,PAGE2B
ENSG00000238271,,HGNC:5451,,IFNWP19
ENSG00000238275,,HGNC:20334,,HOMER2P2
ENSG00000238276,GENE ID:101927760,HGNC:55959,,LINC02944
ENSG00000238278,,HGNC:44375,,ALG1L6P
ENSG00000238283,,HGNC:27445,,TBC1D3P1
ENSG00000238284,GENE ID:101928795,HGNC:50790,,LINC01448
ENSG00000238285,,HGNC:29720,,MRPL50P2
ENSG00000238286,,HGNC:42046,,SLC35E1P1
ENSG00000238287,,HGNC:55647,,EXO5-DT
ENSG00000238288,,HGNC:52169,,MTND3P23
ENSG00000238289,GENE ID:4277,HGNC:7091,PERB11.2,MICB
ENSG00000238290,,HGNC:55646,,ERRFI1-DT
ENSG00000238297,,,,U3
ENSG00000238300,GENE ID:101340252,HGNC:33569,,SNORD121B
ENSG00000238302,,HGNC:45654,,RNU7-120P
ENSG00000238304,,HGNC:34146,U7.50,RNU7-50P
ENSG00000238311,GENE ID:109617020,HGNC:52254,,SNORD13E
ENSG00000238317,GENE ID:692058,HGNC:32707,HBII-95,SNORD11
ENSG00000238324,,HGNC:45922,,RN7SKP198
ENSG00000238344,,HGNC:33565,"HSA-MIR-1201,MIR1201,MIRN1201",SNORD126
ENSG00000238357,,HGNC:45682,,RNU7-148P
ENSG00000238363,GENE ID:654322,HGNC:32601,ACA13,SNORA13
ENSG00000238364,,HGNC:45674,,RNU7-140P
ENSG00000238365,,HGNC:34153,U7.57,RNU7-57P
ENSG00000238366,,,,Y_RNA
ENSG00000238367,GENE ID:100302164,HGNC:37058,HSA-MIR-2113,MIR2113
ENSG00000238370,,HGNC:45637,,RNU7-103P
ENSG00000238374,,HGNC:45714,,RNU7-180P
ENSG00000238379,,HGNC:42901,RN5S103,RNA5SP103
ENSG00000238380,,HGNC:45699,,RNU7-165P
ENSG00000238382,,HGNC:48174,,RNU6-1211P
ENSG00000238386,,HGNC:34144,U7.48,RNU7-48P
ENSG00000238391,,HGNC:43133,RN5S233,RNA5SP233
ENSG00000238399,GENE ID:100302225,HGNC:37069,HSA-MIR-2053,MIR2053
ENSG00000238405,,HGNC:43211,"RN5S311,RN5S314,RNA5SP314",RNA5SP311
ENSG00000238406,,HGNC:45705,,RNU7-171P
ENSG00000238417,,HGNC:34159,U7.63,RNU7-63P
ENSG00000238419,,HGNC:45720,,RNU7-186P
ENSG00000238420,,HGNC:47400,,RNU6-437P
ENSG00000238423,GENE ID:26808,HGNC:10181,"RNU42B,U42B",SNORD42B
ENSG00000238426,,,,Y_RNA
ENSG00000238427,,HGNC:45670,,RNU7-136P
ENSG00000238431,,HGNC:45691,,RNU7-157P
ENSG00000238441,,HGNC:45664,,RNU7-130P
ENSG00000238443,,,,Y_RNA
ENSG00000238444,,HGNC:47856,,RNU6-893P
ENSG00000238446,,HGNC:34134,U7.38,RNU7-38P
ENSG00000238447,,HGNC:45668,,RNU7-134P
ENSG00000238452,,HGNC:45678,,RNU7-144P
ENSG00000238456,,HGNC:47977,,RNU6-1014P
ENSG00000238457,,HGNC:45703,,RNU7-169P
ENSG00000238468,,HGNC:34110,U7.14,RNU7-14P
ENSG00000238478,,HGNC:47461,,RNU6-498P
ENSG00000238482,,HGNC:48171,,RNU6-1208P
ENSG00000238489,"GENE ID:124900632,GENE ID:124905519",HGNC:47712,,RNU6-749P
ENSG00000238490,,,,Y_RNA
ENSG00000238493,,HGNC:47184,,RNU6-221P
ENSG00000238498,,HGNC:10110,"RNU13P1,U13,U13.32A",SNORD13P1
ENSG00000238500,,HGNC:42616,,RNU7-87P
ENSG00000238503,GENE ID:124906141,,,SNORD18
ENSG00000238509,,HGNC:47067,,RNU6-104P
ENSG00000238516,,,,Y_RNA
ENSG00000238517,GENE ID:100302179,HGNC:35338,"HSA-MIR-1270,HSA-MIR-1270-2,MIR1270-1,MIR1270-2,MIRN1270",MIR1270
ENSG00000238519,"GENE ID:124900357,GENE ID:124900358",,,U8
ENSG00000238523,,HGNC:45641,,RNU7-107P
ENSG00000238529,,HGNC:47562,,RNU6-599P
ENSG00000238531,,HGNC:33572,,SNORD105B
ENSG00000238540,,HGNC:45627,,RNU7-93P
ENSG00000238542,,HGNC:45638,,RNU7-104P
ENSG00000238551,,HGNC:48156,,RNU6-1193P
ENSG00000238554,,HGNC:48430,,RNU1-88P
ENSG00000238558,,HGNC:34117,U7.21,RNU7-21P
ENSG00000238560,,,,Y_RNA
ENSG00000238561,,HGNC:46927,,RNU6ATAC28P
ENSG00000238562,,HGNC:45693,,RNU7-159P
ENSG00000238578,GENE ID:26773,HGNC:10097,"MGH18S-121,RNU101A,Z17A",SNORD4A
ENSG00000238584,,HGNC:45701,,RNU7-167P
ENSG00000238585,,,,Y_RNA
ENSG00000238590,,HGNC:34150,U7.54,RNU7-54P
ENSG00000238597,GENE ID:26772,HGNC:10098,"RNU101B,Z17B",SNORD4B
ENSG00000238606,,HGNC:34103,U7.7,RNU7-7P
ENSG00000238609,,HGNC:45628,,RNU7-94P
ENSG00000238610,,HGNC:34122,U7.26,RNU7-26P
ENSG00000238616,,HGNC:47263,,RNU6-300P
ENSG00000238619,,HGNC:47738,,RNU6-775P
ENSG00000238622,GENE ID:692223,HGNC:32760,U97,SNORD97
ENSG00000238627,,HGNC:43389,RN5S489,RNA5SP489
ENSG00000238632,,HGNC:45660,,RNU7-126P
ENSG00000238649,GENE ID:26809,HGNC:10180,"RNU42A,U42",SNORD42A
ENSG00000238650,GENE ID:26795,HGNC:10204,"RNU54,U54",SNORD54
ENSG00000238653,GENE ID:124904732,HGNC:34158,U7.62,RNU7-62P
ENSG00000238658,,HGNC:47588,,RNU6-625P
ENSG00000238669,,HGNC:47296,,RNU6-333P
ENSG00000238680,,HGNC:48000,,RNU6-1037P
ENSG00000238697,,HGNC:47224,,RNU6-261P
ENSG00000238698,,HGNC:45681,,RNU7-147P
ENSG00000238704,,HGNC:45631,,RNU7-97P
ENSG00000238705,GENE ID:100302190,HGNC:37064,HSA-MIR-1976,MIR1976
ENSG00000238709,,HGNC:34152,U7.56,RNU7-56P
ENSG00000238711,,HGNC:42475,,RNY4P25
ENSG00000238713,,,,Y_RNA
ENSG00000238719,,HGNC:45630,,RNU7-96P
ENSG00000238721,,HGNC:45728,,RNU7-194P
ENSG00000238723,,,,Y_RNA
ENSG00000238728,GENE ID:100302243,HGNC:37060,"HSA-MIR-1972,MIR1972",MIR1972-1
ENSG00000238730,,HGNC:45698,,RNU7-164P
ENSG00000238731,,HGNC:45624,,RNU7-90P
ENSG00000238735,,HGNC:45647,,RNU7-113P
ENSG00000238741,GENE ID:677767,HGNC:32563,U90,SCARNA7
ENSG00000238749,,,,Y_RNA
ENSG00000238750,,HGNC:34123,U7.27,RNU7-27P
ENSG00000238754,GENE ID:107397392,HGNC:52236,,SCARNA18B
ENSG00000238755,,HGNC:52842,,LINC02006
ENSG00000238759,,HGNC:45689,,RNU7-155P
ENSG00000238765,,HGNC:42834,"RN5S57,RN5S58,RNA5SP58",RNA5SP57
ENSG00000238777,,HGNC:45675,,RNU7-141P
ENSG00000238778,,HGNC:34176,U7.80,RNU7-80P
ENSG00000238782,GENE ID:124906135,HGNC:34105,U7.9,RNU7-9P
ENSG00000238783,,,,Y_RNA
ENSG00000238785,,HGNC:45626,,RNU7-92P
ENSG00000238788,,HGNC:45716,,RNU7-182P
ENSG00000238789,,HGNC:45686,,RNU7-152P
ENSG00000238793,GENE ID:101340251,HGNC:33563,,SNORD124
ENSG00000238795,GENE ID:677777,HGNC:32569,U89,SCARNA12
ENSG00000238797,,,,Y_RNA
ENSG00000238808,,HGNC:45636,,RNU7-102P
ENSG00000238812,,HGNC:45661,,RNU7-127P
ENSG00000238813,,,,Y_RNA
ENSG00000238825,,HGNC:48308,"RNU1-12P,RNU1-13P,RNU1-71,RNU1P2,RNU1P6,RNVU1-11,U1.1,U1P1,U1P2A,VU1.11,VU1.2",RNVU1-2
ENSG00000238829,,HGNC:34141,U7.45,RNU7-45P
ENSG00000238830,,HGNC:34142,U7.46,RNU7-46P
ENSG00000238833,,HGNC:48473,,RNU1-131P
ENSG00000238835,GENE ID:677765,HGNC:32559,"SCARNA18A,U109",SCARNA18
ENSG00000238837,,HGNC:52865,,LINC02031
ENSG00000238840,,,,U8
ENSG00000238842,,HGNC:45640,,RNU7-106P
ENSG00000238845,,,,Y_RNA
ENSG00000238862,,HGNC:33570,,SNORD19B
ENSG00000238875,,HGNC:45934,,RN7SKP210
ENSG00000238880,,HGNC:34155,U7.59,RNU7-59P
ENSG00000238882,,HGNC:47292,,RNU6-329P
ENSG00000238884,GENE ID:124902076,HGNC:34181,U7.85,RNU7-85P
ENSG00000238886,GENE ID:100113379,HGNC:33560,,SNORD121A
ENSG00000238898,,HGNC:48422,,RNU1-80P
ENSG00000238904,,HGNC:34130,U7.34,RNU7-34P
ENSG00000238908,,HGNC:43384,RN5S484,RNA5SP484
ENSG00000238912,,,,Y_RNA
ENSG00000238913,,HGNC:45730,,RNU7-196P
ENSG00000238917,,HGNC:32706,MGU6-77,SNORD10
ENSG00000238923,GENE ID:100147744,HGNC:34033,"RNU7,U7.1",RNU7-1
ENSG00000238924,,HGNC:34178,"RNU7-163P,U7.82",RNU7-82P
ENSG00000238926,,,,Y_RNA
ENSG00000238933,,,,Y_RNA
ENSG00000238936,GENE ID:109616980,HGNC:52231,,SNORD65B
ENSG00000238941,,HGNC:47916,,RNU6-953P
ENSG00000238942,,HGNC:32678,"R39B,SNR39B",SNORD2
ENSG00000238943,,,,Y_RNA
ENSG00000238949,,HGNC:34162,U7.66,RNU7-66P
ENSG00000238950,,HGNC:45707,,RNU7-173P
ENSG00000238959,,HGNC:34115,U7.19,RNU7-19P
ENSG00000238961,GENE ID:677828,HGNC:32640,HBI-115,SNORA47
ENSG00000238962,,HGNC:45710,,RNU7-176P
ENSG00000238963,,,,U8
ENSG00000238964,,HGNC:45659,RNU7-135P,RNU7-125P
ENSG00000238965,,HGNC:43251,RN5S351,RNA5SP351
ENSG00000238987,,HGNC:45667,,RNU7-133P
ENSG00000238998,,HGNC:45721,,RNU7-187P
ENSG00000239001,,HGNC:47383,,RNU6-420P
ENSG00000239002,GENE ID:692148,HGNC:32567,"52,LNC,MBI,U85",SCARNA10
ENSG00000239003,,HGNC:42617,,RNU7-88P
ENSG00000239007,,HGNC:45629,,RNU7-95P
ENSG00000239010,,HGNC:34170,U7.74,RNU7-74P
ENSG00000239014,GENE ID:338427,HGNC:32772,HBII-437,SNORD108
ENSG00000239021,,HGNC:43146,RN5S246,RNA5SP246
ENSG00000239023,,HGNC:48440,,RNU1-98P
ENSG00000239030,,HGNC:47919,,RNU6-956P
ENSG00000239035,,HGNC:52253,,SNORD13D
ENSG00000239039,GENE ID:692084,HGNC:32711,"RNU13,SNORD13A,U13",SNORD13
ENSG00000239040,,,,Y_RNA
ENSG00000239043,,HGNC:33555,,SNORD127
ENSG00000239053,,HGNC:45672,,RNU7-138P
ENSG00000239057,GENE ID:100422911,HGNC:38223,HSA-MIR-500B,MIR500B
ENSG00000239069,,,,Y_RNA
ENSG00000239075,,HGNC:47237,,RNU6-274P
ENSG00000239078,,HGNC:10239,"HSU7.36,RNU7P4,U7.55",RNU7-55P
ENSG00000239081,,HGNC:34120,"HSU7.25,RNU7P3,U7.24",RNU7-24P
ENSG00000239082,,HGNC:45704,,RNU7-170P
ENSG00000239099,,HGNC:34119,U7.23,RNU7-23P
ENSG00000239102,,HGNC:45719,,RNU7-185P
