,ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,alias_symbol
1501,ENSG00000080503,SMARCA2,11098,6595, SWI2
212,ENSG00000008294,SPAG9,14524,9043, SYD1
3054,ENSG00000105137,SYDE1,25824,85360, SYD1
15333,ENSG00000182253,SYNM,24466,23336, SYN
272,ENSG00000010810,FYN,4037,2534, SYN
1023,ENSG00000067715,SYT1,11509,6857, SYT
8144,ENSG00000141380,SS18,11340,6760, SYT
24892,ENSG00000215127,SYT14P1,33429,, SYT14L
7949,ENSG00000139973,SYT16,23142,83851, SYT14L
12230,ENSG00000167632,TRAPPC9,30832,83696, T1
9516,ENSG00000151729,SLC25A4,10990,291, T1
3802,ENSG00000110448,CD5,1685,921, T1
4490,ENSG00000115602,IL1RL1,5998,9173, T1
46827,ENSG00000256040,PAPPA-AS1,35152,493913, TAFII105
8145,ENSG00000141384,TAF4B,11538,6875, TAFII105
14419,ENSG00000177463,NR2C2,7972,7182, TAK1
7092,ENSG00000135341,MAP3K7,6859,6885, TAK1
10295,ENSG00000158480,SPATA2,14681,9825, TAMO
10337,ENSG00000158792,SPATA2L,28393,124044, TAMO
10581,ENSG00000160551,TAOK1,29259,57551, TAO1
9335,ENSG00000149930,TAOK2,16835,9344, TAO1
2172,ENSG00000100003,SEC14L2,10699,23541, TAP
10776,ENSG00000162231,NXF1,8071,10482, TAP
7781,ENSG00000138768,USO1,30904,8615, TAP
7246,ENSG00000136068,FLNB,3755,2317, TAP
6623,ENSG00000132434,LANCL2,6509,55915, TASP
12993,ENSG00000170801,HTRA3,30406,94031, TASP
381,ENSG00000018408,WWTR1,24042,25937, TAZ
2649,ENSG00000102125,TAFAZZIN,11577,6901, TAZ
4111,ENSG00000112592,TBP,11588,6908, TBP1
11799,ENSG00000165916,PSMC3,9549,5702, TBP1
32702,ENSG00000231234,SKP1P1,33696,, TCEB1L
4225,ENSG00000113558,SKP1,10899,6500, TCEB1L
23435,ENSG00000211778,TRAV4,12140,, TCRAV4S1
23468,ENSG00000211812,TRAV26-2,12124,, TCRAV4S1
23407,ENSG00000211720,TRBV11-1,12180,, TCRBV21S1
43471,ENSG00000251578,TRBV21-1,12198,, TCRBV21S1
23418,ENSG00000211747,TRBV20-1,12196,, TCRBV2S1
29081,ENSG00000226660,TRBV2,12195,, TCRBV2S1
23387,ENSG00000211689,TRGC1,12275,445347, TCRG
72775,ENSG00000289746,TARP,,445347, TCRG
23387,ENSG00000211689,TRGC1,12275,445347, TCRGC1
72775,ENSG00000289746,TARP,,445347, TCRGC1
72775,ENSG00000289746,TARP,,445347, TCRGC2
23387,ENSG00000211689,TRGC1,12275,445347, TCRGC2
23387,ENSG00000211689,TRGC1,12275,445347, TCRGV
72775,ENSG00000289746,TARP,,445347, TCRGV
12474,ENSG00000168528,SERINC2,23231,347735, TDE2
4002,ENSG00000111897,SERINC1,13464,57515, TDE2
28070,ENSG00000225366,CRIPTO3,11703,6998, TDGF2
15637,ENSG00000183514,CRIPTOP2,11702,, TDGF2
246,ENSG00000010030,ETV7,18160,51513, TEL2
2391,ENSG00000100726,TELO2,29099,9894, TEL2
54467,ENSG00000270141,TERC,11727,, TER
2127,ENSG00000099797,TECR,4551,9524, TER
7819,ENSG00000139146,SINHCAF,30702,58516, TERA
11651,ENSG00000165280,VCP,12666,7415, TERA
5719,ENSG00000125651,GTF2F1,4652,2962, TFIIF
43239,ENSG00000251254,GTF2F2P1,4654,, TFIIF
16849,ENSG00000188342,GTF2F2,4653,2963, TFIIF
8794,ENSG00000145736,GTF2H2,4656,2966, TFIIH
55590,ENSG00000272047,GTF2H5,21157,404672, TFIIH
3828,ENSG00000110768,GTF2H1,4655,2965, TFIIH
24366,ENSG00000213780,GTF2H4,4658,2968, TFIIH
3910,ENSG00000111358,GTF2H3,4657,2967, TFIIH
16018,ENSG00000185024,BRF1,11551,2972, TFIIIB90
8793,ENSG00000145734,BDP1,13652,55814, TFIIIB90
14410,ENSG00000177426,TGIF1,11776,7050, TGIF
7345,ENSG00000136634,IL10,5962,3586, TGIF
3485,ENSG00000107890,ANKRD26,29186,22852, THC2
5095,ENSG00000120539,MASTL,19042,84930, THC2
5851,ENSG00000126368,NR1D1,7962,9572, THRA1
5849,ENSG00000126351,THRA,11796,7067, THRA1
342,ENSG00000013588,GPRC5A,9836,9052, TIG1
4879,ENSG00000118849,RARRES1,9867,5918, TIG1
677,ENSG00000050327,ARHGEF5,13209,7984, TIM
3931,ENSG00000111602,TIMELESS,11813,8914, TIM
677,ENSG00000050327,ARHGEF5,13209,7984, TIM1
3931,ENSG00000111602,TIMELESS,11813,8914, TIM1
4184,ENSG00000113249,HAVCR1,17866,26762, TIM1
5444,ENSG00000123600,METTL8,25856,79828, TIP
6200,ENSG00000129636,ITFG1,30697,81533, TIP
3108,ENSG00000105376,ICAM5,5348,7087, TLN
7442,ENSG00000137076,TLN1,11845,7094, TLN
8874,ENSG00000146215,CRIP3,17751,401262, TLP
475,ENSG00000028839,TBPL1,11589,9519, TLP
4726,ENSG00000117335,CD46,6953,4179, TLX
4074,ENSG00000112333,NR2E1,7973,7101, TLX
2840,ENSG00000103490,PYCARD,16608,29108, TMS-1
6701,ENSG00000132824,SERINC3,11699,10955, TMS-1
27105,ENSG00000224140,TNXA,11975,, TNX
12458,ENSG00000168477,TNXB,11976,7148, TNX
9854,ENSG00000154640,BTG3,1132,10950, TOB55
2290,ENSG00000100347,SAMM50,24276,25813, TOB55
10562,ENSG00000160349,LCN1,6525,3933, TP
5133,ENSG00000120802,TMPO,11875,7112, TP
5687,ENSG00000125454,SLC25A19,14409,60386, TPC
3507,ENSG00000108091,CCDC6,18782,8030, TPC
9161,ENSG00000148459,PDSS1,17759,23590, TPT
11497,ENSG00000164690,SHH,10848,6469, TPT
15125,ENSG00000181104,F2R,3537,2149, TR
54467,ENSG00000270141,TERC,11727,, TR
15885,ENSG00000184470,TXNRD2,18155,10587, TR
8604,ENSG00000144339,TMEFF2,11867,23671, TR
13663,ENSG00000173662,TAS1R1,14448,80835, TR1
11520,ENSG00000164761,TNFRSF11B,11909,4982, TR1
17703,ENSG00000197763,TXNRD3,20667,114112, TR2
10220,ENSG00000157873,TNFRSF14,11912,8764, TR2
14718,ENSG00000179002,TAS1R2,14905,80834, TR2
5407,ENSG00000123358,NR4A1,7980,3164, TR3
15885,ENSG00000184470,TXNRD2,18155,10587, TR3
25088,ENSG00000215788,TNFRSF25,11910,8718, TR3
11987,ENSG00000166598,HSP90B1,12028,7184, TRA1
17250,ENSG00000196367,TRRAP,12347,8295, TRA1
10503,ENSG00000160145,KALRN,4814,8997, TRAD
16115,ENSG00000185379,RAD51D,9823,5892, TRAD
1004,ENSG00000067167,TRAM1,20568,23471, TRAMP
24734,ENSG00000214717,ZBED1,447,9189, TRAMP
25088,ENSG00000215788,TNFRSF25,11910,8718, TRAMP
8257,ENSG00000142186,SCYL1,14372,57410, TRAP
2668,ENSG00000102245,CD40LG,11935,959, TRAP
2702,ENSG00000102575,ACP5,124,54, TRAP
49074,ENSG00000259706,HSP90B2P,12099,, TRAP1
7225,ENSG00000135966,TGFBRAP1,16836,9392, TRAP1
21327,ENSG00000203914,HSP90B3P,12100,, TRAP2
13941,ENSG00000175166,PSMD2,9559,5708, TRAP2
23618,ENSG00000212127,TAS2R14,14920,50840, TRB1
13596,ENSG00000173334,TRIB1,16891,10221, TRB1
1164,ENSG00000071575,TRIB2,30809,28951, TRB2
5187,ENSG00000121318,TAS2R10,14918,50839, TRB2
23620,ENSG00000212128,TAS2R13,14919,50838, TRB3
2497,ENSG00000101255,TRIB3,16228,57761, TRB3
4221,ENSG00000113525,IL5,6016,3567, TRF
9058,ENSG00000147601,TERF1,11728,7013, TRF
6657,ENSG00000132604,TERF2,11729,7014, TRF2
475,ENSG00000028839,TBPL1,11589,9519, TRF2
5982,ENSG00000127666,TICAM1,18348,148022, TRIF
16237,ENSG00000185880,TRIM69,17857,140691, TRIF
5630,ENSG00000124831,LRRFIP1,6702,9208, TRIP
15716,ENSG00000183763,TRAIP,30764,10293, TRIP
2203,ENSG00000100100,PIK3IP1,24942,113791, TRIP
8475,ENSG00000143549,TPM3,12012,7170, TRK
17911,ENSG00000198400,NTRK1,8031,4914, TRK
44745,ENSG00000253368,TRNP1,34348,388610, TRNP
23286,ENSG00000210196,MT-TP,7494,, TRNP
9422,ENSG00000151067,CACNA1C,1390,775, TS
14282,ENSG00000176890,TYMS,12441,7298, TS
800,ENSG00000059377,TBXAS1,11609,6916, TS
18023,ENSG00000198730,CTR9,16850,9646, TSBP
21444,ENSG00000204296,TSBP1,13922,10665, TSBP
1143,ENSG00000070915,SLC12A3,10912,6559, TSC
11750,ENSG00000165699,TSC1,12362,7248, TSC
1811,ENSG00000088992,TESC,26065,54997, TSC
16236,ENSG00000185875,THNSL1,26160,79896, TSH1
14907,ENSG00000179981,TSHZ1,10669,10194, TSH1
8574,ENSG00000144115,THNSL2,25602,55258, TSH2
15380,ENSG00000182463,TSHZ2,13010,128553, TSH2
32589,ENSG00000231086,TSSK1A,11400,, TSSK1
23613,ENSG00000212122,TSSK1B,14968,83942, TSSK1
10138,ENSG00000157181,ODR4,24299,54953, TTG1
11931,ENSG00000166407,LMO1,6641,4004, TTG1
10555,ENSG00000160323,ADAMTS13,1366,11093, TTP
6015,ENSG00000128016,ZFP36,12862,7538, TTP
15082,ENSG00000180910,TTTY11,18492,, TTY11
37324,ENSG00000237048,TTTY12,18493,83867, TTY11
8728,ENSG00000145242,EPHA5,3389,2044, TYRO4
607,ENSG00000044524,EPHA3,3387,2042, TYRO4
38359,ENSG00000238498,SNORD13P1,10110,, U13
38504,ENSG00000239039,SNORD13,32711,692084, U13
38530,ENSG00000239128,SNORD13P3,10112,, U13
20190,ENSG00000201403,SNORD14B,31803,, U14
55585,ENSG00000272034,SNORD14A,10113,26822, U14
19900,ENSG00000200959,SNORA74A,10119,26821, U19
8714,ENSG00000145088,EAF2,23115,55840, U19
26123,ENSG00000222328,RNU2-2P,10152,, U2
26041,ENSG00000222076,RNU2-3P,10153,, U2
26185,ENSG00000222465,RNU2-5P,10155,, U2
60368,ENSG00000277084,RNU2-4P,10154,, U2
19257,ENSG00000200318,SNORD3P1,10175,, U3
51456,ENSG00000263934,SNORD3A,33189,, U3
50696,ENSG00000262074,SNORD3B-2,33190,, U3B2
52085,ENSG00000265185,SNORD3B-1,10168,, U3B2
19833,ENSG00000200795,RNU4-1,10192,26835, U4
55655,ENSG00000272160,RNU4-5P,10198,, U4
26281,ENSG00000222736,RNU4-6P,10199,, U4
20480,ENSG00000201806,RNU4-8P,10195,124900516, U4
20395,ENSG00000201628,RNU4-7P,10194,, U4
20218,ENSG00000201458,RNU4-4P,10197,, U4
19179,ENSG00000200156,RNU5B-1,10212,26832, U5B1
18839,ENSG00000199568,RNU5A-1,10211,26831, U5B1
18244,ENSG00000199226,RNU6-50P,10229,124900488, U6
22251,ENSG00000206625,RNU6-1,10227,26827, U6
1402,ENSG00000077721,UBE2A,12472,7319, UBC2
4902,ENSG00000119048,UBE2B,12473,7320, UBC2
1799,ENSG00000088833,NSFL1C,15912,55968, UBXD10
10772,ENSG00000162191,UBXN1,18402,51035, UBXD10
38590,ENSG00000239265,CLRN1-AS1,30895,, UCRP
16650,ENSG00000187608,ISG15,4053,9636, UCRP
6400,ENSG00000130939,UBE4B,12500,10277, UFD2
3790,ENSG00000110344,UBE4A,12499,9354, UFD2
3726,ENSG00000109814,UGDH,12525,7358, UGD
4497,ENSG00000115652,UXS1,17729,80146, UGD
2644,ENSG00000102100,SLC35A2,11022,7355, UGT1
39591,ENSG00000241635,UGT1A1,12530,54658, UGT1
7640,ENSG00000138039,LHCGR,6585,3973, ULG5
5123,ENSG00000120725,SIL1,24624,64374, ULG5
9632,ENSG00000152669,CCNO,18576,10309, UNG2
1344,ENSG00000076248,UNG,12572,7374, UNG2
232,ENSG00000009307,CSDE1,29905,7812, UNR
6480,ENSG00000131408,NR1H2,7965,7376, UNR
16512,ENSG00000186912,P2RY4,8542,5030, UNR
3792,ENSG00000110375,UPK2,12579,7379, UP2
163,ENSG00000007001,UPP2,23061,151531, UP2
4459,ENSG00000115446,UNC50,16046,25972, URP
17009,ENSG00000188958,UTS2B,30894,257313, URP
12649,ENSG00000169249,ZRSR2,23019,8233, URP
8708,ENSG00000145040,UCN2,18414,90226, URP
6712,ENSG00000132874,SLC14A2,10919,8170, UT2
7948,ENSG00000139971,ARMH4,19846,145407, UT2
28723,ENSG00000226212,TRGV6,12292,, V1S5P
30630,ENSG00000228668,TRGV5P,12291,, V1S5P
4554,ENSG00000116039,ATP6V1B1,853,525, VATB
9027,ENSG00000147416,ATP6V1B2,854,526, VATB
9466,ENSG00000151418,ATP6V1G3,18265,127124, VMA10
22132,ENSG00000206445,ATP6V1G2,862,534, VMA10
7405,ENSG00000136888,ATP6V1G1,864,9550, VMA10
9027,ENSG00000147416,ATP6V1B2,854,526, VMA2
4554,ENSG00000116039,ATP6V1B1,853,525, VMA2
6438,ENSG00000131100,ATP6V1E1,857,529, VMA4
42771,ENSG00000250565,ATP6V1E2,18125,90423, VMA4
9910,ENSG00000155097,ATP6V1C1,856,528, VMA5
8538,ENSG00000143882,ATP6V1C2,18264,245973, VMA5
9062,ENSG00000147614,ATP6V0D2,18266,245972, VMA6
10459,ENSG00000159720,ATP6V0D1,13724,9114, VMA6
16108,ENSG00000185344,ATP6V0A2,18481,23545, VPH1
3237,ENSG00000105929,ATP6V0A4,866,50617, VPH1
506,ENSG00000033627,ATP6V0A1,865,535, VPH1
3237,ENSG00000105929,ATP6V0A4,866,50617, VPP2
4332,ENSG00000114573,ATP6V1A,851,523, VPP2
9027,ENSG00000147416,ATP6V1B2,854,526, VPP3
4554,ENSG00000116039,ATP6V1B1,853,525, VPP3
24279,ENSG00000213625,LEPROT,29477,54741, VPS55
2959,ENSG00000104660,LEPROTL1,6555,23484, VPS55
9378,ENSG00000150630,VEGFC,12682,7424, VRP
21596,ENSG00000204634,TBC1D8,17791,11138, VRP
4765,ENSG00000117595,IRF6,6121,3664, VWS1
202,ENSG00000008118,CAMK1G,14585,57172, VWS1
15990,ENSG00000184937,WT1,12796,7490, WAGR
182,ENSG00000007372,PAX6,8620,5080, WAGR
3284,ENSG00000106133,NSUN5P2,16609,, WBSCR20B
26757,ENSG00000223705,NSUN5P1,19146,155400, WBSCR20B
2053,ENSG00000095787,WAC,17327,51322, WWP4
9519,ENSG00000151748,SAV1,17795,60485, WWP4
5761,ENSG00000125826,RBCK1,15864,10616, XAP4
2133,ENSG00000099817,POLR2E,9192,5434, XAP4
13274,ENSG00000171928,TVP23B,20399,51030, YDR084C
11994,ENSG00000166676,TVP23A,20398,780776, YDR084C
3960,ENSG00000111711,GOLT1B,20175,51026, YMR292W
13823,ENSG00000174567,GOLT1A,24766,127845, YMR292W
16514,ENSG00000186919,ZACN,29504,353174, ZAC
4846,ENSG00000118495,PLAGL1,9046,5325, ZAC
3238,ENSG00000105939,ZC3HAV1,23721,56829, ZAP
4951,ENSG00000119596,YLPM1,17798,56252, ZAP
2863,ENSG00000103671,TRIP4,12310,9325, ZC2HC5
13522,ENSG00000172977,KAT5,5275,10524, ZC2HC5
40999,ENSG00000245680,ZNF585B,30948,92285, ZFP27
17449,ENSG00000196967,ZNF585A,26305,199704, ZFP27
1881,ENSG00000090372,STRN4,15721,29888, ZIN
290,ENSG00000011275,RNF216,21698,54476, ZIN
5089,ENSG00000120498,TEX11,11733,56159, ZIP4
9084,ENSG00000147804,SLC39A4,17129,55630, ZIP4
11701,ENSG00000165512,ZNF22,13012,7570, ZNF422
13514,ENSG00000172943,PHF8,20672,23133, ZNF422
11518,ENSG00000164756,SLC30A8,20303,169026, ZNT8
17360,ENSG00000196660,SLC30A10,25355,55532, ZNT8
12903,ENSG00000170385,SLC30A1,11012,7779, ZRC1
17360,ENSG00000196660,SLC30A10,25355,55532, ZRC1
76,ENSG00000005022,SLC25A5,10991,292,2F1
7831,ENSG00000139187,KLRG1,6380,10219,2F1
8474,ENSG00000143546,S100A8,10498,6279,60B8AG
11032,ENSG00000163220,S100A9,10499,6280,60B8AG
22421,ENSG00000206832,RNU6V,10230,,87U6
917,ENSG00000065135,GNAI3,4387,2773,87U6
4526,ENSG00000115875,SRSF7,10789,6432,9G8
11472,ENSG00000164609,SLU7,16939,10569,9G8
527,ENSG00000035928,RFC1,9969,5981,A1
506,ENSG00000033627,ATP6V0A1,865,535,A1
666,ENSG00000049541,RFC2,9970,5982,A1
11257,ENSG00000163918,RFC4,9972,5984,A1
16108,ENSG00000185344,ATP6V0A2,18481,23545,A2
9318,ENSG00000149735,GPHA2,18054,170589,A2
3611,ENSG00000108823,SGCA,10805,6442,A2
10537,ENSG00000160226,CFAP410,1260,755,A2
40865,ENSG00000244575,IGKV1-27,5735,,A20
4848,ENSG00000118503,TNFAIP3,11896,7128,A20
13940,ENSG00000175164,ABO,79,28,A3GALNT
9128,ENSG00000148288,GBGT1,20460,26301,A3GALNT
2707,ENSG00000102683,SGCG,10809,6445,A4
1843,ENSG00000089289,IGBP1,5461,3476,A4
3237,ENSG00000105929,ATP6V0A4,866,50617,A4
2625,ENSG00000102007,PLP2,9087,5355,A4
13141,ENSG00000171428,NAT1,7645,9,AAC1
9516,ENSG00000151729,SLC25A4,10990,291,AAC1
11589,ENSG00000165029,ABCA1,29,19,ABC1
1037,ENSG00000068097,HEATR6,24076,63897,ABC1
50143,ENSG00000261189,DSP-AS1,56039,101928076,ABL
2084,ENSG00000097007,ABL1,76,25,ABL
7799,ENSG00000138823,MTTP,7467,4547,ABL
25,ENSG00000002726,AOC1,80,26,ABP
6155,ENSG00000129214,SHBG,10839,6462,ABP
6079,ENSG00000128591,FLNC,3756,2318,ABP-280
17437,ENSG00000196924,FLNA,3754,2316,ABP-280
53783,ENSG00000268186,ZNF114-AS1,53930,,AC008392.1
53720,ENSG00000268001,CARD8-AS1,51408,100505812,AC008392.1
49967,ENSG00000260943,LINC02555,53593,,AC079630.2
26926,ENSG00000223914,LINC02471,53410,,AC079630.2
1588,ENSG00000082929,LINC01587,13716,10141,AC1
11511,ENSG00000164742,ADCY1,232,107,AC1
52531,ENSG00000266079,SNORA59B,32658,,ACA59
38536,ENSG00000239149,SNORA59A,32653,677882,ACA59
1300,ENSG00000075239,ACAT1,93,38,ACAT
772,ENSG00000057252,SOAT1,11177,6646,ACAT
11424,ENSG00000164398,ACSL6,16496,23305,ACS2
17508,ENSG00000197142,ACSL5,16526,51703,ACS2
5471,ENSG00000123983,ACSL3,3570,2181,ACS3
5329,ENSG00000122691,TWIST1,12428,7291,ACS3
26024,ENSG00000222036,POTEM,37096,641455,ACT
4046,ENSG00000112214,FHL5,17371,9457,ACT
1372,ENSG00000077080,ACTL6B,160,51412,ACTL6
7328,ENSG00000136518,ACTL6A,24124,86,ACTL6
7105,ENSG00000135404,CD63,1692,967,AD1
8259,ENSG00000142192,APP,620,351,AD1
21596,ENSG00000204634,TBC1D8,17791,11138,AD3
1513,ENSG00000080815,PSEN1,9508,5663,AD3
9593,ENSG00000152382,TADA1,30631,117143,ADA1
17412,ENSG00000196839,ADA,186,100,ADA1
8334,ENSG00000142794,NBPF3,25076,84224,AE2
11550,ENSG00000164889,SLC4A2,11028,6522,AE2
3342,ENSG00000106541,AGR2,328,10551,AG2
16613,ENSG00000187479,C11orf96,38675,387763,AG2
4521,ENSG00000115840,SLC25A12,10982,8604,AGC1
10207,ENSG00000157766,ACAN,319,176,AGC1
9721,ENSG00000153395,LPCAT1,25718,79888,AGPAT10
7759,ENSG00000138678,GPAT3,28157,84803,AGPAT10
3566,ENSG00000108551,RASD1,15828,51655,AGS1
24311,ENSG00000213689,TREX1,12269,11277,AGS1
13506,ENSG00000172922,RNASEH2C,24116,84153,AGS3
10564,ENSG00000160360,GPSM1,17858,26086,AGS3
22079,ENSG00000206314,GPSM3,13945,63940,AGS4
3009,ENSG00000104889,RNASEH2A,18518,10535,AGS4
2362,ENSG00000100591,AHSA1,1189,10598,AHA1
13562,ENSG00000173209,AHSA2P,20437,,AHA1
5953,ENSG00000127423,AUNIP,28363,79000,AIBP
11073,ENSG00000163382,NAXE,18453,128240,AIBP
1151,ENSG00000071127,WDR1,12754,9948,AIP1
5387,ENSG00000123165,ACTRT1,24027,139741,AIP1
12944,ENSG00000170540,ARL6IP1,697,23204,AIP1
12863,ENSG00000170248,PDCD6IP,8766,10015,AIP1
17893,ENSG00000198336,MYL4,7585,4635,ALC1
6531,ENSG00000131778,CHD1L,1916,9557,ALC1
8370,ENSG00000143149,ALDH9A1,412,223,ALDH4
10428,ENSG00000159423,ALDH4A1,406,8659,ALDH4
49265,ENSG00000259974,LINC00261,16189,140828,ALIEN
11875,ENSG00000166200,COPS2,30747,9318,ALIEN
13064,ENSG00000171094,ALK,427,238,ALK1
5488,ENSG00000124107,SLPI,11092,6590,ALK1
10770,ENSG00000162174,ASRGL1,16448,80150,ALP
3439,ENSG00000107518,ATRNL1,29063,26033,ALP
24432,ENSG00000213927,CCL27,10626,10850,ALP
9846,ENSG00000154553,PDLIM3,20767,27295,ALP
4740,ENSG00000117448,AKR1A1,380,10327,ALR
5970,ENSG00000127554,GFER,4236,2671,ALR
12204,ENSG00000167548,KMT2D,7133,8085,ALR
2123,ENSG00000099769,IGFALS,5468,3483,ALS
8252,ENSG00000142168,SOD1,11179,6647,ALS
13055,ENSG00000171049,FPR2,3827,2358,ALX
17369,ENSG00000196684,HSH2D,24920,84941,ALX
9212,ENSG00000148926,ADM,259,133,AM
13211,ENSG00000171681,ATF7IP,20092,55729,AM
6333,ENSG00000130598,TNNI2,11946,7136,AMCD2B
6332,ENSG00000130595,TNNT3,11950,7140,AMCD2B
13875,ENSG00000174876,AMY1B,475,277,AMY1
37880,ENSG00000237763,AMY1A,474,276,AMY1
16683,ENSG00000187733,AMY1C,476,278,AMY1
40371,ENSG00000243480,AMY2A,477,279,AMY2
38919,ENSG00000240038,AMY2B,478,280,AMY2
182,ENSG00000007372,PAX6,8620,5080,AN
7923,ENSG00000139734,DIAPH3,15480,81624,AN
9328,ENSG00000149823,VPS51,1172,738,ANG2
1955,ENSG00000091879,ANGPT2,485,285,ANG2
9790,ENSG00000154122,ANKH,15492,56172,ANK
479,ENSG00000029534,ANK1,492,286,ANK
6317,ENSG00000130522,JUND,6206,3727,AP-1
5735,ENSG00000125740,FOSB,3797,2354,AP-1
12890,ENSG00000170345,FOS,3796,2353,AP-1
14452,ENSG00000177606,JUN,6204,3725,AP-1
17097,ENSG00000189283,FHIT,3701,2272,AP3AASE
13,ENSG00000001561,ENPP4,3359,22875,AP3AASE
1128,ENSG00000070718,AP3M2,570,10947,AP47B
2336,ENSG00000100478,AP4S1,575,11154,AP47B
1666,ENSG00000085491,SLC25A24,20662,29957,APC1
9687,ENSG00000153107,ANAPC1,19988,64682,APC1
14155,ENSG00000176248,ANAPC2,19989,29882,APC2
5717,ENSG00000125648,SLC25A23,19375,79085,APC2
718,ENSG00000053900,ANAPC4,19990,29945,APC4
15146,ENSG00000181240,SLC25A41,28533,284427,APC4
17309,ENSG00000196510,ANAPC7,17380,51434,APC7
12364,ENSG00000168077,SCARA3,19000,51435,APC7
2406,ENSG00000100823,APEX1,587,328,APE
4444,ENSG00000115355,CCDC88A,25523,55704,APE
13119,ENSG00000171307,ZDHHC16,20714,84287,APH2
10897,ENSG00000162736,NCSTN,17091,23385,APH2
10737,ENSG00000161955,TNFSF13,11928,8741,APRIL
7421,ENSG00000136938,ANP32B,16677,10541,APRIL
8126,ENSG00000141232,TOB1,11979,10140,APRO5
15747,ENSG00000183864,TOB2,11980,10766,APRO5
8290,ENSG00000142515,KLK3,6364,354,APS
10649,ENSG00000160999,SH2B2,17381,10603,APS
731,ENSG00000054598,FOXC1,3800,2296,ARA
1932,ENSG00000091262,ABCC6,57,368,ARA
4233,ENSG00000113595,TRIM23,660,373,ARD1
2629,ENSG00000102030,NAA10,18704,8260,ARD1
12219,ENSG00000167601,AXL,905,558,ARK
10174,ENSG00000157450,RNF111,17384,54778,ARK
7659,ENSG00000138107,ACTR1A,167,10121,ARP1
11322,ENSG00000164093,PITX2,9005,5308,ARP1
16150,ENSG00000185551,NR2F2,7976,7026,ARP1
3337,ENSG00000106526,ACTR3C,37282,653857,ARP11
6809,ENSG00000133627,ACTR3B,17256,57180,ARP11
7645,ENSG00000138071,ACTR2,169,10097,ARP2
7391,ENSG00000136859,ANGPTL2,490,23452,ARP2
4391,ENSG00000115091,ACTR3,170,10096,ARP3
6055,ENSG00000128383,APOBEC3A,17343,200315,ARP3
6057,ENSG00000128394,APOBEC3F,17356,200316,ARP8
4262,ENSG00000113812,ACTR8,14672,93973,ARP8
9719,ENSG00000153363,LINC00467,28227,,ASAP
11334,ENSG00000164114,MAP9,26118,79884,ASAP
2863,ENSG00000103671,TRIP4,12310,9325,ASC-1
6396,ENSG00000130876,SLC7A10,11058,56301,ASC-1
7315,ENSG00000136450,SRSF1,10780,6426,ASF
840,ENSG00000062096,ARSF,721,416,ASF
4609,ENSG00000116539,ASH1L,19088,55870,ASH1
7864,ENSG00000139352,ASCL1,738,429,ASH1
15707,ENSG00000183734,ASCL2,739,430,ASH2
6209,ENSG00000129691,ASH2L,744,9070,ASH2
11901,ENSG00000166311,SMPD1,11120,6609,ASM
6334,ENSG00000130600,H19,4713,283120,ASM
8764,ENSG00000145491,ROPN1L,24060,83853,ASP
9747,ENSG00000153802,TMPRSS11D,24059,9407,ASP
971,ENSG00000066279,ASPM,19048,259266,ASP
5004,ENSG00000119899,SLC17A5,10933,26503,AST
5030,ENSG00000120053,GOT1,4432,2805,AST
9910,ENSG00000155097,ATP6V1C1,856,528,ATP6C
16238,ENSG00000185883,ATP6V0C,855,527,ATP6C
22132,ENSG00000206445,ATP6V1G2,862,534,ATP6G
7405,ENSG00000136888,ATP6V1G1,864,9550,ATP6G
17652,ENSG00000197587,DMBX1,19026,127343,ATX
10129,ENSG00000157106,SMG1,30045,23049,ATX
7428,ENSG00000136960,ENPP2,3357,5168,ATX
8195,ENSG00000141577,CEP131,29511,22994,AZ1
3016,ENSG00000104904,OAZ1,8095,4946,AZ1
5305,ENSG00000122507,BBS9,30000,27241,B1
10087,ENSG00000156738,MS4A1,7315,931,B1
4899,ENSG00000119013,NDUFB3,7698,4709,B12
3647,ENSG00000109079,TNFAIP1,11894,7126,B12
10375,ENSG00000159147,DONSON,2993,29980,B17
11646,ENSG00000165264,NDUFB6,7701,4712,B17
2126,ENSG00000099795,NDUFB7,7702,4713,B18
12083,ENSG00000166979,EVA1C,13239,59271,B18
6860,ENSG00000134042,MRO,24121,83876,B29
178,ENSG00000007312,CD79B,1699,974,B29
21977,ENSG00000205929,C21orf62,1305,56245,B37
3951,ENSG00000111676,ATN1,3033,1822,B37
13843,ENSG00000174684,B4GAT1,15685,11041,B3GN-T1
12889,ENSG00000170340,B3GNT2,15629,10678,B3GN-T1
3460,ENSG00000107738,VSIR,30085,64115,B7-H5
4320,ENSG00000114455,HHLA2,4905,11148,B7-H5
13021,ENSG00000170906,NDUFA3,7686,4696,B9
3584,ENSG00000108641,B9D1,24123,27077,B9
40293,ENSG00000243289,AGAP13P,23499,,BA548K23.1
21332,ENSG00000203942,C10orf62,23294,414157,BA548K23.1
5980,ENSG00000127616,SMARCA4,11100,6597,BAF190
1501,ENSG00000080503,SMARCA2,11098,6595,BAF190
10802,ENSG00000162399,BSND,16512,7809,BART
2745,ENSG00000102931,ARL2BP,17146,23568,BART
17962,ENSG00000198563,DDX39B,13917,7919,BAT1
409,ENSG00000021488,SLC7A9,11067,11136,BAT1
7147,ENSG00000135577,NMBR,7843,4829,BB1
5698,ENSG00000125505,MBOAT7,15505,79143,BB1
