,NCBI_ID,gene_symbol,alias_symbol,HGNC_ID,ENSG_ID,source
10784,28661,TRAV22,TCRAV22S1,12119,ENSG00000211802,NCBI Info
10800,28677,TRAV9-2,TCRAV22S1,12154,ENSG00000211793,NCBI Info
10799,28676,TRAV10,TCRAV24S1,12103,ENSG00000211784,NCBI Info
10782,28659,TRAV24,TCRAV24S1,12121,ENSG00000211805,NCBI Info
10781,28658,TRAV25,TCRAV25S1,12122,ENSG00000211806,NCBI Info
10770,28647,TRAV35,TCRAV25S1,12134,ENSG00000211814,NCBI Info
10771,28648,TRAV34,TCRAV26S1,12133,ENSG00000211813,NCBI Info
10780,28657,TRAV26-1,TCRAV26S1,12123,ENSG00000211807,NCBI Info
10778,28655,TRAV27,TCRAV27S1,12125,ENSG00000211809,NCBI Info
10765,28642,TRAV39,TCRAV27S1,12139,ENSG00000211818,NCBI Info
10769,28646,TRAV36DV7,TCRAV28S1,12135,ENSG00000211815,NCBI Info
10777,28654,TRAV28,TCRAV28S1,12126,ENSG00000258835,NCBI Info
10796,28673,TRAV12-2,TCRAV2S1,12106,ENSG00000211789,NCBI Info
10813,28691,TRAV2,TCRAV2S1,12116,ENSG00000211776,NCBI Info
10775,28652,TRAV30,TCRAV30S1,12129,ENSG00000259092,NCBI Info
10786,28663,TRAV20,TCRAV30S1,12117,ENSG00000211800,NCBI Info
10774,28651,TRAV31,TCRAV31S1,12130,ENSG00000249048,NCBI Info
10764,28641,TRAV40,TCRAV31S1,12141,ENSG00000211819,NCBI Info
10773,28650,TRAV32,TCRAV32S1,12131,ENSG00000258905,NCBI Info
10781,28658,TRAV25,TCRAV32S1,12122,ENSG00000211806,NCBI Info
10812,28690,TRAV3,TCRAV3S1,12128,ENSG00000211777,NCBI Info
10789,28666,TRAV17,TCRAV3S1,12113,ENSG00000211797,NCBI Info
10779,28656,TRAV26-2,TCRAV4S1,12124,ENSG00000211812,NCBI Info
10811,28689,TRAV4,TCRAV4S1,12140,ENSG00000211778,NCBI Info
10810,28688,TRAV5,TCRAV5S1,12143,ENSG00000211779,NCBI Info
5540,6956,TRAV6,TCRAV5S1,12144,ENSG00000211780,NCBI Info
10809,28686,TRAV7,TCRAV7S1,12145,ENSG00000211781,NCBI Info
10815,28693,TRAV1-1,TCRAV7S1,12101,ENSG00000255569,NCBI Info
10808,28685,TRAV8-1,TCRAV8S1,12146,ENSG00000211782,NCBI Info
10794,28671,TRAV13-1,TCRAV8S1,12108,ENSG00000211788,NCBI Info
10807,28684,TRAV8-2,TCRAV8S2,12147,ENSG00000211786,NCBI Info
10793,28670,TRAV13-2,TCRAV8S2,12109,ENSG00000211791,NCBI Info
10790,28667,TRAV16,TCRAV9S1,12112,ENSG00000211796,NCBI Info
10801,28678,TRAV9-1,TCRAV9S1,12153,ENSG00000211783,NCBI Info
10712,28589,TRBV7-9,TCRB,12243,ENSG00000278030,NCBI Info
5546,6962,TRBV20OR9-2,TCRB,12197,ENSG00000205274,NCBI Info
5541,6957,TRB,TCRB,12155,,NCBI Info
10694,28571,TRBV16,TCRB,12191,ENSG00000275243,NCBI Info
10762,28639,TRBC1,TCRB,12156,ENSG00000211751,NCBI Info
10708,28585,TRBV10-1,TCRBV12S2,12177,ENSG00000211717,NCBI Info
10701,28578,TRBV12-2,TCRBV12S2,12184,ENSG00000211739,NCBI Info
10700,28577,TRBV12-3,TCRBV12S3,12185,ENSG00000274752,NCBI Info
10707,28584,TRBV10-2,TCRBV12S3,12178,ENSG00000229769,NCBI Info
10725,28602,TRBV6-5,TCRBV13S1,12230,ENSG00000211721,NCBI Info
10697,28574,TRBV13,TCRBV13S1,12188,ENSG00000276405,NCBI Info
10683,28560,TRBV27,TCRBV14S1,12208,ENSG00000211752,NCBI Info
10696,28573,TRBV14,TCRBV14S1,12189,ENSG00000275743,NCBI Info
10695,28572,TRBV15,TCRBV15S1,12190,ENSG00000276819,NCBI Info
10686,28563,TRBV24-1,TCRBV15S1,12203,ENSG00000211750,NCBI Info
10689,28566,TRBV21-1,TCRBV21S1,12198,ENSG00000251578,NCBI Info
10705,28582,TRBV11-1,TCRBV21S1,12180,ENSG00000211720,NCBI Info
10685,28562,TRBV25-1,TCRBV25S1,12205,ENSG00000282499,NCBI Info
10694,28571,TRBV16,TCRBV25S1,12191,ENSG00000275243,NCBI Info
10690,28567,TRBV20-1,TCRBV2S1,12196,ENSG00000211747,NCBI Info
10743,28620,TRBV2,TCRBV2S1,12195,ENSG00000226660,NCBI Info
10682,28559,TRBV28,TCRBV3S1,12209,ENSG00000211753,NCBI Info
10742,28619,TRBV3-1,TCRBV3S1,12212,ENSG00000237702,NCBI Info
10672,28522,TRDJ1,TCRD,12257,ENSG00000211825,NCBI Info
10673,28523,TRDD3,TCRD,12256,ENSG00000228985,NCBI Info
10676,28526,TRDC,TCRD,12253,,NCBI Info
5547,6964,TRD,TCRD,12252,,NCBI Info
5549,6966,TRGC1,TCRG,12275,ENSG00000211689,NCBI Info
5548,6965,TRG,TCRG,12271,,NCBI Info
5563,6980,TRGV6,TCRGV5P,12292,,NCBI Info
5562,6979,TRGV5P,TCRGV5P,12291,ENSG00000228668,NCBI Info
5594,7015,TERT,TCS1,11730,ENSG00000164362,NCBI Info
5534,6949,TCOF1,TCS1,11654,ENSG00000070814,NCBI Info
12881,55644,OSGEP,TCS3,18028,ENSG00000092094,NCBI Info
7383,9533,POLR1C,TCS3,20194,ENSG00000171453,NCBI Info
13627,57515,SERINC1,TDE2,13464,ENSG00000111897,NCBI Info
22051,347735,SERINC2,TDE2,23231,ENSG00000168528,NCBI Info
5578,6998,CRIPTO3,TDGF2,11703,ENSG00000225366,NCBI Info
8909,22816,CRIPTOP2,TDGF2,11702,,NCBI Info
1404,1747,DLX3,TDO,2916,ENSG00000064195,NCBI Info
5579,6999,TDO2,TDO,11708,ENSG00000151790,NCBI Info
5581,7002,PRDX1P1,TDPX2,11711,,NCBI Info
3970,5052,PRDX1,TDPX2,9352,ENSG00000117450,NCBI Info
6399,8260,NAA10,TE2,18704,ENSG00000102030,NCBI Info
12710,55301,OLAH,TE2,25625,ENSG00000152463,NCBI Info
12403,54937,SOHLH2,TEB1,26026,ENSG00000120669,NCBI Info
36330,100526761,CCDC169-SOHLH2,TEB1,38866,ENSG00000250709,NCBI Info
8394,10728,PTGES3,TEBP,16049,ENSG00000110958,NCBI Info
5654,7080,NKX2-1,TEBP,11825,ENSG00000136352,NCBI Info
5583,7004,TEAD4,TEF3,11717,ENSG00000197905,NCBI Info
3602,4591,TRIM37,TEF3,7523,ENSG00000108395,NCBI Info
11784,51513,ETV7,TEL2,18160,ENSG00000010030,NCBI Info
7691,9894,TELO2,TEL2,29099,ENSG00000100726,NCBI Info
30840,100188881,MFT2,TEM,,,NCBI Info
14082,64102,TNMD,TEM,17757,ENSG00000000005,NCBI Info
1253,1540,CYLD,TEM,2584,ENSG00000083799,NCBI Info
36396,100529145,TEN1-CDK3,TEN1,44420,ENSG00000261408,NCBI Info
7938,10178,TENM1,TEN1,8117,ENSG00000009694,NCBI Info
7374,9524,TECR,TER,4551,ENSG00000099797,NCBI Info
5591,7012,TERC,TER,11727,ENSG00000277925,NCBI Info
13881,58516,SINHCAF,TERA,30702,ENSG00000139146,NCBI Info
5936,7415,VCP,TERA,12666,ENSG00000165280,NCBI Info
5610,7033,TFF3,TFI,11757,ENSG00000160180,NCBI Info
5611,7035,TFPI,TFI,11760,ENSG00000003436,NCBI Info
2396,2957,GTF2A1,TFIIA,4646,ENSG00000165417,NCBI Info
2397,2958,GTF2A2,TFIIA,4647,ENSG00000140307,NCBI Info
2402,2963,GTF2F2,TFIIF,4653,ENSG00000188342,NCBI Info
2401,2962,GTF2F1,TFIIF,4652,ENSG00000125651,NCBI Info
2403,2964,GTF2F2P1,TFIIF,4654,,NCBI Info
1659,2068,ERCC2,TFIIH,3434,ENSG00000104884,NCBI Info
24263,404672,GTF2H5,TFIIH,21157,ENSG00000272047,NCBI Info
2407,2968,GTF2H4,TFIIH,4658,ENSG00000213780,NCBI Info
2406,2967,GTF2H3,TFIIH,4657,ENSG00000111358,NCBI Info
1662,2071,ERCC3,TFIIH,3435,ENSG00000163161,NCBI Info
2404,2965,GTF2H1,TFIIH,4655,ENSG00000110768,NCBI Info
2405,2966,GTF2H2,TFIIH,4656,ENSG00000145736,NCBI Info
2411,2972,BRF1,TFIIIB90,11551,ENSG00000185024,NCBI Info
13024,55814,BDP1,TFIIIB90,13652,ENSG00000145734,NCBI Info
5508,6919,TCEA2,TFIIS,11614,ENSG00000171703,NCBI Info
5509,6920,TCEA3,TFIIS,11615,ENSG00000204219,NCBI Info
5506,6917,TCEA1,TFIIS,11612,ENSG00000187735,NCBI Info
29456,100129696,INHCAP,TFP,11759,,NCBI Info
13258,56658,TRIM39,TFP,10065,ENSG00000204599,NCBI Info
5626,7050,TGIF1,TGIF,11776,ENSG00000177426,NCBI Info
2896,3586,IL10,TGIF,5962,ENSG00000136634,NCBI Info
17003,114112,TXNRD3,TGR,20667,ENSG00000197763,NCBI Info
10453,27430,MAT2B,TGR,6905,ENSG00000038274,NCBI Info
15524,81890,QTRT1,TGT,23797,ENSG00000213339,NCBI Info
7041,9097,USP14,TGT,12612,ENSG00000101557,NCBI Info
8937,22852,ANKRD26,THC2,29186,ENSG00000107890,NCBI Info
16212,84930,MASTL,THC2,19042,ENSG00000120539,NCBI Info
15469,81628,TSC22D4,THG1,21696,ENSG00000166925,NCBI Info
12437,54974,THG1L,THG1,26053,ENSG00000113272,NCBI Info
15993,84528,RHOXF2,THG1,30011,ENSG00000131721,NCBI Info
5641,7067,THRA,THRA1,11796,ENSG00000126351,NCBI Info
7414,9572,NR1D1,THRA1,7962,ENSG00000126368,NCBI Info
9484,23550,PSD4,TIC,19096,ENSG00000125637,NCBI Info
341,406,BMAL1,TIC,701,ENSG00000133794,NCBI Info
22204,353376,TICAM2,TICAM-2,21354,ENSG00000243414,NCBI Info
33137,100302736,TMED7-TICAM2,TICAM-2,33945,ENSG00000251201,NCBI Info
11827,51586,MED15,TIG1,14248,ENSG00000099917,NCBI Info
7004,9052,GPRC5A,TIG1,9836,ENSG00000013588,NCBI Info
4670,5918,RARRES1,TIG1,9867,ENSG00000118849,NCBI Info
6669,8607,RUVBL1,TIH1,10474,ENSG00000175792,NCBI Info
9533,23612,PHLDA3,TIH1,8934,ENSG00000174307,NCBI Info
6923,8914,TIMELESS,TIM,11813,ENSG00000111602,NCBI Info
6267,7984,ARHGEF5,TIM,13209,ENSG00000050327,NCBI Info
10136,26762,HAVCR1,TIM,17866,ENSG00000113249,NCBI Info
5734,7167,TPI1,TIM,12009,ENSG00000111669,NCBI Info
6267,7984,ARHGEF5,TIM1,13209,ENSG00000050327,NCBI Info
10136,26762,HAVCR1,TIM1,17866,ENSG00000113249,NCBI Info
6923,8914,TIMELESS,TIM1,11813,ENSG00000111602,NCBI Info
20425,261726,TIPRL,TIP,30231,ENSG00000143155,NCBI Info
14868,79828,METTL8,TIP,25856,ENSG00000123600,NCBI Info
15415,81533,ITFG1,TIP,30697,ENSG00000129636,NCBI Info
8232,10524,KAT5,TIP,5275,ENSG00000172977,NCBI Info
5137,6495,SIX1,TIP39,10887,ENSG00000126778,NCBI Info
16951,113091,PTH2,TIP39,30828,ENSG00000142538,NCBI Info
9642,24144,TFIP11,TIP39,17165,ENSG00000100109,NCBI Info
22204,353376,TICAM2,TIRAP3,21354,ENSG00000243414,NCBI Info
33137,100302736,TMED7-TICAM2,TIRAP3,33945,ENSG00000251201,NCBI Info
22204,353376,TICAM2,TIRP,21354,ENSG00000243414,NCBI Info
33137,100302736,TMED7-TICAM2,TIRP,33945,ENSG00000251201,NCBI Info
25181,445329,SULT1A4,TL-PST,30004,ENSG00000213648,NCBI Info
5421,6818,SULT1A3,TL-PST,11455,ENSG00000261052,NCBI Info
36344,100526830,SLX1A-SULT1A3,TL-PST,44437,ENSG00000213599,NCBI Info
5674,7101,NR2E1,TLL,7973,ENSG00000112333,NCBI Info
5665,7092,TLL1,TLL,11843,ENSG00000038295,NCBI Info
5660,7087,ICAM5,TLN,5348,ENSG00000105376,NCBI Info
5667,7094,TLN1,TLN,11845,ENSG00000137076,NCBI Info
9322,23339,VPS39,TLP,20593,ENSG00000166887,NCBI Info
23952,401262,CRIP3,TLP,17751,ENSG00000146215,NCBI Info
7370,9519,TBPL1,TLP,11589,ENSG00000028839,NCBI Info
3368,4179,CD46,TLX,6953,ENSG00000117335,NCBI Info
5674,7101,NR2E1,TLX,7973,ENSG00000112333,NCBI Info
3361,4170,MCL1,TM,6943,ENSG00000143384,NCBI Info
5632,7056,THBD,TM,11784,ENSG00000178726,NCBI Info
8600,10972,TMED10,TMP21,16998,ENSG00000170348,NCBI Info
21156,286102,TMED10P1,TMP21,30754,,NCBI Info
11132,29108,PYCARD,TMS,16608,ENSG00000103490,NCBI Info
5843,7298,TYMS,TMS,12441,ENSG00000176890,NCBI Info
11132,29108,PYCARD,TMS-1,16608,ENSG00000103490,NCBI Info
8586,10955,SERINC3,TMS-1,11699,ENSG00000132824,NCBI Info
5735,7168,TPM1,TMSA,12010,ENSG00000140416,NCBI Info
4548,5757,PTMA,TMSA,9623,ENSG00000187514,NCBI Info
62062,122394733,TMSB15C,TMSB15B,55173,ENSG00000269226,NCBI Info
8633,11013,TMSB15A,TMSB15B,30744,ENSG00000158164,NCBI Info
8633,11013,TMSB15A,TMSL8,30744,ENSG00000158164,NCBI Info
21220,286527,TMSB15B,TMSL8,28612,ENSG00000158427,NCBI Info
8633,11013,TMSB15A,TMSNB,30744,ENSG00000158164,NCBI Info
21220,286527,TMSB15B,TMSNB,28612,ENSG00000158427,NCBI Info
2738,3371,TNC,TN,5318,ENSG00000041982,NCBI Info
5696,7123,CLEC3B,TN,11891,ENSG00000163815,NCBI Info
5705,7134,TNNC1,TN-C,11943,ENSG00000114854,NCBI Info
2738,3371,TNC,TN-C,5318,ENSG00000041982,NCBI Info
21963,346171,ZFP57,TNDM1,18791,ENSG00000204644,NCBI Info
6248,7952,TNDM,TNDM1,,,NCBI Info
7444,9612,NCOR2,TNRC14,7673,ENSG00000196498,NCBI Info
6366,8202,NCOA3,TNRC14,7670,ENSG00000124151,NCBI Info
19189,162083,C16orf82,TNT,30755,ENSG00000234186,NCBI Info
5709,7138,TNNT1,TNT,11948,ENSG00000105048,NCBI Info
5717,7148,TNXB,TNX,11976,ENSG00000168477,NCBI Info
5716,7146,TNXA,TNX,11975,,NCBI Info
9686,25813,SAMM50,TOB55,24276,ENSG00000100347,NCBI Info
8581,10950,BTG3,TOB55,1132,ENSG00000154640,NCBI Info
2111,2626,GATA4,TOF,4173,ENSG00000136574,NCBI Info
12520,55079,FEZF2,TOF,13506,ENSG00000153266,NCBI Info
5639,7064,THOP1,TOP,11793,ENSG00000172009,NCBI Info
26921,649159,LINC00273,TOP,38595,ENSG00000256642,NCBI Info
7782,9997,SCO2,TP,10604,ENSG00000284194,NCBI Info
3177,3933,LCN1,TP,6525,ENSG00000160349,NCBI Info
5685,7112,TMPO,TP,11875,ENSG00000120802,NCBI Info
1518,1890,TYMP,TP,3148,ENSG00000025708,NCBI Info
5590,7011,TEP1,TP1,11726,ENSG00000129566,NCBI Info
5712,7141,TNP1,TP1,11951,ENSG00000118245,NCBI Info
5594,7015,TERT,TP2,11730,ENSG00000164362,NCBI Info
5713,7142,TNP2,TP2,11952,ENSG00000178279,NCBI Info
41643,102724101,TP53TG3E,TP53TG3,51816,ENSG00000275034,NCBI Info
28009,729264,TP53TG3D,TP53TG3,44657,ENSG00000205456,NCBI Info
41457,102723655,LOC102723655,TP53TG3,,,NCBI Info
41650,102724127,TP53TG3F,TP53TG3,51817,ENSG00000278848,NCBI Info
27099,653550,TP53TG3C,TP53TG3,42962,ENSG00000205457,NCBI Info
41485,102723713,LOC102723713,TP53TG3,,,NCBI Info
41485,102723713,LOC102723713,TP53TG3A,,,NCBI Info
9648,24150,TP53TG3,TP53TG3A,30759,ENSG00000183632,NCBI Info
28009,729264,TP53TG3D,TP53TG3B,44657,ENSG00000205456,NCBI Info
41650,102724127,TP53TG3F,TP53TG3B,51817,ENSG00000278848,NCBI Info
41457,102723655,LOC102723655,TP53TG3B,,,NCBI Info
41643,102724101,TP53TG3E,TP53TG3B,51816,ENSG00000275034,NCBI Info
41485,102723713,LOC102723713,TP53TG3B,,,NCBI Info
41457,102723655,LOC102723655,TP53TG3C,,,NCBI Info
41485,102723713,LOC102723713,TP53TG3C,,,NCBI Info
41650,102724127,TP53TG3F,TP53TG3C,51817,ENSG00000278848,NCBI Info
28009,729264,TP53TG3D,TP53TG3C,44657,ENSG00000205456,NCBI Info
41643,102724101,TP53TG3E,TP53TG3C,51816,ENSG00000275034,NCBI Info
41457,102723655,LOC102723655,TP53TG3D,,,NCBI Info
41485,102723713,LOC102723713,TP53TG3D,,,NCBI Info
41643,102724101,TP53TG3E,TP53TG3D,51816,ENSG00000275034,NCBI Info
41650,102724127,TP53TG3F,TP53TG3D,51817,ENSG00000278848,NCBI Info
41457,102723655,LOC102723655,TP53TG3E,,,NCBI Info
28040,729355,TP53TG3B,TP53TG3E,37202,ENSG00000261509,NCBI Info
41650,102724127,TP53TG3F,TP53TG3E,51817,ENSG00000278848,NCBI Info
27099,653550,TP53TG3C,TP53TG3E,42962,ENSG00000205457,NCBI Info
41485,102723713,LOC102723713,TP53TG3E,,,NCBI Info
28009,729264,TP53TG3D,TP53TG3E,44657,ENSG00000205456,NCBI Info
9648,24150,TP53TG3,TP53TG3E,30759,ENSG00000183632,NCBI Info
41457,102723655,LOC102723655,TP53TG3F,,,NCBI Info
41643,102724101,TP53TG3E,TP53TG3F,51816,ENSG00000275034,NCBI Info
41485,102723713,LOC102723713,TP53TG3F,,,NCBI Info
28040,729355,TP53TG3B,TP53TG3F,37202,ENSG00000261509,NCBI Info
28009,729264,TP53TG3D,TP53TG3F,44657,ENSG00000205456,NCBI Info
27099,653550,TP53TG3C,TP53TG3F,42962,ENSG00000205457,NCBI Info
9648,24150,TP53TG3,TP53TG3F,30759,ENSG00000183632,NCBI Info
6287,8030,CCDC6,TPC,18782,ENSG00000108091,NCBI Info
13937,60386,SLC25A19,TPC,14409,ENSG00000125454,NCBI Info
5743,7177,TPSAB1,TPS2,12019,ENSG00000172236,NCBI Info
14197,64499,TPSB2,TPS2,14120,ENSG00000197253,NCBI Info
9514,23590,PDSS1,TPT,17759,ENSG00000148459,NCBI Info
14149,64327,LMBR1,TPT,13243,ENSG00000105983,NCBI Info
5117,6469,SHH,TPT,10848,ENSG00000164690,NCBI Info
5117,6469,SHH,TPTPS,10848,ENSG00000164690,NCBI Info
14149,64327,LMBR1,TPTPS,13243,ENSG00000105983,NCBI Info
5746,7180,CRISP2,TPX1,12024,ENSG00000124490,NCBI Info
5580,7001,PRDX2,TPX1,9353,ENSG00000167815,NCBI Info
1715,2149,F2R,TR,3537,ENSG00000181104,NCBI Info
5841,7296,TXNRD1,TR,12437,ENSG00000198431,NCBI Info
9575,23671,TMEFF2,TR,11867,ENSG00000144339,NCBI Info
5591,7012,TERC,TR,11727,ENSG00000277925,NCBI Info
8287,10587,TXNRD2,TR,18155,ENSG00000184470,NCBI Info
5613,7037,TFRC,TR,11763,ENSG00000072274,NCBI Info
36319,100526694,MSANTD3-TMEFF1,TR-1,38838,,NCBI Info
6648,8577,TMEFF1,TR-1,11866,ENSG00000241697,NCBI Info
3913,4982,TNFRSF11B,TR1,11909,ENSG00000164761,NCBI Info
5841,7296,TXNRD1,TR1,12437,ENSG00000198431,NCBI Info
15239,80835,TAS1R1,TR1,14448,ENSG00000173662,NCBI Info
15238,80834,TAS1R2,TR2,14905,ENSG00000179002,NCBI Info
17003,114112,TXNRD3,TR2,20667,ENSG00000197763,NCBI Info
5747,7181,NR2C1,TR2,7971,ENSG00000120798,NCBI Info
16635,91614,DEPDC7,TR2,29899,ENSG00000121690,NCBI Info
6795,8764,TNFRSF14,TR2,11912,ENSG00000157873,NCBI Info
8287,10587,TXNRD2,TR3,18155,ENSG00000184470,NCBI Info
2576,3164,NR4A1,TR3,7980,ENSG00000123358,NCBI Info
6759,8718,TNFRSF25,TR3,11910,ENSG00000215788,NCBI Info
13424,57088,PLSCR4,TRA1,16497,ENSG00000114698,NCBI Info
5750,7184,HSP90B1,TRA1,12028,ENSG00000166598,NCBI Info
12407,54941,RNF125,TRAC-1,21150,ENSG00000101695,NCBI Info
7444,9612,NCOR2,TRAC-1,7673,ENSG00000196498,NCBI Info
7443,9611,NCOR1,TRAC1,7672,ENSG00000141027,NCBI Info
7444,9612,NCOR2,TRAC1,7673,ENSG00000196498,NCBI Info
12407,54941,RNF125,TRAC1,21150,ENSG00000101695,NCBI Info
4646,5892,RAD51D,TRAD,9823,ENSG00000185379,NCBI Info
6968,8997,KALRN,TRAD,4814,ENSG00000160145,NCBI Info
33137,100302736,TMED7-TICAM2,TRAM,33945,ENSG00000251201,NCBI Info
22204,353376,TICAM2,TRAM,21354,ENSG00000243414,NCBI Info
9422,23471,TRAM1,TRAM,20568,ENSG00000067167,NCBI Info
1448,1805,DPT,TRAMP,3011,ENSG00000143196,NCBI Info
6759,8718,TNFRSF25,TRAMP,11910,ENSG00000215788,NCBI Info
7113,9189,ZBED1,TRAMP,447,ENSG00000292345,NCBI Info
9422,23471,TRAM1,TRAMP,20568,ENSG00000067167,NCBI Info
788,959,CD40LG,TRAP,11935,ENSG00000102245,NCBI Info
13561,57410,SCYL1,TRAP,14372,ENSG00000142186,NCBI Info
45,54,ACP5,TRAP,124,ENSG00000102575,NCBI Info
9390,23424,TDRD7,TRAP,30831,ENSG00000196116,NCBI Info
5752,7186,TRAF2,TRAP,12032,ENSG00000127191,NCBI Info
7896,10131,TRAP1,TRAP-1,16264,ENSG00000126602,NCBI Info
7269,9392,TGFBRAP1,TRAP-1,16836,ENSG00000135966,NCBI Info
7269,9392,TGFBRAP1,TRAP1,16836,ENSG00000135966,NCBI Info
5756,7190,HSP90B2P,TRAP1,12099,ENSG00000259706,NCBI Info
4507,5708,PSMD2,TRAP2,9559,ENSG00000175166,NCBI Info
21868,343477,HSP90B3P,TRAP2,12100,ENSG00000203914,NCBI Info
20823,284306,ZNF547,TRAPPC2P1,26432,ENSG00000152433,NCBI Info
8295,10597,TRAPPC2B,TRAPPC2P1,10710,ENSG00000256060,NCBI Info
5061,6399,TRAPPC2,TRAPPC2P1,23068,ENSG00000196459,NCBI Info
7976,10221,TRIB1,TRB1,16891,ENSG00000173334,NCBI Info
11379,50840,TAS2R14,TRB1,14920,ENSG00000212127,NCBI Info
11378,50839,TAS2R10,TRB2,14918,ENSG00000121318,NCBI Info
11049,28951,TRIB2,TRB2,30809,ENSG00000071575,NCBI Info
11377,50838,TAS2R13,TRB3,14919,ENSG00000212128,NCBI Info
13800,57761,TRIB3,TRB3,16228,ENSG00000101255,NCBI Info
9093,23054,NCOA6,TRBP,15936,ENSG00000198646,NCBI Info
5486,6896,TARBP2P1,TRBP,11570,,NCBI Info
5485,6895,TARBP2,TRBP,11569,ENSG00000139546,NCBI Info
5758,7193,TRE-TTC3-1,TRE,12265,,NCBI Info
8776,11181,TREH,TRE,12266,ENSG00000118094,NCBI Info
5763,7200,TRH,TRF,12298,ENSG00000170893,NCBI Info
2882,3567,IL5,TRF,6016,ENSG00000113525,NCBI Info
5592,7013,TERF1,TRF,11728,ENSG00000147601,NCBI Info
5593,7014,TERF2,TRF2,11729,ENSG00000132604,NCBI Info
7370,9519,TBPL1,TRF2,11589,ENSG00000028839,NCBI Info
12486,55031,USP47,TRFP,20076,ENSG00000170242,NCBI Info
7338,9477,MED20,TRFP,16840,ENSG00000124641,NCBI Info
28048,729384,TRIM49D2,TRIM49D2P,37217,ENSG00000233802,NCBI Info
23718,399939,TRIM49D1,TRIM49D2P,43973,ENSG00000223417,NCBI Info
13428,57093,TRIM49,TRIM49L2,13431,ENSG00000168930,NCBI Info
25798,642612,TRIM49C,TRIM49L2,38877,ENSG00000204449,NCBI Info
25762,642425,TRIM53BP,TRIM80P,37144,,NCBI Info
25789,642569,TRIM53AP,TRIM80P,19025,ENSG00000225581,NCBI Info
7126,9208,LRRFIP1,TRIP,6702,ENSG00000124831,NCBI Info
8041,10293,TRAIP,TRIP,30764,ENSG00000183763,NCBI Info
4504,5705,PSMC5,TRIP1,9552,ENSG00000087191,NCBI Info
6720,8668,EIF3I,TRIP1,3272,ENSG00000084623,NCBI Info
3862,4914,NTRK1,TRK,8031,ENSG00000198400,NCBI Info
5737,7170,TPM3,TRK,12012,ENSG00000143549,NCBI Info
5769,7206,TRK-TTT3-5,TRK1,12314,,NCBI Info
3862,4914,NTRK1,TRK1,8031,ENSG00000198400,NCBI Info
12862,55621,TRMT1,TRM1,25980,ENSG00000104907,NCBI Info
5775,7212,TRX-CAT2-1,TRM1,12322,,NCBI Info
5773,7210,TRX-CAT1-2,TRM1,12318,,NCBI Info
3110,3842,TNPO1,TRN,6401,ENSG00000083312,NCBI Info
30875,100189005,TRN-GTT2-1,TRN,12324,,NCBI Info
5776,7214,TRN-GTT2-7,TRN,54714,,NCBI Info
5776,7214,TRN-GTT2-7,TRN1,54714,,NCBI Info
30875,100189005,TRN-GTT2-1,TRN1,12324,,NCBI Info
28463,791226,TRN-GTT4-1,TRN2,33197,,NCBI Info
11272,30000,TNPO2,TRN2,19998,ENSG00000105576,NCBI Info
53420,107985748,TRG-CCC6-1,TRNAG34P,35073,,NCBI Info
31357,100189498,LOC100189498,TRNAG34P,,,NCBI Info
38887,101056699,LOC101056699,TRNAL48,,,NCBI Info
53431,107985760,TRK-CTT7-1,TRNAL48,35098,,NCBI Info
5773,7210,TRX-CAT1-2,TRNAMI2,12318,,NCBI Info
5775,7212,TRX-CAT2-1,TRNAMI2,12322,,NCBI Info
53433,107985762,TRN-GTT7-1,TRNAN-GUU,34562,,NCBI Info
53434,107985763,TRN-GTT11-1,TRNAN-GUU,34669,,NCBI Info
53423,107985751,TRN-GTT9-1,TRNAN-GUU,34870,,NCBI Info
53425,107985754,TRN-GTT10-1,TRNAN-GUU,35092,,NCBI Info
53428,107985757,TRN-GTT5-1,TRNAN-GUU,38582,,NCBI Info
30875,100189005,TRN-GTT2-1,TRNAN5,12324,,NCBI Info
53433,107985762,TRN-GTT7-1,TRNAN5,34562,,NCBI Info
38887,101056699,LOC101056699,TRNAQ49P,,,NCBI Info
53431,107985760,TRK-CTT7-1,TRNAQ49P,35098,,NCBI Info
53421,107985749,TRV-CAC5-1,TRNAV22,34791,,NCBI Info
31091,100189228,TRV-CAC1-7,TRNAV22,54846,,NCBI Info
5779,7218,TRP-AGG2-6,TRNP1,12331,,NCBI Info
5778,7217,TRP-AGG2-5,TRNP1,12330,,NCBI Info
5770,7207,TRL-AAG2-3,TRNP1,12315,,NCBI Info
5849,7306,TYRP1,TRP1,12450,ENSG00000107165,NCBI Info
4656,5903,RANBP2,TRP1,9848,ENSG00000153201,NCBI Info
5781,7220,TRPC1,TRP1,12333,ENSG00000144935,NCBI Info
4455,5644,PRSS1,TRP1,9475,ENSG00000204983,NCBI Info
5778,7217,TRP-AGG2-5,TRP1,12330,,NCBI Info
4656,5903,RANBP2,TRP2,9848,ENSG00000153201,NCBI Info
5779,7218,TRP-AGG2-6,TRP2,12331,,NCBI Info
5780,7219,TRP-TGG3-1,TRP3,12332,,NCBI Info
5783,7222,TRPC3,TRP3,12335,ENSG00000138741,NCBI Info
18989,154865,IQUB,TRS4,21995,ENSG00000164675,NCBI Info
28442,790951,TRS-AGA3-1,TRS4,33201,,NCBI Info
5840,7295,TXN,TRX,12435,ENSG00000136810,NCBI Info
12923,55697,VAC14,TRX,25507,ENSG00000103043,NCBI Info
