gene_symbol,ENSG_ID,alias_symbol,source
KIR2DL3,ENSG00000243772,p58,NCBI Info
PRIM2,ENSG00000146143,p58,NCBI Info
CDK11B,ENSG00000248333,p58,NCBI Info
GORASP2,ENSG00000115806,p59,NCBI Info
H3P27,,p59,NCBI Info
EXOSC9,ENSG00000123737,p6,NCBI Info
S100A12,ENSG00000163221,p6,NCBI Info
H3P7,ENSG00000237178,p60,NCBI Info
SQSTM1,ENSG00000161011,p60,NCBI Info
TNFRSF1A,ENSG00000067182,p60,NCBI Info
ARMCX5-GPRASP2,ENSG00000286237,p60TRP,NCBI Info
GPRASP3,ENSG00000198908,p60TRP,NCBI Info
KHDRBS1,ENSG00000121774,p62,NCBI Info
NUP62,ENSG00000213024,p62,NCBI Info
SQSTM1,ENSG00000161011,p62,NCBI Info
TP63,ENSG00000073282,p63,NCBI Info
RPE65,ENSG00000116745,p63,NCBI Info
CKAP4,ENSG00000136026,p63,NCBI Info
UVRAG,ENSG00000198382,p63,NCBI Info
WNK1,ENSG00000060237,p65,NCBI Info
RELA,ENSG00000173039,p65,NCBI Info
GATAD2B,ENSG00000143614,p68,NCBI Info
KHDRBS1,ENSG00000121774,p68,NCBI Info
ANXA6,ENSG00000197043,p68,NCBI Info
DDX5,ENSG00000108654,p68,NCBI Info
ANXA6,ENSG00000197043,p70,NCBI Info
UBASH3B,ENSG00000154127,p70,NCBI Info
TCF3,ENSG00000071564,p75,NCBI Info
SIGLEC7,ENSG00000168995,p75,NCBI Info
PSIP1,ENSG00000164985,p75,NCBI Info
KHSRP,ENSG00000088247,p75,NCBI Info
TNFRSF1B,ENSG00000028137,p75,NCBI Info
CUX1,ENSG00000257923,p75,NCBI Info
HCLS1,ENSG00000180353,p75,NCBI Info
CMC4,ENSG00000182712,p8,NCBI Info
EXOSC7,ENSG00000075914,p8,NCBI Info
PPP1R13B,ENSG00000088808,p85,NCBI Info
CBFA2T2,ENSG00000078699,p85,NCBI Info
PPP1R12C,ENSG00000125503,p85,NCBI Info
PIK3R2,ENSG00000105647,p85,NCBI Info
PIK3R1,ENSG00000145675,p85,NCBI Info
CMC4,ENSG00000182712,p8MTCP1,NCBI Info
MTCP1,ENSG00000214827,p8MTCP1,NCBI Info
TFRC,ENSG00000072274,p90,NCBI Info
CCDC8,ENSG00000169515,p90,NCBI Info
CIP2A,ENSG00000163507,p90,NCBI Info
GEMIN4,ENSG00000179409,p97,NCBI Info
VCP,ENSG00000165280,p97,NCBI Info
CFDP1,ENSG00000153774,p97,NCBI Info
H2AC11,ENSG00000196787,pH2A/f,NCBI Info
H2AC5P,,pH2A/f,NCBI Info
TEX28P1,ENSG00000274962,pTEX,NCBI Info
TEX28P2,ENSG00000277008,pTEX,NCBI Info
ERVK-11,,polymerase,NCBI Info
ERVK-19,,polymerase,NCBI Info
ERVK-9,,polymerase,NCBI Info
SSX18P,ENSG00000241207,psiSSX8,NCBI Info
SSXP8,,psiSSX8,NCBI Info
RPL7AP9,ENSG00000213272,rpL7a,NCBI Info
RPL7AP10,ENSG00000240522,rpL7a,NCBI Info
PPP4R3C,ENSG00000224960,smk1,NCBI Info
PPP4R3B,ENSG00000275052,smk1,NCBI Info
PPP4R3A,ENSG00000100796,smk1,NCBI Info
SPATA2,ENSG00000158480,tamo,NCBI Info
SPATA2L,ENSG00000158792,tamo,NCBI Info
BCL2A1,ENSG00000140379, ACC1,ENSG
ACACA,ENSG00000275176, ACC1,ENSG
ACACB,ENSG00000076555, ACC2,ENSG
BCL2A1,ENSG00000140379, ACC2,ENSG
ACOT7,ENSG00000097021, ACT,ENSG
SERPINA3,ENSG00000196136, ACT,ENSG
GPAT3,ENSG00000138678, AGPAT9,ENSG
LPCAT1,ENSG00000153395, AGPAT9,ENSG
MAGI2,ENSG00000187391, AIP1,ENSG
DAB2IP,ENSG00000136848, AIP1,ENSG
FDXR,ENSG00000161513, AR,ENSG
AKR1B1,ENSG00000085662, AR,ENSG
ACTRT1,ENSG00000123165, ARIP1,ENSG
MAGI2,ENSG00000187391, ARIP1,ENSG
CRISP1,ENSG00000124812, ARP,ENSG
MANF,ENSG00000145050, ARP,ENSG
RERE,ENSG00000142599, ARP,ENSG
ARFRP1,ENSG00000101246, ARP,ENSG
APOBEC2,ENSG00000124701, ARP1,ENSG
ARFRP1,ENSG00000101246, ARP1,ENSG
ANGPTL1,ENSG00000116194, ARP1,ENSG
ANGPTL6,ENSG00000130812, ARP5,ENSG
APOBEC3C,ENSG00000244509, ARP5,ENSG
ATG5,ENSG00000057663, ASP,ENSG
A1CF,ENSG00000148584, ASP,ENSG
ASPA,ENSG00000108381, ASP,ENSG
ASIP,ENSG00000101440, ASP,ENSG
SLC33A1,ENSG00000169359, AT1,ENSG
AGTR1,ENSG00000144891, AT1,ENSG
ATP5PF,ENSG00000154723, ATPM,ENSG
ATP5F1A,ENSG00000152234, ATPM,ENSG
ATG4B,ENSG00000168397, AUTL1,ENSG
ATG4C,ENSG00000125703, AUTL1,ENSG
B4GAT1,ENSG00000174684, B3GNT1,ENSG
B3GNT2,ENSG00000170340, B3GNT1,ENSG
RNF2,ENSG00000121481, BAP1,ENSG
MAGI1,ENSG00000151276, BAP1,ENSG
TRGC1,ENSG00000211689, C1,ENSG
PFDN4,ENSG00000101132, C1,ENSG
NBR1,ENSG00000188554, CA125,ENSG
MUC16,ENSG00000181143, CA125,ENSG
CHAF1B,ENSG00000159259, CAF1,ENSG
CHAF1A,ENSG00000167670, CAF1,ENSG
ANKRD1,ENSG00000148677, CARP,ENSG
MINDY3,ENSG00000148481, CARP,ENSG
CA8,ENSG00000178538, CARP,ENSG
CDK11B,ENSG00000248333, CDK11-P110,ENSG
CDK11A,ENSG00000008128, CDK11-P110,ENSG
CDK11B,ENSG00000248333, CDK11-P46,ENSG
CDK11A,ENSG00000008128, CDK11-P46,ENSG
CDK11B,ENSG00000248333, CDK11-P58,ENSG
CDK11A,ENSG00000008128, CDK11-P58,ENSG
AKR1C4,ENSG00000198610, CDR,ENSG
RUNX1T1,ENSG00000079102, CDR,ENSG
ELMO2,ENSG00000062598, CED12,ENSG
ELMO3,ENSG00000102890, CED12,ENSG
ELMO1,ENSG00000155849, CED12,ENSG
CDC42EP2,ENSG00000149798, CEP2,ENSG
CEP250,ENSG00000126001, CEP2,ENSG
S100A9,ENSG00000163220, CFAG,ENSG
S100A8,ENSG00000143546, CFAG,ENSG
S100A12,ENSG00000163221, CGRP,ENSG
CALCA,ENSG00000110680, CGRP,ENSG
CDK13,ENSG00000065883, CHED,ENSG
OVOL2,ENSG00000125850, CHED,ENSG
LYST,ENSG00000143669, CHS1,ENSG
VPS13B,ENSG00000132549, CHS1,ENSG
CCR1,ENSG00000163823, CKR-1,ENSG
CXCR1,ENSG00000163464, CKR-1,ENSG
PMPCA,ENSG00000165688, CLA1,ENSG
SCARB1,ENSG00000073060, CLA1,ENSG
AP3M2,ENSG00000070718, CLA20,ENSG
AP4S1,ENSG00000100478, CLA20,ENSG
SPEF1,ENSG00000101222, CLAMP,ENSG
PDZK1,ENSG00000174827, CLAMP,ENSG
NLRC4,ENSG00000091106, CLAN,ENSG
LINC02577,ENSG00000228742, CLAN,ENSG
IFT74,ENSG00000096872, CMG1,ENSG
ZFP36L1,ENSG00000185650, CMG1,ENSG
TNNT2,ENSG00000118194, CMPD2,ENSG
SCN5A,ENSG00000183873, CMPD2,ENSG
CNIH2,ENSG00000174871, CNIL,ENSG
CNIH1,ENSG00000100528, CNIL,ENSG
C4B,ENSG00000224389, CO4,ENSG
C4A,ENSG00000206340, CO4,ENSG
OPN1LW,ENSG00000102076, COD5,ENSG
OPN1MW,ENSG00000268221, COD5,ENSG
COQ8A,ENSG00000163050, COQ8,ENSG
COQ8B,ENSG00000123815, COQ8,ENSG
CPOX,ENSG00000080819, CPX,ENSG
EBP,ENSG00000147155, CPX,ENSG
TBX22,ENSG00000122145, CPX,ENSG
CRX,ENSG00000105392, CRD,ENSG
RPGR,ENSG00000156313, CRD,ENSG
CRNKL1,ENSG00000101343, CRN,ENSG
CORIN,ENSG00000145244, CRN,ENSG
CRYGEP,ENSG00000229150, CRYG5,ENSG
CRYGA,ENSG00000168582, CRYG5,ENSG
ERCC6,ENSG00000225830, CSB,ENSG
CSH2,ENSG00000213218, CSB,ENSG
SMPX,ENSG00000091482, CSL,ENSG
CSHL1,ENSG00000204414, CSL,ENSG
GPS1,ENSG00000169727, CSN1,ENSG
CSN1S1,ENSG00000126545, CSN1,ENSG
CTF1,ENSG00000150281, CT1,ENSG
SLC6A8,ENSG00000130821, CT1,ENSG
GZMH,ENSG00000100450, CTLA1,ENSG
GZMB,ENSG00000100453, CTLA1,ENSG
CCDC174,ENSG00000154781, CTR1,ENSG
SLC31A1,ENSG00000136868, CTR1,ENSG
DPYSL5,ENSG00000157851, CV2,ENSG
BMPER,ENSG00000164619, CV2,ENSG
CYP11B2,ENSG00000179142, CYP11B,ENSG
CYP11B1,ENSG00000160882, CYP11B,ENSG
CYP2A13,ENSG00000197838, CYP2A,ENSG
CYP2A6,ENSG00000255974, CYP2A,ENSG
CYP2C18,ENSG00000108242, CYP2C,ENSG
CYP2C19,ENSG00000165841, CYP2C,ENSG
PPID,ENSG00000171497, CYPD,ENSG
PPIF,ENSG00000108179, CYPD,ENSG
TNNI2,ENSG00000130598, DA2B,ENSG
TNNT3,ENSG00000130595, DA2B,ENSG
IAPP,ENSG00000121351, DAP,ENSG
DNPEP,ENSG00000123992, DAP,ENSG
TNFRSF10D,ENSG00000173530, DCR2,ENSG
CCR6,ENSG00000112486, DCR2,ENSG
DELEC1,ENSG00000173077, DEC1,ENSG
BHLHE40,ENSG00000134107, DEC1,ENSG
DEFB104A,ENSG00000176782, DEFB4,ENSG
DEFB4A,ENSG00000171711, DEFB4,ENSG
GJB6,ENSG00000121742, DFNA3,ENSG
GJB2,ENSG00000165474, DFNA3,ENSG
DGKE,ENSG00000153933, DGK,ENSG
DGKB,ENSG00000136267, DGK,ENSG
CYB5R3,ENSG00000100243, DIA1,ENSG
DIPK2A,ENSG00000181744, DIA1,ENSG
BCL2L10,ENSG00000137875, DIVA,ENSG
COL6A4P1,ENSG00000230524, DIVA,ENSG
CFTR,ENSG00000001626, DJ760C5.1,ENSG
CFTRP1,ENSG00000228593, DJ760C5.1,ENSG
TMEM268,ENSG00000157693, DKFZP547P234,ENSG
ATP6V1G1,ENSG00000136888, DKFZP547P234,ENSG
SLC11A2,ENSG00000110911, DMT1,ENSG
DMRT1,ENSG00000137090, DMT1,ENSG
MST1,ENSG00000173531, DNF15S2,ENSG
APEH,ENSG00000164062, DNF15S2,ENSG
DNM1P38,ENSG00000259637, DNM1DN11@,ENSG
DNM1P41,ENSG00000280038, DNM1DN11@,ENSG
DNM1P47,ENSG00000259660, DNM1DN14@,ENSG
DNM1P46,ENSG00000182397, DNM1DN14@,ENSG
DNM1P30,ENSG00000260897, DNM1DN3@,ENSG
DNM1P28,ENSG00000261792, DNM1DN3@,ENSG
DNM1P32,ENSG00000261708, DNM1DN4@,ENSG
DNM1P31,ENSG00000261491, DNM1DN4@,ENSG
DNM1P30,ENSG00000260897, DNM1DN4@,ENSG
DNM1P34,ENSG00000260357, DNM1DN8@,ENSG
DNM1P35,ENSG00000246877, DNM1DN8@,ENSG
ANAPC10,ENSG00000164162, DOC1,ENSG
CDK2AP1,ENSG00000111328, DOC1,ENSG
REEP5,ENSG00000129625, DP1,ENSG
PTGDR,ENSG00000168229, DP1,ENSG
TFDP1,ENSG00000198176, DP1,ENSG
JUP,ENSG00000173801, DP3,ENSG
APC,ENSG00000134982, DP3,ENSG
UTRN,ENSG00000152818, DRP1,ENSG
DENR,ENSG00000139726, DRP1,ENSG
ECI2,ENSG00000198721, DRS1,ENSG
DDX27,ENSG00000124228, DRS1,ENSG
UBQLN2,ENSG00000188021, DSK2,ENSG
UBQLN1,ENSG00000135018, DSK2,ENSG
CST12P,ENSG00000226344, E2,ENSG
DLAT,ENSG00000150768, E2,ENSG
DLD,ENSG00000091140, E3,ENSG
ALDH9A1,ENSG00000143149, E3,ENSG
CHRNA4,ENSG00000101204, EBN,ENSG
KCNQ2,ENSG00000075043, EBN,ENSG
KCNQ2,ENSG00000075043, EBN1,ENSG
CHRNA4,ENSG00000101204, EBN1,ENSG
S1PR1,ENSG00000170989, EDG1,ENSG
HEXIM1,ENSG00000186834, EDG1,ENSG
BUD31,ENSG00000106245, EDG2,ENSG
LPAR1,ENSG00000198121, EDG2,ENSG
HSD17B1P1,ENSG00000108785, EDHB17,ENSG
HSD17B1,ENSG00000108786, EDHB17,ENSG
CAPRIN2,ENSG00000110888, EEG1,ENSG
SLC43A3,ENSG00000134802, EEG1,ENSG
EIF1AX,ENSG00000173674, EIF1A,ENSG
EIF1,ENSG00000173812, EIF1A,ENSG
EIF2B1,ENSG00000111361, EIF2B,ENSG
EIF2B4,ENSG00000115211, EIF2B,ENSG
EIF2B2,ENSG00000119718, EIF2B,ENSG
EIF4A2,ENSG00000156976, EIF4A,ENSG
EIF4A1,ENSG00000161960, EIF4A,ENSG
EIF4A2,ENSG00000156976, EIF4F,ENSG
EIF4E,ENSG00000151247, EIF4F,ENSG
ZFP36L1,ENSG00000185650, ERF1,ENSG
ETF1,ENSG00000120705, ERF1,ENSG
TFAP2C,ENSG00000087510, ERF1,ENSG
GFER,ENSG00000127554, ERV1,ENSG
CMKLR1,ENSG00000174600, ERV1,ENSG
FLOT2,ENSG00000132589, ESA,ENSG
EPCAM,ENSG00000119888, ESA,ENSG
KAT5,ENSG00000172977, ESA1,ENSG
FLOT2,ENSG00000132589, ESA1,ENSG
ESCO1,ENSG00000141446, ESO1,ENSG
CTAG1B,ENSG00000184033, ESO1,ENSG
LGI1,ENSG00000108231, ETL1,ENSG
SMARCAD1,ENSG00000163104, ETL1,ENSG
FZD4,ENSG00000174804, EVR1,ENSG
LRP5,ENSG00000162337, EVR1,ENSG
BRCA2,ENSG00000139618, FACD,ENSG
FANCD2,ENSG00000144554, FACD,ENSG
FANCD2,ENSG00000144554, FAD,ENSG
PSEN1,ENSG00000080815, FAD,ENSG
BRCA2,ENSG00000139618, FAD,ENSG
BRCA2,ENSG00000139618, FANCD,ENSG
FANCD2,ENSG00000144554, FANCD,ENSG
FBXL4,ENSG00000112234, FBL5,ENSG
FBXL5,ENSG00000118564, FBL5,ENSG
KDM2A,ENSG00000173120, FBL7,ENSG
FBXL7,ENSG00000183580, FBL7,ENSG
FBRS,ENSG00000156860, FBS1,ENSG
FBXO2,ENSG00000116661, FBS1,ENSG
FBXW7,ENSG00000109670, FBX30,ENSG
FBXO44,ENSG00000132879, FBX30,ENSG
FCGR1BP,ENSG00000291135, FCG1,ENSG
FCGR1A,ENSG00000150337, FCG1,ENSG
FCGR2B,ENSG00000072694, FCG2,ENSG
FCGR2A,ENSG00000143226, FCG2,ENSG
FCGR3B,ENSG00000162747, FCG3,ENSG
FCGR3A,ENSG00000203747, FCG3,ENSG
FCGR1BP,ENSG00000291135, FCGR1,ENSG
FCGR1A,ENSG00000150337, FCGR1,ENSG
FCGR2B,ENSG00000072694, FCGR2,ENSG
FCGR2A,ENSG00000143226, FCGR2,ENSG
FCGR3A,ENSG00000203747, FCGR3,ENSG
FCGR3B,ENSG00000162747, FCGR3,ENSG
ADH5,ENSG00000197894, FDH,ENSG
ALDH1L1,ENSG00000144908, FDH,ENSG
DEPP1,ENSG00000165507, FIG,ENSG
GOPC,ENSG00000047932, FIG,ENSG
CFLAR,ENSG00000003402, FLIP,ENSG
FIRRM,ENSG00000000460, FLIP,ENSG
CTAGE4,ENSG00000288370, FLJ43692,ENSG
ARHGEF35,ENSG00000213214, FLJ43692,ENSG
CHTOP,ENSG00000160679, FOP,ENSG
CEP43,ENSG00000213066, FOP,ENSG
RABEP2,ENSG00000177548, FRA,ENSG
FOLR1,ENSG00000110195, FRA,ENSG
PGAP2,ENSG00000148985, FRAG1,ENSG
ATAD5,ENSG00000176208, FRAG1,ENSG
FOLR3,ENSG00000110203, FRG,ENSG
FARP2,ENSG00000006607, FRG,ENSG
WDPCP,ENSG00000143951, FRITZ,ENSG
FRZB,ENSG00000162998, FRITZ,ENSG
AIFM2,ENSG00000042286, FSP1,ENSG
S100A4,ENSG00000196154, FSP1,ENSG
ATL1,ENSG00000198513, FSP1,ENSG
TNNI2,ENSG00000130598, FSSV,ENSG
TNNT3,ENSG00000130595, FSSV,ENSG
FUS,ENSG00000089280, FUS1,ENSG
TUSC2,ENSG00000114383, FUS1,ENSG
ACKR1,ENSG00000213088, FY,ENSG
FUZ,ENSG00000010361, FY,ENSG
BUD31,ENSG00000106245, G10,ENSG
ZBTB12,ENSG00000204366, G10,ENSG
CISH,ENSG00000114737, G18,ENSG
GPSM3,ENSG00000206314, G18,ENSG
KIAA1549L,ENSG00000110427, G2,ENSG
CRYGEP,ENSG00000229150, G2,ENSG
PRRC2A,ENSG00000204469, G2,ENSG
GALNTL5,ENSG00000106648, GALNT15,ENSG
GALNT18,ENSG00000110328, GALNT15,ENSG
LRRC32,ENSG00000137507, GARP,ENSG
CNGB1,ENSG00000070729, GARP,ENSG
PAGR1,ENSG00000280789, GAS,ENSG
GALNS,ENSG00000141012, GAS,ENSG
PIAS1,ENSG00000033800, GBP,ENSG
TMEM132A,ENSG00000006118, GBP,ENSG
GUCA1A,ENSG00000048545, GCAP,ENSG
ALPG,ENSG00000163286, GCAP,ENSG
TRMT6,ENSG00000089195, GCD10,ENSG
CRLS1,ENSG00000088766, GCD10,ENSG
TUBGCP2,ENSG00000130640, GCP2,ENSG
FOLH1,ENSG00000086205, GCP2,ENSG
PAEP,ENSG00000122133, GDA,ENSG
SLC25A16,ENSG00000122912, GDA,ENSG
SMN1,ENSG00000172062, GEMIN1,ENSG
SMN2,ENSG00000205571, GEMIN1,ENSG
RMND5B,ENSG00000145916, GID2,ENSG
RMND5A,ENSG00000153561, GID2,ENSG
ZNF704,ENSG00000164684, GIG1,ENSG
CCN1,ENSG00000142871, GIG1,ENSG
GCG,ENSG00000115263, GLP1,ENSG
ZGLP1,ENSG00000220201, GLP1,ENSG
GBA1,ENSG00000177628, GLUC,ENSG
GBA3,ENSG00000249948, GLUC,ENSG
GBA1LP,ENSG00000291137, GLUC,ENSG
SLC6A9,ENSG00000196517, GLYT1,ENSG
MGAT1,ENSG00000131446, GLYT1,ENSG
SLC6A5,ENSG00000165970, GLYT2,ENSG
GGTA1,ENSG00000204136, GLYT2,ENSG
GOLT1B,ENSG00000111711, GOT1,ENSG
GOLT1A,ENSG00000174567, GOT1,ENSG
ADRM1,ENSG00000130706, GP110,ENSG
CD68,ENSG00000129226, GP110,ENSG
ACKR1,ENSG00000213088, GPD,ENSG
GYPC,ENSG00000136732, GPD,ENSG
GCOM1,ENSG00000137878, GRINL1A,ENSG
POLR2M,ENSG00000255529, GRINL1A,ENSG
NPR2,ENSG00000159899, GUCY2B,ENSG
NPR3,ENSG00000113389, GUCY2B,ENSG
HHATL,ENSG00000010282, GUP1,ENSG
MYZAP,ENSG00000263155, GUP1,ENSG
VPS45,ENSG00000136631, H1,ENSG
CLIC4,ENSG00000169504, H1,ENSG
FGFR1,ENSG00000077782, H2,ENSG
RLN2,ENSG00000107014, H2,ENSG
H2AC18,ENSG00000288825, H2A/Q,ENSG
H2AC20,ENSG00000184260, H2A/Q,ENSG
CCDC6,ENSG00000108091, H4,ENSG
FGFR1,ENSG00000077782, H4,ENSG
SEPTIN4,ENSG00000108387, H5,ENSG
FGFR1,ENSG00000077782, H5,ENSG
ANGPTL2,ENSG00000136859, HARP,ENSG
ANKS4B,ENSG00000175311, HARP,ENSG
PANK2,ENSG00000125779, HARP,ENSG
MAGEC3,ENSG00000165509, HCA2,ENSG
HCAR2,ENSG00000182782, HCA2,ENSG
SMC3,ENSG00000108055, HCAP,ENSG
DCD,ENSG00000161634, HCAP,ENSG
SARNP,ENSG00000205323, HCC-1,ENSG
CCL14,ENSG00000276409, HCC-1,ENSG
TXNDC5,ENSG00000239264, HCC-2,ENSG
MRPS11,ENSG00000181991, HCC-2,ENSG
CCL16,ENSG00000275095, HCC-4,ENSG
RBMS1,ENSG00000153250, HCC-4,ENSG
BRI3BP,ENSG00000184992, HCCR-2,ENSG
LETMD1,ENSG00000050426, HCCR-2,ENSG
TRIM31,ENSG00000137397, HCG1,ENSG
NUP42,ENSG00000136243, HCG1,ENSG
AMBP,ENSG00000106927, HCP,ENSG
CPOX,ENSG00000080819, HCP,ENSG
CCRL2,ENSG00000121797, HCR,ENSG
CCHCR1,ENSG00000204536, HCR,ENSG
SPAG11B,ENSG00000164871, HE2,ENSG
SPAG11A,ENSG00000178287, HE2,ENSG
EDA,ENSG00000158813, HED,ENSG
HAND2,ENSG00000164107, HED,ENSG
GJB6,ENSG00000121742, HED,ENSG
NHLH1,ENSG00000171786, HEN1,ENSG
HENMT1,ENSG00000162639, HEN1,ENSG
IFTAP,ENSG00000166352, HEPIS,ENSG
C17orf49,ENSG00000258315, HEPIS,ENSG
IL6,ENSG00000136244, HGF,ENSG
SOS1,ENSG00000115904, HGF,ENSG
ROBO3,ENSG00000154134, HGPS,ENSG
LMNA,ENSG00000160789, HGPS,ENSG
ZMPSTE24,ENSG00000084073, HGPS,ENSG
ABCC8,ENSG00000006071, HI,ENSG
AKAP4,ENSG00000147081, HI,ENSG
HHIP,ENSG00000164161, HIP,ENSG
RPL29,ENSG00000162244, HIP,ENSG
ST13,ENSG00000100380, HIP,ENSG
ATP12A,ENSG00000075673, HK,ENSG
KNG1,ENSG00000113889, HK,ENSG
HLA-L,ENSG00000239618, HLAL,ENSG
LIPF,ENSG00000182333, HLAL,ENSG
GZMB,ENSG00000100453, HLP,ENSG
HAP1,ENSG00000173805, HLP,ENSG
SKIC2,ENSG00000204351, HLP,ENSG
HPCAL1,ENSG00000115756, HLP2,ENSG
DDX3X,ENSG00000215301, HLP2,ENSG
MLH1,ENSG00000076242, HNPCC,ENSG
MSH2,ENSG00000095002, HNPCC,ENSG
FGL1,ENSG00000104760, HPS,ENSG
HPS1,ENSG00000107521, HPS,ENSG
AP3B1,ENSG00000132842, HPS2,ENSG
TFF1,ENSG00000160182, HPS2,ENSG
FBXW10,ENSG00000171931, HREP,ENSG
FBXW10B,ENSG00000241322, HREP,ENSG
EEF1A2,ENSG00000101210, HS1,ENSG
YWHAQ,ENSG00000134308, HS1,ENSG
HCLS1,ENSG00000180353, HS1,ENSG
HSP90AA1,ENSG00000080824, HSPCA,ENSG
HSP90AA2P,ENSG00000224411, HSPCA,ENSG
SPAG9,ENSG00000008294, HSS,ENSG
PANK2,ENSG00000125779, HSS,ENSG
GFER,ENSG00000127554, HSS,ENSG
HTR3A,ENSG00000166736, HTR3,ENSG
CCT6A,ENSG00000146731, HTR3,ENSG
MAGT1,ENSG00000102158, IAP,ENSG
IAPP,ENSG00000121351, IAP,ENSG
IGFBP1,ENSG00000146678, IBP1,ENSG
IGBP1,ENSG00000089289, IBP1,ENSG
MTUS1,ENSG00000129422, ICIS,ENSG
MTUS2,ENSG00000132938, ICIS,ENSG
CLNS1AP1,ENSG00000213335, ICLN,ENSG
CLNS1A,ENSG00000074201, ICLN,ENSG
DGCR2,ENSG00000070413, IDD,ENSG
COL9A3,ENSG00000092758, IDD,ENSG
CBLIF,ENSG00000134812, IF,ENSG
CFI,ENSG00000205403, IF,ENSG
PHF11,ENSG00000136147, IGER,ENSG
MS4A2,ENSG00000149534, IGER,ENSG
GCNT2,ENSG00000111846, IGNT,ENSG
B4GAT1,ENSG00000174684, IGNT,ENSG
IGSF11,ENSG00000144847, IGSF13,ENSG
CD300LF,ENSG00000186074, IGSF13,ENSG
MYDGF,ENSG00000074842, IL-25,ENSG
IL25,ENSG00000166090, IL-25,ENSG
IL17D,ENSG00000172458, IL-27,ENSG
MYDGF,ENSG00000074842, IL-27,ENSG
IL1RN,ENSG00000136689, IL1RA,ENSG
IL1R1,ENSG00000115594, IL1RA,ENSG
MYDGF,ENSG00000074842, IL27,ENSG
IL17D,ENSG00000172458, IL27,ENSG
IGF2BP1,ENSG00000159217, IMP1,ENSG
HM13,ENSG00000101294, IMP1,ENSG
SPPL3,ENSG00000157837, IMP2,ENSG
IMMP2L,ENSG00000184903, IMP2,ENSG
ISYNA1,ENSG00000105655, INOS,ENSG
NOS2,ENSG00000007171, INOS,ENSG
EIF3E,ENSG00000104408, INT6,ENSG
INTS6,ENSG00000102786, INT6,ENSG
SOD2,ENSG00000291237, IPOB,ENSG
KPNB1,ENSG00000108424, IPOB,ENSG
LNPEP,ENSG00000113441, IRAP,ENSG
IL1RN,ENSG00000136689, IRAP,ENSG
SRR,ENSG00000167720, ISO1,ENSG
EIF1,ENSG00000173812, ISO1,ENSG
SMARCA5,ENSG00000153147, ISWI,ENSG
SMARCA1,ENSG00000102038, ISWI,ENSG
KCNJ3,ENSG00000162989, KGA,ENSG
GLS,ENSG00000115419, KGA,ENSG
KANK1,ENSG00000107104, KIAA0172,ENSG
KANK4,ENSG00000132854, KIAA0172,ENSG
ANKS1A,ENSG00000064999, KIAA0229,ENSG
TCP11,ENSG00000124678, KIAA0229,ENSG
UTP14C,ENSG00000253797, KIAA0266,ENSG
ALG11,ENSG00000253710, KIAA0266,ENSG
MAGI2,ENSG00000187391, KIAA0705,ENSG
ACTRT1,ENSG00000123165, KIAA0705,ENSG
CRAMP1,ENSG00000007545, KIAA1426,ENSG
JPT2,ENSG00000206053, KIAA1426,ENSG
CDKN1C,ENSG00000129757, KIP2,ENSG
CIB2,ENSG00000136425, KIP2,ENSG
YIPF3,ENSG00000137207, KLIP1,ENSG
CENPU,ENSG00000151725, KLIP1,ENSG
ZNF33B,ENSG00000196693, KOX31,ENSG
ZNF33A,ENSG00000189180, KOX31,ENSG
OXSM,ENSG00000151093, KS,ENSG
COL18A1,ENSG00000182871, KS,ENSG
ZNF382,ENSG00000161298, KS1,ENSG
CXCL14,ENSG00000145824, KS1,ENSG
SIK3,ENSG00000160584, L19,ENSG
RPL19,ENSG00000108298, L19,ENSG
IGKV1-12,ENSG00000243290, L19,ENSG
RPL30,ENSG00000156482, L30,ENSG
RSL24D1,ENSG00000137876, L30,ENSG
ACSL1,ENSG00000151726, LACS2,ENSG
ACSL6,ENSG00000164398, LACS2,ENSG
CTAG1A,ENSG00000268651, LAGE2A,ENSG
CTAG1B,ENSG00000184033, LAGE2A,ENSG
ARL4C,ENSG00000188042, LAK,ENSG
ALPK1,ENSG00000073331, LAK,ENSG
LAMP3,ENSG00000078081, LAMP,ENSG
LSAMP,ENSG00000185565, LAMP,ENSG
CEBPB,ENSG00000172216, LAP,ENSG
CENPJ,ENSG00000151849, LAP,ENSG
ANPEP,ENSG00000166825, LAP1,ENSG
TRAF3,ENSG00000131323, LAP1,ENSG
TOR1AIP1,ENSG00000143337, LAP1,ENSG
LAS1L,ENSG00000001497, LAS1,ENSG
DNAI7,ENSG00000118307, LAS1,ENSG
GUCY2D,ENSG00000132518, LCA,ENSG
PTPRC,ENSG00000081237, LCA,ENSG
FUT3,ENSG00000171124, LE,ENSG
HPS4,ENSG00000100099, LE,ENSG
ITGB2,ENSG00000160255, LFA-1,ENSG
ITGAL,ENSG00000005844, LFA-1,ENSG
LLGL1,ENSG00000131899, LGL1,ENSG
CRISPLD2,ENSG00000103196, LGL1,ENSG
EXT1,ENSG00000182197, LGS,ENSG
LGSN,ENSG00000146166, LGS,ENSG
MIP,ENSG00000135517, LIM1,ENSG
LHX1,ENSG00000273706, LIM1,ENSG
PHAF1,ENSG00000125149, LIN-10,ENSG
APBA2,ENSG00000034053, LIN-10,ENSG
STK11IP,ENSG00000144589, LIP1,ENSG
CENPJ,ENSG00000151849, LIP1,ENSG
ANXA2P3,ENSG00000216740, LIP2,ENSG
